"";"protein.g";"protein.acs";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5744-3.id.csv";"peptide.count.P5744-4.id.csv";"peptide.count.P5745-3.id.csv";"peptide.count.P5745-4.id.csv";"spectra.count.P5744-3.id.csv";"spectra.count.P5744-4.id.csv";"spectra.count.P5745-3.id.csv";"spectra.count.P5745-4.id.csv";"dNSAF.P5744-3.id.csv";"dNSAF.P5744-4.id.csv";"dNSAF.P5745-3.id.csv";"dNSAF.P5745-4.id.csv"
"P22735";"P22735";"P22735";"TGM1_HUMAN";"Protein-glutamine gamma-glutamyltransferase K";"TGM1";2;2;0,000251141305881082;NA;2;NA;NA;NA;2;NA;NA;NA;0,00113271492738103;NA;NA
"P23528";"P23528";"P23528";"COF1_HUMAN";"Cofilin-1";"CFL1";2;4;0,00247207767355233;NA;NA;2;2;NA;NA;2;2;NA;NA;0,00518576662390468;0,00488693268081515
"P25205";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";2;3;0,000380908007867903;NA;NA;2;1;NA;NA;2;1;NA;NA;0,00106539264798042;0,000501999272905517
"P27635,Q96L21";"P27635,Q96L21";"P27635, Q96L21";"RL10_HUMAN, RL10L_HUMAN";"60S ribosomal protein L10, 60S ribosomal protein L10-like";"RPL10, RPL10L";2;2;0,000479398240431878;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00201130200833686;NA
"P29401";"P29401";"P29401";"TKT_HUMAN";"Transketolase";"TKT";2;2;0,000329345821677117;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00138176125131329;NA
"P29692-1,P29692-2,P29692-3";"P29692-1,P29692-2,P29692-3";"P29692-[1-3]";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";2;3;0,00036509332189474;NA;NA;1;2;NA;NA;1;2;NA;NA;NA;NA
"P30050-1,P30050-2";"P30050-1,P30050-2";"P30050-[1,2]";"RL12_HUMAN";"60S ribosomal protein L12";"RPL12";2;2;0,000621764990620739;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA
"P31146";"P31146";"P31146";"COR1A_HUMAN";"Coronin-1A";"CORO1A";2;2;0,000445081229728511;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00186732594266416;NA
"P35579-1";"P35579-1";"P35579-1";"MYH9_HUMAN";"Myosin-9";"MYH9";11;13;0,000680451992286472;NA;NA;8;5;NA;NA;8;5;NA;NA;NA;NA
"P36578";"P36578";"P36578";"RL4_HUMAN";"60S ribosomal protein L4";"RPL4";2;3;0,000720781429408116;1;NA;2;NA;1;NA;2;NA;0,00110732029797321;NA;0,00201601231748988;NA
"P46776";"P46776";"P46776";"RL27A_HUMAN";"60S ribosomal protein L27a";"RPL27A";2;2;0,00138636788449219;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00581646797005525;NA
"P46778";"P46778";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";2;2;0,00128239029315527;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,0053802328723011;NA
"P49755";"P49755";"P49755";"TMEDA_HUMAN";"Transmembrane emp24 domain-containing protein 10";"TMED10";2;2;0,000936906150250428;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00370425034253569
"P50502,Q8IZP2";"P50502,Q8IZP2";"P50502, Q8IZP2";"F10A1_HUMAN, ST134_HUMAN";"Hsc70-interacting protein, Putative protein FAM10A4";"ST13, ST13P4";2;4;0,000673833979983066;NA;NA;2;2;NA;NA;2;2;NA;NA;0,00141352587778026;0,00133207032022219
"P51571";"P51571";"P51571";"SSRD_HUMAN";"Translocon-associated protein subunit delta";"SSR4";2;2;0,00118602570465228;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00497593791657906;NA
"P53999";"P53999";"P53999";"TCP4_HUMAN";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";2;2;0,00161560981814838;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,0067782461383321;NA
"P57721-1,P57721-2,P57721-3,P57721-4,P57721-5,Q15365,Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"P57721-1,P57721-2,P57721-3,P57721-4,P57721-5,Q15365,Q15366-1,Q15366-2,Q15366-3,Q15366-4,Q15366-5,Q15366-6";"P57721-[1-5], Q15365, Q15366-[1-6]";"PCBP1_HUMAN, PCBP2_HUMAN, PCBP3_HUMAN";"Poly(rC)-binding protein 1, Poly(rC)-binding protein 2, Poly(rC)-binding protein 3";"PCBP1, PCBP2, PCBP3";2;2;4,66217784378195e-05;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00227873827251493
"P61626";"P61626";"P61626";"LYSC_HUMAN";"Lysozyme C";"LYZ";2;6;0,00415910365347656;2;2;NA;2;2;2;NA;2;0,00638953739506165;0,00625289253831285;NA;0,00548128935821159
"P62258-1";"P62258-1";"P62258-1";"1433E_HUMAN";"14-3-3 protein epsilon";"YWHAE";2;3;0,00139264104234057;NA;NA;2;1;NA;NA;2;1;NA;NA;NA;NA
"P62269";"P62269";"P62269";"RS18_HUMAN";"40S ribosomal protein S18";"RPS18";2;2;0,00134988451911081;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00533704490141655
"P62826";"P62826";"P62826";"RAN_HUMAN";"GTP-binding nuclear protein Ran";"RAN";2;2;0,000949918735670573;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00375569826395979
"P62899-1";"P62899-1";"P62899-1";"RL31_HUMAN";"60S ribosomal protein L31";"RPL31";2;2;0,00164145957523875;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA
"P62913-1,P62913-2";"P62913-1,P62913-2";"P62913-[1,2]";"RL11_HUMAN";"60S ribosomal protein L11";"RPL11";2;3;0,000864532781902431;NA;NA;1;2;NA;NA;1;2;NA;NA;NA;NA
"P78386";"P78386";"P78386";"KRT85_HUMAN";"Keratin, type II cuticular Hb5";"KRT85";2;2;0,000807615741594952;1;1;0;NA;1;1;0;NA;0,00179029114402705;0,00190273901685843;NA;NA
"P84098";"P84098";"P84098";"RL19_HUMAN";"60S ribosomal protein L19";"RPL19";2;3;0,0015702738283534;1;NA;NA;2;1;NA;NA;2;0,00241237636344164;NA;NA;0,00413893278069038
"P84103";"P84103";"P84103";"SRSF3_HUMAN";"Serine/arginine-rich splicing factor 3";"SRSF3";2;2;0,0012511124811271;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00494652942082509
"Q01105-1,Q01105-2";"Q01105-1,Q01105-2";"Q01105-[1,2]";"SET_HUMAN";"Protein SET";"SET";2;2;0,00035376283949111;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA
"Q01650";"Q01650";"Q01650";"LAT1_HUMAN";"Large neutral amino acids transporter small subunit 1";"SLC7A5";2;2;0,000404699106321191;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00160006079884678
"Q04695";"Q04695";"Q04695";"K1C17_HUMAN";"Keratin, type I cytoskeletal 17";"KRT17";2;3;0,00188275207598157;1;2;0;0;1;2;0;0;0,00304979349976675;0,00489002781381058;0;0
"Q08211-1";"Q08211-1";"Q08211-1";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";4;5;0,000403902454537094;NA;NA;3;2;NA;NA;3;2;NA;NA;NA;NA
"Q13867";"Q13867";"Q13867";"BLMH_HUMAN";"Bleomycin hydrolase";"BLMH";2;4;0,000901900865515797;NA;NA;2;2;NA;NA;2;2;NA;NA;0,00189195002102896;0,00178292489014355
"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"Q14103-1,Q14103-2,Q14103-3,Q14103-4";"Q14103-[1-4]";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";2;3;0,000325113032067534;NA;NA;1;2;NA;NA;1;2;NA;NA;NA;NA
"Q15323";"Q15323";"Q15323";"K1H1_HUMAN";"Keratin, type I cuticular Ha1";"KRT31";2;3;0,0023772854150667;2;1;0;0;2;1;0;0;0,00553785174224213;0,00546023284580373;NA;NA
"Q5T750";"Q5T750";"Q5T750";"XP32_HUMAN";"Skin-specific protein 32";"XP32";2;4;0,00164145957523875;NA;NA;2;2;NA;NA;2;2;NA;NA;0,00344334903827271;0,00324492330006126
"Q8NF91-1,Q8NF91-4,Q8NF91-7";"Q8NF91-1,Q8NF91-4,Q8NF91-7";"Q8NF91-[1,4,7]";"SYNE1_HUMAN";"Nesprin-1";"SYNE1";2;2;7,77471285305004e-06;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA
"Q92945";"Q92945";"Q92945";"FUBP2_HUMAN";"Far upstream element-binding protein 2";"KHSRP";2;2;0,000288582907039161;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00114097162449411
"Q96P63";"Q96P63";"Q96P63";"SPB12_HUMAN";"Serpin B12";"SERPINB12";2;2;0,000506623325690972;NA;2;NA;NA;NA;2;NA;NA;NA;0,00228500764363037;NA;NA
"Q99996-1,Q99996-2,Q99996-3,Q99996-5,Q99996-6";"Q99996-1,Q99996-2,Q99996-3,Q99996-5,Q99996-6";"Q99996-[1-3,5,6]";"AKAP9_HUMAN";"A-kinase anchor protein 9";"AKAP9";2;2;1,04925823014494e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA
"Q9BV40";"Q9BV40";"Q9BV40";"VAMP8_HUMAN";"Vesicle-associated membrane protein 8";"VAMP8";2;2;0,00205182446904844;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00811230825015315
"125116";"125116";"125116";"125116";"K2M2_SHEEP Keratin, type II microfibrillar, component 7C";"";1;2;0,000909912587425428;1;1;0;NA;1;1;0;NA;0,00200912811519513;0,0021532209594995;NA;NA
"O43169";"O43169";"O43169";"CYB5B_HUMAN";"Cytochrome b5 type B";"CYB5B";1;2;0,00140535922537564;NA;NA;1;1;NA;NA;1;1;NA;NA;0,00294807280674033;0,00277818775690176
"O43390-1,O43390-2";"O43390-1,O43390-2";"O43390-[1,2]";"HNRPR_HUMAN";"Heterogeneous nuclear ribonucleoprotein R";"HNRNPR";1;2;0,000270119071754665;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA
"O60506-1,O60506-2,O60506-3,O60506-4";"O60506-1,O60506-2,O60506-3,O60506-4";"O60506-[1-4]";"HNRPQ_HUMAN";"Heterogeneous nuclear ribonucleoprotein Q";"SYNCRIP";1;1;6,86137128493993e-05;NA;NA;0;1;NA;NA;0;1;NA;NA;NA;NA
"O95678";"O95678";"O95678";"K2C75_HUMAN";"Keratin, type II cytoskeletal 75";"KRT75";1;1;0,00072945112714002;0;1;0;0;0;1;0;0;0;0,00361485911070883;NA;0
"P04908,Q7L7L0,Q93077";"P04908,Q7L7L0,Q93077";"Q7L7L0, P04908, Q93077";"H2A1B_HUMAN, H2A1C_HUMAN, H2A3_HUMAN";"Histone H2A type 1-B/E, Histone H2A type 1-C, Histone H2A type 3";"HIST1H2AB,HIST1H2AE, HIST1H2AC, HIST3H2A";1;4;0,00371783579007067;1;1;1;1;1;1;1;1;0,00303093440534976;0,00257063359908417;0,0058860667320901;0,00624023711550243
"P05089-1,P05089-2";"P05089-1,P05089-2";"P05089-[1,2]";"ARGI1_HUMAN";"Arginase-1";"ARG1";4;6;0,000955818852041197;2;4;NA;NA;2;4;NA;NA;NA;NA;NA;NA
"P05109";"P05109";"P05109";"S10A8_HUMAN";"Protein S100-A8";"S100A8";1;1;0,00110313143497228;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,00436145604846944
"P05455";"P05455";"P05455";"LA_HUMAN";"Lupus La protein";"SSB";1;1;0,000251449077089269;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,00105494762201982;NA
"P07237";"P07237";"P07237";"PDIA1_HUMAN";"Protein disulfide-isomerase";"P4HB";1;2;0,000403902454537094;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000847280767291513;0,000798455536432397
"P07437";"P07437";"P07437";"TBB5_HUMAN";"Tubulin beta chain";"TUBB";2;5;0,00566100219500976;1;1;1;2;1;1;1;2;0,00425969159670777;0,0041685950255419;0,00484705664171271;0,0109625787164232
"P08865";"P08865";"P08865";"RSSA_HUMAN";"40S ribosomal protein SA";"RPSA";1;3;0,00104330057748226;NA;NA;NA;1;NA;NA;NA;3;NA;NA;NA;0,00412490250007787
"P09429";"P09429";"P09429";"HMGB1_HUMAN";"High mobility group protein B1";"HMGB1";4;13;0,00729787088854437;3;3;4;3;3;3;4;3;0,00659756884513342;0,00645647508607187;0,00915175824125636;0,00848962491295097
"P09874";"P09874";"P09874";"PARP1_HUMAN";"Poly [ADP-ribose] polymerase 1";"PARP1";1;1;0,000101174776580298;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000424475966256497;NA
"P10412";"P10412";"P10412";"H14_HUMAN";"Histone H1.4";"HIST1H1E";1;2;0,00480164402003344;0;0;1;1;0;0;1;1;0;0;0,0098269093558011;0,00617375057089281
"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";1;1;0,000168458494995767;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000666035160111096
"P14406";"P14406";"P14406";"CX7A2_HUMAN";"Cytochrome c oxidase subunit 7A2, mitochondrial";"COX7A2";1;1;0,00123603883677617;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,00518576662390468;NA
"P16402";"P16402";"P16402";"H13_HUMAN";"Histone H1.3";"HIST1H1D";1;2;0,00475819022799694;0;1;1;0;0;1;1;0;0;0,0146561010626518;0,00973797804941376;0
"P17844";"P17844";"P17844";"DDX5_HUMAN";"Probable ATP-dependent RNA helicase DDX5";"DDX5";1;1;0,00037594503708135;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,00148637569730005
"P20231,Q15661-1,Q15661-2";"P20231,Q15661-1,Q15661-2";"P20231, Q15661-[1,2]";"TRYB1_HUMAN, TRYB2_HUMAN";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";2;3;0,000373058994372443;NA;NA;2;1;NA;NA;2;1;NA;NA;0,00313031730752064;0,00147496513639148
"P20645";"P20645";"P20645";"MPRD_HUMAN";"Cation-dependent mannose-6-phosphate receptor";"M6PR";1;1;0,000370365427626072;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,00155385786925664;NA
"P23246-1";"P23246-1";"P23246-1";"SFPQ_HUMAN";"Splicing factor, proline- and glutamine-rich";"SFPQ";3;4;0,000580431250084424;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA
"P24539";"P24539";"P24539";"AT5F1_HUMAN";"ATP synthase subunit b, mitochondrial";"ATP5F1";1;1;0,000400746966611023;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,0016813227725941;NA
"P27348";"P27348";"P27348";"1433T_HUMAN";"14-3-3 protein theta";"YWHAQ";1;2;0,000966322355909782;NA;NA;1;1;NA;NA;1;1;NA;NA;0,00204961252278137;0,00189208355688703
"P30049";"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";1;1;0,000610662044359654;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,00256201565347672;NA
"P31946-1,P31946-2";"P31946-1,P31946-2";"P31946-[1,2]";"1433B_HUMAN";"14-3-3 protein beta/alpha";"YWHAB";1;2;0,000481197108125806;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA
"P39687";"P39687";"P39687";"AN32A_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member A";"ANP32A";2;2;0,000824025891184111;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00325795512054343
"P46783";"P46783";"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";4;6;0,00373058994372443;NA;NA;2;4;NA;NA;2;4;NA;NA;0,0052171955125344;0,00983310090927655
"P49368-1";"P49368-1";"P49368-1";"TCPG_HUMAN";"T-complex protein 1 subunit gamma";"CCT3";4;4;0,000752963107907683;NA;NA;NA;4;NA;NA;NA;4;NA;NA;NA;NA
"P50914";"P50914";"P50914";"RL14_HUMAN";"60S ribosomal protein L14";"RPL14";1;1;0,000477168481174055;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,00188658331398911
"P51991-1,P51991-2";"P51991-1,P51991-2";"P51991-[1,2]";"ROA3_HUMAN";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";1;1;0,000135702676524368;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"P60900";"P60900";"P60900";"PSA6_HUMAN";"Proteasome subunit alpha type-6";"PSMA6";1;1;0,000417037493709032;NA;1;NA;NA;NA;1;NA;NA;NA;0,00188095141396403;NA;NA
"P61981";"P61981";"P61981";"1433G_HUMAN";"14-3-3 protein gamma";"YWHAG";1;1;0,000479248941696147;NA;NA;0;1;NA;NA;0;1;NA;NA;NA;0,00187676304225637
"P62854";"P62854";"P62854";"RS26_HUMAN";"40S ribosomal protein S26";"RPS26";3;6;0,00535258557143071;NA;NA;3;3;NA;NA;3;3;NA;NA;0,011228312081324;0,0105812716306345
"P62857";"P62857";"P62857";"RS28_HUMAN";"40S ribosomal protein S28";"RPS28";1;1;0,00148682932539742;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,00623795115629114;NA
"P62888";"P62888";"P62888";"RL30_HUMAN";"60S ribosomal protein L30";"RPL30";1;1;0,000892097595238451;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,00374277069377468;NA
"P62910";"P62910";"P62910";"RL32_HUMAN";"60S ribosomal protein L32";"RPL32";1;1;0,000759934988536458;NA;1;NA;NA;NA;1;NA;NA;NA;0,00342751146544556;NA;NA
"P62987";"P62987";"P62987";"RL40_HUMAN";"Ubiquitin-60S ribosomal protein L40";"UBA52";5;19;0,0152283847312189;4;4;4;5;4;4;4;7;0,0147758052260801;0,0144598139948485;0,0134505821807528;0,0221820928715125
"P63241-1,P63241-2";"P63241-1,P63241-2";"P63241-[1,2]";"IF5A1_HUMAN";"Eukaryotic translation initiation factor 5A-1";"EIF5A";3;3;0,000999265163497615;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;NA
"P67809";"P67809";"P67809";"YBOX1_HUMAN";"Nuclease-sensitive element-binding protein 1";"YBX1";1;3;0,000949918735670573;NA;1;1;1;NA;1;1;1;NA;0,00142812977726898;0,001328452561062;0,00125189942131993
"P68371";"P68371";"P68371";"TBB4B_HUMAN";"Tubulin beta-4B chain";"TUBB4B";2;5;0,00564828084176255;1;1;2;1;1;1;2;1;0,00425011925604101;0,00415922739627102;0,009672328759193;0,00546897185403583
"P68431,Q16695,Q71DI3";"P68431,Q16695,Q71DI3";"Q71DI3, P68431, Q16695";"H31_HUMAN, H31T_HUMAN, H32_HUMAN";"Histone H3.1, Histone H3.1t, Histone H3.2";"HIST1H3C,HIST1H3G,HIST1H3I,HIST1H3F,HIST1H3H,HIST1H3D,HIST1H3E,HIST1H3J,HIST1H3B,HIST1H3A, HIST2H3A,HIST2H3C,HIST2H3D, HIST3H3";6;27;0,00678912508141027;3;5;5;5;6;7;6;8;0,00695332010639062;0,00793872140893641;0,00632968573211895;0,00795324338250309
"P81605-1";"P81605-1";"P81605-1";"DCD_HUMAN";"Dermcidin";"DCD";5;16;0,0149223597748977;4;3;3;3;5;4;3;4;NA;NA;NA;NA
"Q00610-1,Q00610-2";"Q00610-1,Q00610-2";"Q00610-[1,2]";"CLH1_HUMAN";"Clathrin heavy chain 1";"CLTC";1;1;3,06242458066931e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"Q04837";"Q04837";"Q04837";"SSBP_HUMAN";"Single-stranded DNA-binding protein, mitochondrial";"SSBP1";1;2;0,00138636788449219;NA;NA;1;1;NA;NA;1;1;NA;NA;0,00290823398502762;0,0027406446791058
"Q07955-1";"Q07955-1";"Q07955-1";"SRSF1_HUMAN";"Serine/arginine-rich splicing factor 1";"SRSF1";5;10;0,00413674288114604;4;NA;2;4;4;NA;2;4;NA;NA;NA;NA
"Q13765";"Q13765";"Q13765";"NACA_HUMAN";"Nascent polypeptide-associated complex subunit alpha";"NACA";1;3;0,00143150544352217;1;1;NA;1;1;1;NA;1;0,00219918961504447;0,00215215836202396;NA;0,00188658331398911
"Q14525";"Q14525";"Q14525";"KT33B_HUMAN";"Keratin, type I cuticular Ha3-II";"KRT33B";1;2;0,0025032900900251;1;1;0;0;1;1;0;0;0,00526991686799783;0,00774946275418579;NA;NA
"Q14CN4-1,Q14CN4-2";"Q14CN4-1,Q14CN4-2";"Q14CN4-[1,2]";"K2C72_HUMAN";"Keratin, type II cytoskeletal 72";"KRT72";1;1;0,000249436099323908;0;0;1;0;0;0;1;0;NA;NA;NA;NA
"Q16610-1,Q16610-2,Q16610-3,Q16610-4";"Q16610-1,Q16610-2,Q16610-3,Q16610-4";"Q16610-[1-4]";"ECM1_HUMAN";"Extracellular matrix protein 1";"ECM1";1;1;4,74959367835286e-05;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
"Q562R1";"Q562R1";"Q562R1";"ACTBL_HUMAN";"Beta-actin-like protein 2";"ACTBL2";1;1;0,000638319532132201;1;0;0;0;1;0;0;0;0,00251503067677958;0;0;0
"Q6ZVX7";"Q6ZVX7";"Q6ZVX7";"NCRP1_HUMAN";"Non-specific cytotoxic cell receptor protein 1 homolog";"NCCRP1";1;1;0,000373058994372443;NA;1;NA;NA;NA;1;NA;NA;NA;0,00168259653758237;NA;NA
"Q86UE4";"Q86UE4";"Q86UE4";"LYRIC_HUMAN";"Protein LYRIC";"MTDH";1;1;0,000176273579815158;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000739550910281939;NA
"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"Q92841-1,Q92841-2,Q92841-3,Q92841-4";"Q92841-[1-4]";"DDX17_HUMAN";"Probable ATP-dependent RNA helicase DDX17";"DDX17";1;1;7,91598946392144e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA
"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"Q99729-1,Q99729-2,Q99729-3,Q99729-4";"Q99729-[1-4]";"ROAA_HUMAN";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";1;1;0,000115878640947766;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA
"Q9BVC6";"Q9BVC6";"Q9BVC6";"TM109_HUMAN";"Transmembrane protein 109";"TMEM109";1;2;0,000844372209484954;NA;NA;1;1;NA;NA;1;1;NA;NA;0,001771270081416;0,00166919922842658
"P48668";"P48668";"P48668";"K2C6C_HUMAN";"Keratin, type II cytoskeletal 6C";"KRT6C";1;2;0,00445454056903052;1;0;0;1;1;0;0;1;0,010023484134061;NA;NA;0,00260500949553451
"P04259";"P04259";"P04259";"K2C6B_HUMAN";"Keratin, type II cytoskeletal 6B";"KRT6B";0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0
"Q01546";"Q01546";"Q01546";"K22O_HUMAN";"Keratin, type II cytoskeletal 2 oral";"KRT76";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P68363";"P68363";"P68363";"TBA1B_HUMAN";"Tubulin alpha-1B chain";"TUBA1B";13;36;0,00818909987646826;8;7;10;11;8;7;10;11;0,00838715329906096;0,00718181448968083;0,00954365032780684;0,00989305884165019
"Q5XKE5";"Q5XKE5";"Q5XKE5";"K2C79_HUMAN";"Keratin, type II cytoskeletal 79";"KRT79";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P68032,P68133";"P68032,P68133";"P68133, P68032";"ACTC_HUMAN, ACTS_HUMAN";"Actin, alpha cardiac muscle 1, Actin, alpha skeletal muscle";"ACTA1, ACTC1";1;4;0,00198984927476956;1;0;1;1;1;0;1;2;0,00250835950787566;0;0,00164458299241741;0,00408843121360504
"P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"P58876,P62807,Q5QNW6-1,Q5QNW6-2,Q93079,Q99877,Q99879,Q99880";"P58876, P62807, Q5QNW6-[1,2], Q93079, Q99877, Q99879, Q99880";"H2B1C_HUMAN, H2B1D_HUMAN, H2B1H_HUMAN, H2B1L_HUMAN, H2B1M_HUMAN, H2B1N_HUMAN, H2B2F_HUMAN";"Histone H2B type 1-C/E/F/G/I, Histone H2B type 1-D, Histone H2B type 1-H, Histone H2B type 1-L, Histone H2B type 1-M, Histone H2B type 1-N, Histone H2B type 2-F";"HIST1H2BD, HIST1H2BF,HIST1H2BE,HIST1H2BC,HIST1H2BG,HIST1H2BI, HIST1H2BH, HIST1H2BL, HIST1H2BM, HIST1H2BN, HIST2H2BF";2;5;0,00407108029573103;2;1;1;1;2;1;1;1;0,00687973999944468;0,00550850056946608;0,003985357683186;0,00751139652791959
"O76009";"O76009";"O76009";"KT33A_HUMAN";"Keratin, type I cuticular Ha3-I";"KRT33A";0;0;0;0;0;NA;NA;0;0;NA;NA;0;NA;NA;NA
"P05787";"P05787";"P05787";"K2C8_HUMAN";"Keratin, type II cytoskeletal 8";"KRT8";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P23527,P33778,Q16778";"P23527,P33778,Q16778";"P33778, P23527, Q16778";"H2B1B_HUMAN, H2B1O_HUMAN, H2B2E_HUMAN";"Histone H2B type 1-B, Histone H2B type 1-O, Histone H2B type 2-E";"HIST1H2BB, HIST1H2BO, HIST2H2BE";1;1;0,00217124282438988;0;0;1;0;0;0;1;0;0;0;0,00797071536637201;0
"P07910-1,P07910-2";"P07910-1,P07910-2";"P07910-[1,2]";"HNRPC_HUMAN";"Heterogeneous nuclear ribonucleoproteins C1/C2";"HNRNPC";9;23;0,0038555525153688;6;4;8;4;6;4;9;4;NA;NA;NA;NA
"Q86Y46-1";"Q86Y46-1";"Q86Y46-1";"K2C73_HUMAN";"Keratin, type II cytoskeletal 73";"KRT73";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA
"P19012";"P19012";"P19012";"K1C15_HUMAN";"Keratin, type I cytoskeletal 15";"KRT15";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P08727";"P08727";"P08727";"K1C19_HUMAN";"Keratin, type I cytoskeletal 19";"KRT19";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"P13646-1,P13646-3";"P13646-1,P13646-3";"P13646-[1,3]";"K1C13_HUMAN";"Keratin, type I cytoskeletal 13";"KRT13";0;0;0;0;0;0;0;0;0;0;0;NA;NA;NA;NA
"P19013";"P19013";"P19013";"K2C4_HUMAN";"Keratin, type II cytoskeletal 4";"KRT4";0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0
"P08107-1,P08107-2";"P08107-1,P08107-2";"P08107-[1,2]";"HSP71_HUMAN";"Heat shock 70 kDa protein 1A/1B";"HSPA1B,HSPA1A";0;0;NA;0;0;0;0;0;0;0;0;NA;NA;NA;NA
"P34931";"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";0;0;NA;0;0;0;0;0;0;0;0;NA;0;NA;NA
"P17066";"P17066";"P17066";"HSP76_HUMAN";"Heat shock 70 kDa protein 6";"HSPA6";0;0;NA;0;0;0;0;0;0;0;0;0;0;NA;0
"A5A3E0,Q6S8J3-1";"A5A3E0,Q6S8J3-1";"A5A3E0, Q6S8J3-1";"POTEE_HUMAN, POTEF_HUMAN";"POTE ankyrin domain family member E, POTE ankyrin domain family member F";"POTEE, POTEF";1;1;0,000106661189909495;0;0;1;0;0;0;1;0;0;0;0,000753113438603388;0
