"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"295";295;"P04844";"P04844-1";"P04844-1";"RPN2_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";18;59;0,000818899488006108;12;11;14;14;13;13;16;17;NA;NA;NA;NA;"endoplasmic reticulum membrane, nucleus, endoplasmic reticulum, rough endoplasmic reticulum, autophagic vacuole membrane, oligosaccharyltransferase complex, integral component of membrane";0,0013655510808684
"321";321;"P06865";"P06865";"P06865";"HEXA_HUMAN";"Beta-hexosaminidase subunit alpha";"HEXA";10;25;0,000426831286414225;7;5;6;6;7;5;7;6;0,000632505044833424;0,000521548605398196;0,000582663093494748;0,000498967891472511;"lysosomal lumen, membrane";0,000578623339351016
"323";323;"P07099";"P07099";"P07099";"HYEP_HUMAN";"Epoxide hydrolase 1";"EPHX1";2;2;3,84969697844555e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000212230163273574;NA;NA;"integral component of membrane, endoplasmic reticulum membrane";4,62898671480813e-05
"332";332;"P07686";"P07686";"P07686";"HEXB_HUMAN";"Beta-hexosaminidase subunit beta";"HEXB";3;7;0,000113709082992221;2;2;NA;3;2;2;NA;3;0,000171939963369415;0,000198488641910537;NA;0,000237368718155538;"membrane, lysosomal lumen, acrosomal vesicle";0,000162014535018284
"347";347;"P08559";"P08559-1,P08559-2,P08559-3,P08559-4";"P08559-1,P08559-2,P08559-3,P08559-4";"ODPA_HUMAN";"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial";"PDHA1";9;23;0,000129125252818695;4;4;6;6;4;4;7;8;NA;NA;NA;NA;"intracellular membrane-bounded organelle, pyruvate dehydrogenase complex, mitochondrion, mitochondrial matrix";0,000532333472202935
"348";348;"P08574";"P08574";"P08574";"CY1_HUMAN";"Cytochrome c1, heme protein, mitochondrial";"CYC1";8;26;0,00070064485007709;5;6;6;5;7;6;7;6;0,00102952359605194;0,00089136668574901;0,000948396235257605;0,000812166198735256;"mitochondrion, respiratory chain, mitochondrial inner membrane, integral component of membrane";0,000601768272925057
"371";371;"P09669";"P09669";"P09669";"COX6C_HUMAN";"Cytochrome c oxidase subunit 6C";"COX6C";3;8;0,00093419313343612;2;2;2;2;2;2;2;2;0,0012746482617786;0,00128752965719301;0,00117420486269989;0,0011731289537287;"mitochondrion, integral component of membrane, mitochondrial inner membrane";0,000185159468592325
"373";373;"P09936";"P09936";"P09936";"UCHL1_HUMAN";"Ubiquitin carboxyl-terminal hydrolase isozyme L1";"UCHL1";5;30;0,00117821443398614;5;5;5;4;9;8;7;6;0,00192912012713128;0,00173210267783814;0,00138219182268485;0,00118365028963658;"nucleus, axon, endoplasmic reticulum membrane, neuronal cell body, cytosol, cytoplasm";0,000694348007221219
"381";381;"P10415";"P10415-1,P10415-2";"P10415-1,P10415-2";"BCL2_HUMAN";"Apoptosis regulator Bcl-2";"BCL2";1;1;1,83223025647775e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"nuclear membrane, mitochondrial outer membrane, membrane, nucleus, cytoplasm, endoplasmic reticulum, pore complex, myelin sheath, endoplasmic reticulum membrane, mitochondrion, cytosol";2,31449335740406e-05
"385";385;"P10620";"P10620";"P10620";"MGST1_HUMAN";"Microsomal glutathione S-transferase 1";"MGST1";2;11;0,000621539786358709;2;2;2;2;2;2;4;3;0,000616765287957385;0,000622998221222426;0,00113632728648377;0,000851464563190188;"peroxisomal membrane, nucleus, mitochondrial outer membrane, mitochondrion, endoplasmic reticulum membrane, apical part of cell, integral component of membrane, endoplasmic reticulum, mitochondrial inner membrane";0,000254594269314447
"405";405;"P12074";"P12074";"P12074";"CX6A1_HUMAN";"Cytochrome c oxidase subunit 6A1, mitochondrial";"COX6A1";2;10;0,000803491800547122;NA;NA;2;1;NA;NA;6;4;NA;NA;0,00242381737713281;0,00161439764274592;"mitochondrial respiratory chain complex IV, mitochondrial inner membrane";0,000231449335740406
"407";407;"P12236";"P12236";"P12236";"ADT3_HUMAN";"ADP/ATP translocase 3";"SLC25A6";4;16;0,00073440641098496;3;4;3;2;3;7;3;3;0,000769921768859554;0,00180432866465235;0,000725370606152313;0,000637741243302181;"mitochondrion, mitochondrial inner membrane, mitochondrial inner membrane presequence translocase complex, integral component of membrane";0,00037031893718465
"409";409;"P12270";"P12270";"P12270";"TPR_HUMAN";"Nucleoprotein TPR";"TPR";12;21;7,78329552032316e-05;6;7;3;3;8;7;3;3;0,000161825847877096;0,00014302858020024;5,59026860151239e-05;5,58514630954207e-05;"nuclear envelope, nucleoplasm, kinetochore, mitotic spindle, nuclear inclusion body, nucleus, cytoplasm, nuclear pore, cytoplasmic dynein complex, nuclear pore nuclear basket, nuclear membrane, nuclear periphery, extrinsic component of membrane";0,000486043605054854
"411";411;"P12532";"P12532-1,P12532-2";"P12532-1,P12532-2";"KCRU_HUMAN";"Creatine kinase U-type, mitochondrial";"CKMT1B,CKMT1A";1;2;2,10025434675387e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"mitochondrion, mitochondrial inner membrane";4,62898671480813e-05
"414";414;"P12956";"P12956";"P12956";"XRCC6_HUMAN";"X-ray repair cross-complementing protein 6";"XRCC6";20;83;0,0012511515179948;16;17;15;16;18;22;20;23;0,00149127567572619;0,00182347180513789;0,00151836835693952;0,00173368810895868;"nonhomologous end joining complex, nuclear telomere cap complex, cytosol, nucleoplasm, membrane, Ku70:Ku80 complex, transcription factor complex, nucleolus, nucleus";0,00192102948664537
"416";416;"P13073";"P13073";"P13073";"COX41_HUMAN";"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial";"COX4I1";7;23;0,0011919254106341;5;5;6;6;6;5;6;6;0,00169701691656914;0,0014284722528029;0,00156329049767737;0,00156185807449088;"mitochondrial inner membrane, mitochondrion, nucleus";0,000532333472202935
"426";426;"P13674";"P13674-1,P13674-2,P13674-3";"P13674-1,P13674-2,P13674-3";"P4HA1_HUMAN";"Prolyl 4-hydroxylase subunit alpha-1";"P4HA1";3;4;2,18678167939167e-05;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;NA;"endoplasmic reticulum, endoplasmic reticulum lumen, mitochondrion, intracellular membrane-bounded organelle";9,25797342961626e-05
"438";438;"P14317";"P14317";"P14317";"HCLS1_HUMAN";"Hematopoietic lineage cell-specific protein";"HCLS1";12;50;0,000901035043823419;12;12;10;11;12;13;12;13;0,00118022987201722;0,00129150351415966;0,00108722672472212;0,00117674972210441;"cytoplasm, transcription factor complex, nucleus, mitochondrion, membrane";0,00115724667870203
"448";448;"P14927";"P14927";"P14927";"QCR7_HUMAN";"Cytochrome b-c1 complex subunit 7";"UQCRB";7;19;0,00149912749453431;5;4;4;5;6;4;4;5;0,00258374647657823;0,00173990494215272;0,00158676332797283;0,00198163674616335;"mitochondrial respiratory chain, mitochondrial respiratory chain complex III, mitochondrial inner membrane";0,000439753737906772
"457";457;"P15531";"P15531-1,P15531-2";"P15531-1,P15531-2";"NDKA_HUMAN";"Nucleoside diphosphate kinase A";"NME1";1;8;0,00056213482836737;1;1;1;1;2;2;2;2;NA;NA;NA;NA;"ruffle membrane, nucleus, cytoplasm, perinuclear region of cytoplasm, cytosol, centrosome";0,000185159468592325
"461";461;"P15954";"P15954";"P15954";"COX7C_HUMAN";"Cytochrome c oxidase subunit 7C, mitochondrial";"COX7C";2;2;0,000278033670665512;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00139786293178559;NA;"integral component of membrane, mitochondrion, mitochondrial inner membrane";4,62898671480813e-05
"466";466;"P16219";"P16219";"P16219";"ACADS_HUMAN";"Short-chain specific acyl-CoA dehydrogenase, mitochondrial";"ACADS";2;5;0,000106287143518976;1;1;2;1;1;1;2;1;0,000116017742273537;0,000117190199380432;0,000213750885200223;0,000106777513992297;"mitochondrion, mitochondrial membrane, mitochondrial matrix";0,000115724667870203
"477";477;"P17568";"P17568";"P17568";"NDUB7_HUMAN";"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7";"NDUFB7";2;2;0,000127854899649104;NA;2;NA;NA;NA;2;NA;NA;NA;0,000704852002112964;NA;NA;"mitochondrial inner membrane, mitochondrion, mitochondrial intermembrane space, mitochondrial respiratory chain complex I";4,62898671480813e-05
"494";494;"P18858";"P18858";"P18858";"DNLI1_HUMAN";"DNA ligase 1";"LIG1";1;3;2,85899693992284e-05;1;NA;1;1;1;NA;1;1;5,20123066558186e-05;NA;4,79136913506485e-05;4,78697886450777e-05;"nucleus, Golgi apparatus, chromosome, mitochondrion, intracellular membrane-bounded organelle, nucleoplasm";6,94348007221219e-05
"496";496;"P19367";"P19367-1,P19367-2,P19367-3,P19367-4";"P19367-1,P19367-2,P19367-3,P19367-4";"HXK1_HUMAN";"Hexokinase-1";"HK1";5;15;4,15458710173847e-05;4;4;3;2;4;4;4;3;NA;NA;NA;NA;"cytosol, mitochondrion, membrane raft, mitochondrial outer membrane";0,00034717400361061
"498";498;"P19404";"P19404";"P19404";"NDUV2_HUMAN";"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial";"NDUFV2";4;9;0,00031655640816736;3;2;1;3;3;2;1;3;0,000575895298996353;0,000387810137708739;0,000176838081731911;0,000530028141744896;"mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrion";0,000208304402166366
"511";511;"P20674";"P20674";"P20674";"COX5A_HUMAN";"Cytochrome c oxidase subunit 5A, mitochondrial";"COX5A";4;10;0,000583870708397575;NA;3;2;4;NA;3;2;5;NA;0,000965647242894761;0,000587102431349946;0,00146641119216088;"mitochondrial inner membrane";0,000231449335740406
"512";512;"P20700";"P20700";"P20700";"LMNB1_HUMAN";"Lamin-B1";"LMNB1";12;25;0,000373637398718585;9;10;3;3;9;10;3;3;0,000734119092747911;0,000823931094620103;0,000225423288487607;0,000225216735997405;"nuclear envelope, nucleoplasm, nuclear membrane, lamin filament, nuclear inner membrane";0,000578623339351016
"514";514;"P20810";"P20810-5,P20810-6,P20810-7";"P20810-5,P20810-6,P20810-7";"ICAL_HUMAN";"Calpastatin";"CAST";4;7;2,8863664963157e-05;3;2;NA;2;3;2;NA;2;NA;NA;NA;NA;"cytoplasm, membrane, cytosol";0,000162014535018284
"523";523;"P21912";"P21912";"P21912";"DHSB_HUMAN";"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial";"SDHB";4;9;0,000281509091548831;3;NA;3;3;3;NA;3;3;0,000512135462321757;NA;0,000471778739477635;0,00047134645462314;"mitochondrial respiratory chain complex II, mitochondrion, mitochondrial inner membrane";0,000208304402166366
"526";526;"P22059";"P22059";"P22059";"OSBP1_HUMAN";"Oxysterol-binding protein 1";"OSBP";5;11;0,000119378769374969;3;2;3;2;3;2;4;2;0,000177692601549061;0,0001196588900737;0,000218253691951653;0,000109026854435753;"Golgi apparatus, Golgi membrane, cell junction, nucleolus, nucleus, cytoplasm";0,000254594269314447
"531";531;"P22307";"P22307-1";"P22307-1";"NLTP_HUMAN";"Non-specific lipid-transfer protein";"SCP2";7;19;0,000304210515344258;5;5;3;5;6;5;3;5;NA;NA;NA;NA;"mitochondrion, cytoplasm, peroxisomal matrix, nucleus, protein complex, intracellular membrane-bounded organelle, peroxisome";0,000439753737906772
"534";534;"P22570";"P22570-1,P22570-2";"P22570-1,P22570-2";"ADRO_HUMAN";"NADPH:adrenodoxin oxidoreductase, mitochondrial";"FDXR";2;4;3,56743813684873e-05;NA;1;2;1;NA;1;2;1;NA;NA;NA;NA;"mitochondrial matrix, mitochondrion, mitochondrial inner membrane";9,25797342961626e-05
"536";536;"P22695";"P22695";"P22695";"QCR2_HUMAN";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";16;77;0,00148867697174216;14;14;15;15;18;17;23;19;0,00189931032384228;0,00181192087518884;0,00223565495381602;0,00184515315569912;"mitochondrial inner membrane, mitochondrion, mitochondrial respiratory chain complex III";0,00178215988520113
"537";537;"P22830";"P22830-1,P22830-2";"P22830-1,P22830-2";"HEMH_HUMAN";"Ferrochelatase, mitochondrial";"FECH";1;1;1,03523175247797e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;"mitochondrial inner membrane, mitochondrial matrix";2,31449335740406e-05
"541";541;"P23368";"P23368-1,P23368-2";"P23368-1,P23368-2";"MAOM_HUMAN";"NAD-dependent malic enzyme, mitochondrial";"ME2";4;4;2,99933583080946e-05;2;NA;1;1;2;NA;1;1;NA;NA;NA;NA;"mitochondrial matrix, intracellular membrane-bounded organelle, mitochondrion";9,25797342961626e-05
"548";548;"P23786";"P23786";"P23786";"CPT2_HUMAN";"Carnitine O-palmitoyltransferase 2, mitochondrial";"CPT2";1;1;1,33101225318596e-05;1;NA;NA;NA;1;NA;NA;NA;7,26433279889017e-05;NA;NA;NA;"nucleolus, mitochondrion, nucleus, mitochondrial inner membrane";2,31449335740406e-05
"549";549;"P23919";"P23919";"P23919";"KTHY_HUMAN";"Thymidylate kinase";"DTYMK";5;9;0,000371804460536192;3;NA;3;3;3;NA;3;3;0,000676405327594773;NA;0,000623103995536499;0,000622533053275845;"mitochondrial intermembrane space, cytosol, mitochondrial matrix";0,000208304402166366
"551";551;"P24311";"P24311";"P24311";"COX7B_HUMAN";"Cytochrome c oxidase subunit 7B, mitochondrial";"COX7B";2;2;0,000218951515649091;NA;NA;2;NA;NA;NA;2;NA;NA;NA;0,00110081705878115;NA;"mitochondrial inner membrane, mitochondrial respiratory chain, integral component of membrane";4,62898671480813e-05
"553";553;"P24539";"P24539";"P24539";"AT5F1_HUMAN";"ATP synthase subunit b, mitochondrial";"ATP5F1";6;25;0,000855279358004261;5;6;5;6;7;7;5;6;0,00130701237780032;0,00132022083989518;0,000860013327172773;0,00103107036948812;"mitochondrion, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, mitochondrial matrix";0,000578623339351016
"554";554;"P24557";"P24557";"P24557";"THAS_HUMAN";"Thromboxane-A synthase";"TBXAS1";2;2;3,28632668891693e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000181172090599392;NA;NA;"integral component of membrane, endoplasmic reticulum membrane";4,62898671480813e-05
"559";559;"P25205";"P25205";"P25205";"MCM3_HUMAN";"DNA replication licensing factor MCM3";"MCM3";25;81;0,000877973899384968;21;17;19;18;24;18;20;19;0,00141978147970388;0,00107559717649169;0,00108991787998134;0,00103447324199468;"centrosome, nucleoplasm, intracellular membrane-bounded organelle, alpha DNA polymerase:primase complex, nucleus, perinuclear region of cytoplasm, MCM complex";0,00187473961949729
"568";568;"P26196";"P26196";"P26196";"DDX6_HUMAN";"Probable ATP-dependent RNA helicase DDX6";"DDX6";8;35;0,000634642074345191;8;6;6;6;11;8;8;8;0,00108859711797861;0,000799707861610568;0,000729319790496827;0,000728651524055096;"intracellular membrane-bounded organelle, RISC complex, cytosol, cytoplasm, cytoplasmic stress granule, cytoplasmic mRNA processing body";0,000810072675091422
"578";578;"P26885";"P26885";"P26885";"FKBP2_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP2";"FKBP2";4;8;0,000493411866251472;NA;3;2;3;NA;3;2;3;NA;0,0010200499044663;0,000620178624665436;0,000929415544327318;"endoplasmic reticulum membrane, endoplasmic reticulum, membrane";0,000185159468592325
"591";591;"P27824";"P27824";"P27824";"CALX_HUMAN";"Calnexin";"CANX";27;110;0,00162734234604054;23;21;19;18;29;30;27;24;0,00234152024439902;0,00244674132490227;0,00200824733696561;0,00178347307154702;"melanosome, endoplasmic reticulum membrane, neuronal cell body, endoplasmic reticulum lumen, endoplasmic reticulum, ribosome, axon, dendritic spine, integral component of lumenal side of endoplasmic reticulum membrane, dendrite cytoplasm, protein complex";0,00254594269314447
"598";598;"P28331";"P28331-1,P28331-2,P28331-3,P28331-4";"P28331-1,P28331-2,P28331-3,P28331-4";"NDUS1_HUMAN";"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial";"NDUFS1";12;33;9,9386520170839e-05;6;9;8;7;7;10;8;8;NA;NA;NA;NA;"mitochondrial inner membrane, mitochondrial intermembrane space, mitochondrial respiratory chain complex I";0,000763782807943341
"606";606;"P29590";"P29590-1,P29590-2,P29590-3,P29590-4,P29590-5,P29590-8,P29590-9";"P29590-1,P29590-2,P29590-3,P29590-4,P29590-5,P29590-8,P29590-9";"PML_HUMAN";"Protein PML";"PML";5;10;1,41853913604853e-05;4;3;NA;3;4;3;NA;3;NA;NA;NA;NA;"cytoplasm, nuclear membrane, cytosol, nucleolus, nucleoplasm, extrinsic component of endoplasmic reticulum membrane, PML body, nuclear matrix, nucleus, early endosome membrane";0,000231449335740406
"618";618;"P30049";"P30049";"P30049";"ATPD_HUMAN";"ATP synthase subunit delta, mitochondrial";"ATP5D";3;12;0,000625575758997402;3;3;3;3;3;3;3;3;0,000853559103869595;0,000862185038298893;0,000786297899129392;0,0007855774243719;"mitochondrial proton-transporting ATP synthase complex, mitochondrial matrix, mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrial inner membrane, mitochondrion";0,000277739202888488
"624";624;"P30153";"P30153";"P30153";"2AAA_HUMAN";"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform";"PPP2R1A";20;83;0,00147811940402264;14;16;17;16;18;21;23;21;0,00184517039056503;0,00203443199035553;0,00200601637197244;0,00186724684910129;"protein phosphatase type 2A complex, nucleus, mitochondrion, chromosome, centromeric region, cytosol, microtubule cytoskeleton, membrane";0,00192102948664537
"625";625;"P30154";"P30154-1,P30154-2";"P30154-1,P30154-2";"2AAB_HUMAN";"Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform";"PPP2R1B";2;3;2,61796302037569e-05;1;1;1;0;1;1;1;0;NA;NA;NA;NA;"membrane raft";6,94348007221219e-05
"626";626;"P30405";"P30405";"P30405";"PPIF_HUMAN";"Peptidyl-prolyl cis-trans isomerase F, mitochondrial";"PPIF";2;5;0,000216048365734533;2;1;2;NA;2;1;2;NA;0,000491624504893568;0,000240537130250054;0,000425436544456483;NA;"membrane, mitochondrial matrix, mitochondrial inner membrane";0,000115724667870203
"641";641;"P30837";"P30837";"P30837";"AL1B1_HUMAN";"Aldehyde dehydrogenase X, mitochondrial";"ALDH1B1";4;9;0,000152461403546756;2;NA;3;4;2;NA;3;4;0,000184910289426295;NA;0,000255508795074928;0,000340366234157264;"intracellular membrane-bounded organelle, mitochondrion, nucleus, mitochondrial matrix";0,000208304402166366
"643";643;"P31040";"P31040";"P31040";"DHSA_HUMAN";"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial";"SDHA";7;15;0,0001978477551046;5;3;3;4;5;3;3;4;0,000359934561872721;0,000218143202461166;0,0001989428419484;0,000265014070872448;"mitochondrial respiratory chain complex II, mitochondrion, mitochondrial inner membrane";0,00034717400361061
"649";649;"P31930";"P31930";"P31930";"QCR1_HUMAN";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";16;62;0,0011312494975203;14;12;10;13;19;16;11;16;0,0018920560135776;0,00160941207149127;0,00100908230388272;0,00146641119216088;"mitochondrion, mitochondrial respiratory chain, mitochondrial inner membrane, mitochondrial respiratory chain complex III";0,00143498588159052
"691";691;"P35914";"P35914-1";"P35914-1";"HMGCL_HUMAN";"Hydroxymethylglutaryl-CoA lyase, mitochondrial";"HMGCL";2;2;5,38957576982377e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;"mitochondrial matrix, mitochondrion, mitochondrial inner membrane, peroxisome";4,62898671480813e-05
"694";694;"P36542";"P36542-1,P36542-2";"P36542-1,P36542-2";"ATPG_HUMAN";"ATP synthase subunit gamma, mitochondrial";"ATP5C1";8;24;0,000352673582253569;5;7;7;5;5;7;7;5;NA;NA;NA;NA;"mitochondrial proton-transporting ATP synthase complex, mitochondrion, mitochondrial proton-transporting ATP synthase complex, catalytic core F(1), mitochondrial matrix, mitochondrial inner membrane";0,000555478405776975
"696";696;"P36551";"P36551";"P36551";"HEM6_HUMAN";"Coproporphyrinogen-III oxidase, mitochondrial";"CPOX";4;6;0,000115745294616259;3;NA;3;NA;3;NA;3;NA;0,000315854470154388;NA;0,000290964861351846;NA;"mitochondrial intermembrane space, mitochondrial inner membrane, mitochondrion";0,000138869601444244
"705";705;"P37268";"P37268";"P37268";"FDFT_HUMAN";"Squalene synthase";"FDFT1";6;15;0,00031503815201308;3;3;4;5;3;3;4;5;0,00034387992673883;0,000347355123343439;0,000422375849892047;0,00052748604034564;"endoplasmic reticulum membrane, endoplasmic reticulum, integral component of membrane";0,00034717400361061
"708";708;"P38117";"P38117-1,P38117-2";"P38117-1,P38117-2";"ETFB_HUMAN";"Electron transfer flavoprotein subunit beta";"ETFB";13;41;0,0007040793836559;9;10;12;9;9;10;13;9;NA;NA;NA;NA;"intracellular membrane-bounded organelle, mitochondrial matrix, mitochondrion";0,000948942276535666
"717";717;"P39656";"P39656";"P39656";"OST48_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit";"DDOST";7;25;0,000480156832563795;6;6;5;7;6;6;5;8;0,000628938287061807;0,000635294238746553;0,000482814499465416;0,0007717953642952;"intracellular membrane-bounded organelle, endoplasmic reticulum, oligosaccharyltransferase complex, endoplasmic reticulum membrane, protein complex, integral component of membrane";0,000578623339351016
"724";724;"P40616";"P40616";"P40616";"ARL1_HUMAN";"ADP-ribosylation factor-like protein 1";"ARL1";2;3;0,000145161225844701;NA;NA;1;2;NA;NA;1;2;NA;NA;0,000243274488128431;0,000486103157622391;"cytoplasm, Golgi apparatus, Golgi membrane, trans-Golgi network";6,94348007221219e-05
"731";731;"P40939";"P40939";"P40939";"ECHA_HUMAN";"Trifunctional enzyme subunit alpha, mitochondrial";"HADHA";17;52;0,000596879623263576;12;8;16;13;12;8;19;13;0,000751758476802579;0,000506237086707607;0,00109648881346484;0,000749541762703464;"mitochondrial fatty acid beta-oxidation multienzyme complex, mitochondrial nucleoid, mitochondrial inner membrane, mitochondrion";0,00120353654585011
"733";733;"P41219";"P41219-1,P41219-2";"P41219-1,P41219-2";"PERI_HUMAN";"Peripherin";"PRPH";1;1;1,07728804242239e-05;0;1;NA;0;0;1;NA;0;NA;NA;NA;NA;"intermediate filament, neurofilament, photoreceptor outer segment membrane, C-fiber, type III intermediate filament";2,31449335740406e-05
"739";739;"P42126";"P42126-1,P42126-2";"P42126-1,P42126-2";"ECI1_HUMAN";"Enoyl-CoA delta isomerase 1, mitochondrial";"ECI1";6;17;0,000246501706359904;3;3;4;5;3;3;4;7;NA;NA;NA;NA;"mitochondrial matrix, mitochondrion, mitochondrial inner membrane";0,000393463870758691
"740";740;"P42166";"P42166-1";"P42166-1";"LAP2A_HUMAN";"Lamina-associated polypeptide 2, isoform alpha";"TMPO";6;18;0,000432147224251527;5;3;3;5;5;4;4;5;NA;NA;NA;NA;"nuclear envelope, nucleus, nuclear inner membrane, chromatin";0,000416608804332732
"741";741;"P42167";"P42167-1";"P42167-1";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";3;15;0,000625981975125051;3;3;3;2;4;5;3;3;NA;NA;NA;NA;"nuclear membrane, nuclear envelope, integral component of membrane, nucleus, nuclear inner membrane";0,00034717400361061
"742";742;"P42167";"P42167-2";"P42167-2";"LAP2B_HUMAN";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";1;8;0,000333857053400027;1;1;1;1;2;2;2;2;NA;NA;NA;NA;"nuclear membrane, nuclear envelope, integral component of membrane, nucleus, nuclear inner membrane";0,000185159468592325
"748";748;"P42704";"P42704";"P42704";"LPPRC_HUMAN";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";37;114;0,000716225904849249;22;22;28;26;26;25;31;32;0,00089152227778632;0,000865896021247095;0,000979205992029143;0,00100986710507492;"nucleoplasm, cytoskeleton, ribonucleoprotein complex, mitochondrion, microtubule, nuclear outer membrane, nucleus, condensed nuclear chromosome, mitochondrial nucleoid, nuclear inner membrane, perinuclear region of cytoplasm";0,00263852242744063
"749";749;"P42765";"P42765";"P42765";"THIM_HUMAN";"3-ketoacyl-CoA thiolase, mitochondrial";"ACAA2";9;28;0,000617696971100709;7;7;6;6;7;7;7;7;0,000842808989211288;0,000851326284667925;0,000776394902918694;0,000775683502150591;"mitochondrial inner membrane, mitochondrion";0,000648058140073138
"753";753;"P43243";"P43243-1";"P43243-1";"MATR3_HUMAN";"Matrin-3";"MATR3";19;66;0,00068244628254262;12;17;13;17;13;17;15;21;NA;NA;NA;NA;"nucleus, nuclear matrix, nuclear inner membrane";0,00152756561588668
"755";755;"P43307";"P43307-1";"P43307-1";"SSRA_HUMAN";"Translocon-associated protein subunit alpha";"SSR1";3;12;0,000367471075215257;3;3;2;NA;4;4;4;NA;NA;NA;NA;NA;"integral component of membrane, endoplasmic reticulum membrane, endoplasmic reticulum";0,000277739202888488
"761";761;"P45880";"P45880-1,P45880-2,P45880-3";"P45880-1,P45880-2,P45880-3";"VDAC2_HUMAN";"Voltage-dependent anion-selective channel protein 2";"VDAC2";7;24;0,000238314574856153;5;5;5;4;7;6;6;5;NA;NA;NA;NA;"mitochondrial outer membrane, pore complex, mitochondrion, mitochondrial inner membrane, mitochondrial nucleoid";0,000555478405776975
"764";764;"P46060";"P46060";"P46060";"RAGP1_HUMAN";"Ran GTPase-activating protein 1";"RANGAP1";5;14;0,000208880491930989;5;3;2;2;5;4;2;3;0,000407149146649892;0,000329010985654092;0,000150026174961656;0,000224833061830459;"cytosol, condensed chromosome kinetochore, nuclear membrane, nuclear pore, perinuclear region of cytoplasm, spindle pole, cytoplasm";0,000324029070036569
"779";779;"P46977";"P46977";"P46977";"STT3A_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A";"STT3A";10;25;0,000337575571460208;9;5;6;3;10;6;6;3;0,000723204687533955;0,000440264700407946;0,000412220856054217;0,000213944490041709;"integral component of membrane, oligosaccharyltransferase complex, endoplasmic reticulum membrane";0,000578623339351016
"785";785;"P47985";"P47985";"P47985";"UCRI_HUMAN";"Cytochrome b-c1 complex subunit Rieske, mitochondrial";"UQCRFS1";6;20;0,00063927449824552;4;3;5;5;5;4;5;6;0,000872250179136812;0,000704852002112964;0,000803516101300109;0,000963335819667731;"mitochondrial inner membrane, mitochondrial respiratory chain complex III, mitochondrion";0,000462898671480813
"789";789;"P48444";"P48444";"P48444";"COPD_HUMAN";"Coatomer subunit delta";"ARCN1";9;34;0,000582728104271553;7;7;9;7;7;8;10;9;0,000654785065982155;0,000755888252755194;0,000861696327813032;0,000774816089791463;"endoplasmic reticulum, intracellular membrane-bounded organelle, clathrin adaptor complex, COPI vesicle coat, cytosol, cytoplasm, Golgi apparatus";0,000786927741517382
"795";795;"P48651";"P48651";"P48651";"PTSS1_HUMAN";"Phosphatidylserine synthase 1";"PTDSS1";2;5;9,25799220503555e-05;2;NA;2;NA;3;NA;2;NA;0,000303166869873344;NA;0,000186184703387932;NA;"endoplasmic reticulum membrane, membrane, integral component of membrane";0,000115724667870203
