"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"576";576;"P26640";"P26640";"P26640";"SYVC_HUMAN";"Valine--tRNA ligase";"VARS";12;30;0,000207865362957998;5;9;7;7;6;9;8;7;0,000226895457990652;0,000343782641853356;0,000278687862982569;0,000243628441735589;"cytosol, mitochondrion";0,000694348007221219
"577";577;"P26641";"P26641";"P26641";"EF1G_HUMAN";"Elongation factor 1-gamma";"EEF1G";25;100;0,00200413286635323;21;23;21;21;22;26;26;26;0,0024063725765843;0,00287263481868007;0,00261979345796887;0,00261739297456633;"cytosol, eukaryotic translation elongation factor 1 complex";0,00231449335740406
"580";580;"P27144";"P27144";"P27144";"KAD4_HUMAN";"Adenylate kinase isoenzyme 4, mitochondrial";"AK4";1;2;7,85476289324092e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000197455974669264;0,000197275048272764;"mitochondrial matrix, mitochondrion";4,62898671480813e-05
"582";582;"P27361";"P27361-1,P27361-2,P27361-3";"P27361-1,P27361-2,P27361-3";"MK03_HUMAN";"Mitogen-activated protein kinase 3";"MAPK3";1;1;2,31083393824898e-05;0;0;0;1;0;0;0;1;NA;NA;NA;NA;"mitochondrion, focal adhesion, Golgi apparatus, cytoskeleton, early endosome, cytosol, nucleus, late endosome, nucleoplasm, microtubule cytoskeleton, pseudopodium, caveola";2,31449335740406e-05
"584";584;"P27635";"P27635";"P27635";"RL10_HUMAN";"60S ribosomal protein L10";"RPL10";12;42;0,00171887171163772;8;8;11;12;9;10;11;12;0,0020102513474312;0,00225618514695038;0,0022633621769332;0,00246685994942952;"cytosol, cytosolic large ribosomal subunit, endoplasmic reticulum";0,000972087210109707
"585";585;"P27694";"P27694";"P27694";"RFA1_HUMAN";"Replication protein A 70 kDa DNA-binding subunit";"RPA1";2;2;2,84352617726092e-05;NA;2;NA;NA;NA;2;NA;NA;NA;0,000156760916054344;NA;NA;"actin cytoskeleton, lateral element, PML body, DNA replication factor A complex, male germ cell nucleus, nucleus, cytoplasm, nucleoplasm";4,62898671480813e-05
"586";586;"P27695";"P27695";"P27695";"APEX1_HUMAN";"DNA-(apurinic or apyrimidinic site) lyase";"APEX1";16;57;0,00156984105559725;11;10;13;12;15;11;17;14;0,00225468442531591;0,00167014460249094;0,00235394842758233;0,00193676949908041;"nucleus, mitochondrion, endoplasmic reticulum, ribosome, perinuclear region of cytoplasm, centrosome, transcription factor complex, nucleoplasm, nuclear speck, cytoplasm, nucleolus";0,00131926121372032
"587";587;"P27707";"P27707";"P27707";"DCK_HUMAN";"Deoxycytidine kinase";"DCK";3;12;0,000404218182736783;3;3;3;3;3;3;3;3;0,000551530497884969;0,000557104178593131;0,000508069411745146;0,000507603874209535;"nucleus, cytosol";0,000277739202888488
"599";599;"P28340";"P28340";"P28340";"DPOD1_HUMAN";"DNA polymerase delta catalytic subunit";"POLD1";1;1;8,01701424358008e-06;0;0;0;1;0;0;0;1;NA;NA;NA;4,02998610006425e-05;"delta DNA polymerase complex, cytoplasm, nucleoplasm, nucleus, nucleotide-excision repair complex, aggresome";2,31449335740406e-05
"600";600;"P28482";"P28482";"P28482";"MK01_HUMAN";"Mitogen-activated protein kinase 1";"MAPK1";2;4;0,000291935354198788;1;0;2;1;1;0;2;1;0,000398327581805811;NA;0,000489252026124955;0,00036660279804022;"early endosome, cytoskeleton, late endosome, nucleoplasm, microtubule cytoskeleton, caveola, cytosol, mitotic spindle, perikaryon, pseudopodium, nucleus, focal adhesion, Golgi apparatus, dendrite cytoplasm, microtubule organizing center, cytoplasm, mitochondrion";9,25797342961626e-05
"602";602;"P29144";"P29144";"P29144";"TPP2_HUMAN";"Tripeptidyl-peptidase 2";"TPP2";13;33;0,000231397918860528;8;3;9;10;8;3;11;11;0,000306160511235851;0,000115970445503774;0,000387797842965337;0,000387442508737462;"cytoplasm, nucleus, cytosol";0,000763782807943341
"603";603;"P29218";"P29218-1";"P29218-1";"IMPA1_HUMAN";"Inositol monophosphatase 1";"IMPA1";3;5;0,000158087736930751;2;NA;3;NA;2;NA;3;NA;NA;NA;NA;NA;"cytoplasm, cytosol";0,000115724667870203
"607";607;"P29692";"P29692-3";"P29692-3";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";1;3;0,000337352505104754;1;1;1;0;1;1;1;0;NA;NA;NA;NA;"eukaryotic translation elongation factor 1 complex, nucleolus, cytoplasm, cytosol, nucleus";6,94348007221219e-05
"608";608;"P29692";"P29692-1,P29692-2";"P29692-1,P29692-2";"EF1D_HUMAN";"Elongation factor 1-delta";"EEF1D";2;8;0,000449803340139672;2;1;1;1;3;2;1;2;NA;NA;NA;NA;"eukaryotic translation elongation factor 1 complex, nucleolus, cytoplasm, cytosol, nucleus";0,000185159468592325
"609";609;"P29762";"P29762";"P29762";"RABP1_HUMAN";"Cellular retinoic acid-binding protein 1";"CRABP1";6;16;0,00102283919719283;3;4;3;4;3;4;4;5;0,00104670021496417;0,00140970400422593;0,00128562576208017;0,00160555969944622;"cytosol";0,00037031893718465
"613";613;"P30042";"P30042-1,P30042-2";"P30042-1,P30042-2";"ES1_HUMAN";"ES1 protein homolog, mitochondrial";"C21orf33";5;13;0,000212415649510312;2;2;5;3;2;3;5;3;NA;NA;NA;NA;"mitochondrion";0,000300884136462528
"617";617;"P30048";"P30048";"P30048";"PRDX3_HUMAN";"Thioredoxin-dependent peroxide reductase, mitochondrial";"PRDX3";8;37;0,00126581344984631;6;7;7;5;9;11;10;7;0,00168044448574326;0,00207463274840671;0,00172002665434555;0,00120291543106947;"cytoplasm, early endosome, mitochondrial matrix, mitochondrion";0,000856362542239504
"620";620;"P30084";"P30084";"P30084";"ECHM_HUMAN";"Enoyl-CoA hydratase, mitochondrial";"ECHS1";6;25;0,000755005226376175;4;3;4;5;6;5;7;7;0,000988951237586841;0,000832454519736863;0,00106285784985766;0,00106188396673719;"mitochondrion, mitochondrial matrix";0,000578623339351016
"637";637;"P30566";"P30566-1";"P30566-1";"PUR8_HUMAN";"Adenylosuccinate lyase";"ADSL";8;19;0,00034380816506882;6;3;5;4;7;3;5;4;NA;NA;NA;NA;"cytosol, mitochondrion";0,000439753737906772
"642";642;"P30876";"P30876";"P30876";"RPB2_HUMAN";"DNA-directed RNA polymerase II subunit RPB2";"POLR2B";6;8;5,96801405517113e-05;2;NA;3;3;2;NA;3;3;8,14298293299784e-05;NA;0,000112519631221242;0,000112416530915229;"nucleus, nucleoplasm, DNA-directed RNA polymerase II, core complex";0,000185159468592325
"645";645;"P31150";"P31150";"P31150";"GDIA_HUMAN";"Rab GDP dissociation inhibitor alpha";"GDI1";6;12;0,000342759063876963;3;2;3;3;4;2;3;3;0,000570312421377447;0,000304981363725151;0,000430968647173828;0,000478024741452252;"cytosol, protein complex, midbody, Golgi apparatus, cytoplasm, neuron projection";0,000277739202888488
"646";646;"P31153";"P31153";"P31153";"METK2_HUMAN";"S-adenosylmethionine synthase isoform type-2";"MAT2A";8;33;0,000731686077612151;6;5;7;8;7;6;10;10;0,000847076376498433;0,00073340296928716;0,00111475145193028;0,00111373001936269;"cytosol, methionine adenosyltransferase complex";0,000763782807943341
"647";647;"P31483";"P31483-1,P31483-2";"P31483-1,P31483-2";"TIA1_HUMAN";"Nucleolysin TIA-1 isoform p40";"TIA1";2;2;2,26892762330664e-05;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"nuclear stress granule, cytoplasmic stress granule";4,62898671480813e-05
"650";650;"P31937";"P31937";"P31937";"3HIDH_HUMAN";"3-hydroxyisobutyrate dehydrogenase, mitochondrial";"HIBADH";5;12;0,000312787879498701;2;3;4;3;2;3;4;3;0,000284519701289865;0,000431092519149447;0,000524198599419595;0,00039278871218595;"mitochondrial matrix";0,000277739202888488
"652";652;"P31942";"P31942-1,P31942-2";"P31942-1,P31942-2";"HNRH3_HUMAN";"Heterogeneous nuclear ribonucleoprotein H3";"HNRNPH3";6;23;0,000291091610400525;6;4;5;5;6;5;5;7;NA;NA;NA;NA;"nucleus, spliceosomal complex";0,000532333472202935
"653";653;"P31943";"P31943";"P31943";"HNRH1_HUMAN";"Heterogeneous nuclear ribonucleoprotein H";"HNRNPH1";3;15;0,000781426257127972;3;3;3;2;3;3;5;4;0,00100021434896855;0,00103948663860238;0,00113112908955544;0,000980698313133898;"catalytic step 2 spliceosome, nucleoplasm, nucleus";0,00034717400361061
"655";655;"P31948";"P31948";"P31948";"STIP1_HUMAN";"Stress-induced-phosphoprotein 1";"STIP1";30;112;0,00180645081051183;25;26;23;22;27;33;27;25;0,00237676126160373;0,0029342872021664;0,00218947039315588;0,00202542982342663;"nucleus, Golgi apparatus";0,00259223256029255
"658";658;"P32322";"P32322-1,P32322-2";"P32322-1,P32322-2";"P5CR1_HUMAN";"Pyrroline-5-carboxylate reductase 1, mitochondrial";"PYCR1";2;4;5,49094710091764e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;"mitochondrial matrix, mitochondrion";9,25797342961626e-05
"660";660;"P32969";"P32969";"P32969";"RL9_HUMAN";"60S ribosomal protein L9";"RPL9,RPL9P8,RPL9P7,RPL9P9";6;20;0,000912297981871211;5;3;3;3;8;4;4;4;0,00199163790902905;0,00100588254468204;0,000917347548984291;0,00091650699510055;"cytoplasm, nucleolus, cytosol, ribosome, cytosolic large ribosomal subunit";0,000462898671480813
"661";661;"P33176";"P33176";"P33176";"KINH_HUMAN";"Kinesin-1 heavy chain";"KIF5B";9;19;0,000239035334149267;6;4;4;5;6;4;4;5;0,000382905018558323;0,000280769707176047;0,000274346930537358;0,000319778141592715;"neuron projection, microtubule, perinuclear region of cytoplasm, cytoplasm, microtubule organizing center, ciliary rootlet, vesicle, kinesin complex";0,000439753737906772
"662";662;"P33240";"P33240-1,P33240-2";"P33240-1,P33240-2";"CSTF2_HUMAN";"Cleavage stimulation factor subunit 2";"CSTF2";3;5;3,79465365076414e-05;3;2;NA;NA;3;2;NA;NA;NA;NA;NA;NA;"nucleoplasm, nucleus, mRNA cleavage and polyadenylation specificity factor complex, cleavage body";0,000115724667870203
"664";664;"P33991";"P33991";"P33991";"MCM4_HUMAN";"DNA replication licensing factor MCM4";"MCM4";29;98;0,000994542226355082;19;22;21;22;22;26;24;26;0,00121852238234918;0,00145462504723429;0,00122454736550394;0,00132537743903301;"nucleus, MCM complex, nucleoplasm";0,00226820349025598
"665";665;"P33992";"P33992";"P33992";"MCM5_HUMAN";"DNA replication licensing factor MCM5";"MCM5";29;92;0,00109774056892187;20;21;17;19;24;25;21;22;0,0015629202119901;0,00164449462345838;0,00125979063947706;0,00131857137169779;"MCM complex, nucleus, nucleoplasm";0,00212933388881174
"666";666;"P33993";"P33993-1";"P33993-1";"MCM7_HUMAN";"DNA replication licensing factor MCM7";"MCM7";29;94;0,00114500375360303;20;21;21;23;22;24;23;25;NA;NA;NA;NA;"chromatin, cytoplasm, nucleoplasm, cytosol, nucleus, MCM complex";0,00217562375595982
"669";669;"P34931";"P34931";"P34931";"HS71L_HUMAN";"Heat shock 70 kDa protein 1-like";"HSPA1L";1;1;2,51030808098446e-05;0;0;0;1;0;0;0;1;0;0;0;0,000122657582059202;"mitochondrial matrix, zona pellucida receptor complex, cell body, blood microparticle";2,31449335740406e-05
"671";671;"P35219";"P35219";"P35219";"CAH8_HUMAN";"Carbonic anhydrase-related protein";"CA8";2;9;0,000271801881495423;2;2;2;2;2;2;2;3;0,000329650412528947;0,000332981807894745;0,000303673671387903;0,000455093128601652;"cytoplasm";0,000208304402166366
"675";675;"P35249";"P35249";"P35249";"RFC4_HUMAN";"Replication factor C subunit 4";"RFC4";4;12;0,000289522665321112;2;2;4;4;2;2;4;4;0,000263357078879875;0,000266018524213433;0,000485208620950369;0,000484764030466407;"nucleoplasm, DNA replication factor C complex";0,000277739202888488
"676";676;"P35250";"P35250-1,P35250-2";"P35250-1,P35250-2";"RFC2_HUMAN";"Replication factor C subunit 2";"RFC2";1;1;1,23701421270673e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"DNA replication factor C complex, nucleoplasm";2,31449335740406e-05
"679";679;"P35520";"P35520-1,P35520-2";"P35520-1,P35520-2";"CBS_HUMAN";"Cystathionine beta-synthase";"CBS";3;4;3,17896937421547e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;"cytosol, nucleus";9,25797342961626e-05
"680";680;"P35573";"P35573-1,P35573-2,P35573-3";"P35573-1,P35573-2,P35573-3";"GDE_HUMAN";"Glycogen debranching enzyme";"AGL";2;2;3,81116650390062e-06;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;"inclusion body, cytosol, nucleus, sarcoplasmic reticulum, cytoplasm, isoamylase complex";4,62898671480813e-05
"683";683;"P35606";"P35606";"P35606";"COPB2_HUMAN";"Coatomer subunit beta'";"COPB2";12;35;0,000338335675395946;9;5;10;8;9;6;12;8;0,000474827580960569;0,000319750742680384;0,000583214335778092;0,000388453295936657;"COPI vesicle coat, cytosol";0,000810072675091422
"687";687;"P35637";"P35637-1,P35637-2";"P35637-1,P35637-2";"FUS_HUMAN";"RNA-binding protein FUS";"FUS";4;20;0,0002237384784437;3;2;4;4;5;4;5;6;NA;NA;NA;NA;"cytoplasm, nucleoplasm, nucleus";0,000462898671480813
"688";688;"P35659";"P35659-1,P35659-2";"P35659-1,P35659-2";"DEK_HUMAN";"Protein DEK";"DEK";3;4;4,6709656671806e-05;2;2;NA;NA;2;2;NA;NA;NA;NA;NA;NA;"nucleus";9,25797342961626e-05
"689";689;"P35749";"P35749-1,P35749-2,P35749-3,P35749-4";"P35749-1,P35749-2,P35749-3,P35749-4";"MYH11_HUMAN";"Myosin-11";"MYH11";1;1;1,33206434185716e-06;0;0;1;0;0;0;1;0;NA;NA;NA;NA;"myosin filament, cytosol, smooth muscle contractile fiber, melanosome, muscle myosin complex, stress fiber";2,31449335740406e-05
"692";692;"P35998";"P35998";"P35998";"PRS7_HUMAN";"26S protease regulatory subunit 7";"PSMC2";16;49;0,000991096929958933;11;10;11;9;13;11;14;11;0,00143508320465835;0,00122657271037441;0,0014236894986546;0,00111758820649674;"proteasome complex, proteasome accessory complex, nucleoplasm, cytoplasm, cytoplasmic mRNA processing body, cytosol";0,00113410174512799
"698";698;"P36639";"P36639-1,P36639-2,P36639-3,P36639-4";"P36639-1,P36639-2,P36639-3,P36639-4";"8ODP_HUMAN";"7,8-dihydro-8-oxoguanine triphosphatase";"NUDT1";1;1;1,11142901344716e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;"cytosol, mitochondrial matrix, cytoplasm, mitochondrion, nucleus";2,31449335740406e-05
"699";699;"P36776";"P36776";"P36776";"LONM_HUMAN";"Lon protease homolog, mitochondrial";"LONP1";13;29;0,000264842292130287;7;7;7;8;7;7;7;8;0,000348900071654725;0,000352426001056482;0,000321406440520043;0,000366985074159136;"mitochondrial nucleoid, cytoplasm, mitochondrion, mitochondrial matrix";0,000671203073647179
"701";701;"P36957";"P36957";"P36957";"ODO2_HUMAN";"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial";"DLST";4;10;0,000193334671654826;3;NA;3;4;3;NA;3;4;0,00031655172064038;NA;0,000291607167889046;0,000388453295936657;"oxoglutarate dehydrogenase complex, mitochondrial matrix";0,000231449335740406
"702";702;"P36959";"P36959";"P36959";"GMPR1_HUMAN";"GMP reductase 1";"GMPR";1;1;2,53856829738076e-05;1;NA;NA;NA;1;NA;NA;NA;0,000138548724106369;NA;NA;NA;"GMP reductase complex, cytosol";2,31449335740406e-05
"704";704;"P37108";"P37108";"P37108";"SRP14_HUMAN";"Signal recognition particle 14 kDa protein";"SRP14";3;6;0,000386385027616042;2;1;2;NA;3;1;2;NA;0,00105439654007421;0,000355017368711309;0,000647539446341852;NA;"cytosol, nucleolus, signal recognition particle, endoplasmic reticulum targeting, cytoplasm, intercellular bridge";0,000138869601444244
"711";711;"P38571";"P38571-1,P38571-2";"P38571-1,P38571-2";"LICH_HUMAN";"Lysosomal acid lipase/cholesteryl ester hydrolase";"LIPA";2;4;4,39000532629756e-05;NA;NA;2;1;NA;NA;2;2;NA;NA;NA;NA;"lysosome";9,25797342961626e-05
"714";714;"P38919";"P38919";"P38919";"IF4A3_HUMAN";"Eukaryotic initiation factor 4A-III";"EIF4A3";11;26;0,00063252660076404;6;5;7;7;6;5;7;8;0,000790840162417376;0,000677742309724004;0,000843691906365114;0,000990095147991835;"nucleus, cytosol, catalytic step 2 spliceosome, nuclear speck, cytoplasm, exon-exon junction complex";0,000601768272925057
"718";718;"P39687";"P39687";"P39687";"AN32A_HUMAN";"Acidic leucine-rich nuclear phosphoprotein 32 family member A";"ANP32A";9;29;0,00161502389722422;6;8;7;5;7;9;8;5;0,00212761318795875;0,00244320386756506;0,00235784108975882;0,00157045375331821;"cytoplasm, perinuclear region of cytoplasm, nucleoplasm, nucleus, endoplasmic reticulum";0,000671203073647179
"719";719;"P39748";"P39748";"P39748";"FEN1_HUMAN";"Flap endonuclease 1";"FEN1";9;35;0,000806663478707176;7;5;9;7;10;7;10;8;0,00125787657412361;0,000889411934245174;0,001158754798717;0,00092615443715424;"nucleus, nucleoplasm, nucleolus, mitochondrion";0,000810072675091422
"722";722;"P40306";"P40306";"P40306";"PSB10_HUMAN";"Proteasome subunit beta type-10";"PSMB10";2;12;0,000384969697844555;2;2;2;2;2;4;3;3;0,000350178093895218;0,000707433877578579;0,000483875630233472;0,000483432261151938;"proteasome complex, nucleoplasm, cytosol, spermatoproteasome complex, proteasome core complex";0,000277739202888488
"723";723;"P40429";"P40429";"P40429";"RL13A_HUMAN";"60S ribosomal protein L13a";"RPL13A";9;34;0,00146686729695943;7;7;8;8;8;7;9;10;0,00188371664302255;0,00166490903947373;0,00195218788749366;0,00216711013619834;"cytosol, GAIT complex, ribonucleoprotein complex, large ribosomal subunit, cytosolic large ribosomal subunit";0,000786927741517382
"729";729;"P40937";"P40937-1,P40937-2";"P40937-1,P40937-2";"RFC5_HUMAN";"Replication factor C subunit 5";"RFC5";1;2;2,57590018410695e-05;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;"DNA replication factor C complex, nucleoplasm";4,62898671480813e-05
"730";730;"P40938";"P40938";"P40938";"RFC3_HUMAN";"Replication factor C subunit 3";"RFC3";1;2;4,92025877863125e-05;NA;1;NA;1;NA;1;NA;1;NA;0,000135624612766118;NA;0,00012357397686749;"DNA replication factor C complex, nucleoplasm";4,62898671480813e-05
"734";734;"P41223";"P41223";"P41223";"BUD31_HUMAN";"Protein BUD31 homolog";"BUD31";4;10;0,000608198654580808;2;2;3;3;2;2;3;3;0,000663879303009685;0,000670588363121362;0,000917347548984291;0,00091650699510055;"nucleus";0,000231449335740406
"735";735;"P41227";"P41227";"P41227";"NAA10_HUMAN";"N-alpha-acetyltransferase 10";"NAA10";4;12;0,000447220117070483;3;2;3;3;3;2;3;4;0,000610203955106774;0,000410913720380749;0,000562119349164842;0,000748805715145981;"cytoplasm, nucleus, NatA complex, nucleolus, intracellular";0,000277739202888488
"737";737;"P41250";"P41250";"P41250";"SYG_HUMAN";"Glycine--tRNA ligase";"GARS";26;89;0,00110061878549499;23;19;16;19;24;21;20;24;0,00161702671910343;0,00143736396100709;0,00124585028180423;0,00148585751108263;"mitochondrial matrix, cytosol, secretory granule, cytoplasm, nucleus";0,00205989908808962
"743";743;"P42224";"P42224-1";"P42224-1";"STAT1_HUMAN";"Signal transducer and activator of transcription 1-alpha/beta";"STAT1";2;2;2,3354828335903e-05;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;"nucleus, cytoplasm, cytosol, nuclear chromatin, axon, nucleolus, dendrite, nucleoplasm";4,62898671480813e-05
"744";744;"P42229";"P42229,P51692";"P42229,P51692";"STA5A_HUMAN, STA5B_HUMAN";"Signal transducer and activator of transcription 5A, Signal transducer and activator of transcription 5B";"STAT5A, STAT5B";3;3;1,66187108652061e-05;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;8,34769179598224e-05;"cytosol, nucleoplasm";6,94348007221219e-05
"745";745;"P42285";"P42285";"P42285";"SK2L2_HUMAN";"Superkiller viralicidic activity 2-like 2";"SKIV2L2";2;4;3,36201943415111e-05;NA;NA;2;1;NA;NA;3;1;NA;NA;0,000126773557633146;4,22191322119255e-05;"catalytic step 2 spliceosome, nucleoplasm, nucleolus, nucleus";9,25797342961626e-05
"747";747;"P42677";"P42677";"P42677";"RS27_HUMAN";"40S ribosomal protein S27";"RPS27";2;9;0,00162080992103872;1;1;2;2;2;2;2;3;0,0018967980085991;0,00191596675177532;0,00209679439767838;0,002618591414573;"nucleus, cytosol, cytosolic small ribosomal subunit, ribosome";0,000208304402166366
"750";750;"P42766";"P42766";"P42766";"RL35_HUMAN";"60S ribosomal protein L35";"RPL35";4;22;0,0015930329373394;3;3;4;4;5;5;6;6;0,00194306137466249;0,00211367439032624;0,00214793572445102;0,00214596759828421;"nucleolus, cytosolic large ribosomal subunit, cytoplasm, cytosol";0,000509188538628894
"754";754;"P43246";"P43246";"P43246";"MSH2_HUMAN";"DNA mismatch repair protein Msh2";"MSH2";3;3;2,81308157150866e-05;NA;NA;NA;3;NA;NA;NA;3;NA;NA;NA;0,000141303005668607;"MutSbeta complex, nuclear chromosome, MutSalpha complex";6,94348007221219e-05
"757";757;"P43487";"P43487";"P43487";"RANG_HUMAN";"Ran-specific GTPase-activating protein";"RANBP1";7;22;0,000958593700354228;5;4;5;5;5;4;5;8;0,00118903755762929;0,000960843027755981;0,00109534035699617;0,00175093873690851;"nuclear envelope, cytoplasm, centrosome, nucleus";0,000509188538628894
"759";759;"P43686";"P43686-1";"P43686-1";"PRS6B_HUMAN";"26S protease regulatory subunit 6B";"PSMC4";6;18;0,000396237132069216;5;4;4;4;5;5;4;4;NA;NA;NA;NA;"nucleus, proteasome accessory complex, cytosol, nucleoplasm, cytosolic proteasome complex, proteasome complex, cytoplasm, inclusion body";0,000416608804332732
"760";760;"P43897";"P43897-1";"P43897-1";"EFTS_HUMAN";"Elongation factor Ts, mitochondrial";"TSFM";2;2;5,38957576982377e-05;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"nucleus, mitochondrion";4,62898671480813e-05
"762";762;"P45954";"P45954";"P45954";"ACDSB_HUMAN";"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial";"ACADSB";1;1;2,02732884860269e-05;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000101834110566728;"mitochondrial matrix, mitochondrion";2,31449335740406e-05
"763";763;"P45974";"P45974-1,P45974-2";"P45974-1,P45974-2";"UBP5_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 5";"USP5";7;18;9,18677688038143e-05;4;4;5;4;5;4;5;4;NA;NA;NA;NA;"lysosome";0,000416608804332732
"765";765;"P46063";"P46063";"P46063";"RECQ1_HUMAN";"ATP-dependent DNA helicase Q1";"RECQL";4;8;0,000107957604018042;3;2;NA;2;3;3;NA;2;0,000220952125500912;0,000223185033026524;NA;0,000135569601740605;"nucleus";0,000185159468592325
"766";766;"P46109";"P46109";"P46109";"CRKL_HUMAN";"Crk-like protein";"CRKL";3;13;0,000375758376691509;1;3;2;3;2;4;3;4;0,000315506995489751;0,000637390919402482;0,000435967151992534;0,000580756907786487;"cytosol, endosome";0,000300884136462528
"767";767;"P46379";"P46379-1,P46379-2,P46379-3";"P46379-1,P46379-2,P46379-3";"BAG6_HUMAN";"Large proline-rich protein BAG6";"BAG6";2;2;5,15786844874183e-06;NA;NA;NA;2;NA;NA;NA;2;NA;NA;NA;NA;"cytosol, BAT3 complex, nucleus";4,62898671480813e-05
"769";769;"P46527";"P46527";"P46527";"CDN1B_HUMAN";"Cyclin-dependent kinase inhibitor 1B";"CDKN1B";1;2;8,84652588481175e-05;1;1;NA;NA;1;1;NA;NA;0,000241410655639885;0,000243850313862313;NA;NA;"endosome, nucleoplasm, cytosol, nucleus, protein complex, cytoplasm";4,62898671480813e-05
"770";770;"P46776";"P46776";"P46776";"RL27A_HUMAN";"60S ribosomal protein L27a";"RPL27A";7;26;0,00153857821807469;6;5;5;7;7;5;6;8;0,00226077816700595;0,00163116088326818;0,00178510874396943;0,00237796409539602;"cytosolic large ribosomal subunit, cytosol";0,000601768272925057
"772";772;"P46778";"P46778";"P46778";"RL21_HUMAN";"60S ribosomal protein L21";"RPL21";6;27;0,00147792273063136;6;6;4;4;7;8;6;6;0,00209121980448051;0,0024141181072369;0,00165122558817172;0,00164971259118099;"nucleolus, cytosolic large ribosomal subunit, cytoplasm, cytosol";0,000624913206499097
"776";776;"P46783";"P46783";"P46783";"RS10_HUMAN";"40S ribosomal protein S10";"RPS10";14;47;0,00249472029951691;9;9;11;10;11;11;13;12;0,00318662065444649;0,00321882414298254;0,00346924163979514;0,00319944260107828;"cytoplasm, nucleolus, cytosol, ribosome, cytosolic small ribosomal subunit";0,00108781187797991
"778";778;"P46976";"P46976-1,P46976-2,P46976-3";"P46976-1,P46976-2,P46976-3";"GLYG_HUMAN";"Glycogenin-1";"GYG1";2;4;3,33640404798614e-05;NA;2;NA;2;NA;2;NA;2;NA;NA;NA;NA;"cytosol";9,25797342961626e-05
"782";782;"P47813";"P47813";"P47813";"IF1AX_HUMAN";"Eukaryotic translation initiation factor 1A, X-chromosomal";"EIF1AX";3;11;0,000669018520038888;2;3;2;3;2;4;2;3;0,000663879303009685;0,00134117672624272;0,000611565032656194;0,00091650699510055;"cytosol";0,000254594269314447
"783";783;"P47897";"P47897";"P47897";"SYQ_HUMAN";"Glutamine--tRNA ligase";"QARS";9;33;0,000372923871815225;8;6;7;7;10;7;8;8;0,000616765287957385;0,000436098754855698;0,000454530914593507;0,000454114433701434;"cytoplasm, cytosol, mitochondrial matrix";0,000763782807943341
"784";784;"P47914";"P47914";"P47914";"RL29_HUMAN";"60S ribosomal protein L29";"RPL29";2;8;0,000440657138413264;2;2;2;2;2;2;2;2;0,000601249180084243;0,000607325309996705;0,000553870218254666;0,000553362714022974;"cytosol, cytosolic large ribosomal subunit";0,000185159468592325
"787";787;"P48147";"P48147";"P48147";"PPCE_HUMAN";"Prolyl endopeptidase";"PREP";4;13;0,000160358856531728;2;3;4;4;2;3;4;4;0,000134645943145626;0,000204009980893259;0,000248071449866174;0,000247844145153952;"nucleus, cytoplasm";0,000300884136462528
"788";788;"P48163";"P48163";"P48163";"MAOX_HUMAN";"NADP-dependent malic enzyme";"ME1";2;5;7,65564740031786e-05;1;1;2;1;1;1;2;1;8,3565226952268e-05;8,44097240292623e-05;0,000153960427801559;7,69096779105356e-05;"mitochondrion, cytosol";0,000115724667870203
"790";790;"P48454";"P48454-1,P48454-2";"P48454-1,P48454-2";"PP2BC_HUMAN";"Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform";"PPP3CC";1;6;6,84223486403409e-05;1;1;1;1;1;1;2;2;NA;NA;NA;NA;"cytosol";0,000138869601444244
