"";"X";"Protein.Acs";"Protein.G";"ID";"Description";"Gene";"Global.Peptide.Count";"Global.Spectra.Count";"Global.DNSAF";"Peptide.Count.P5134";"Peptide.Count.P5136";"Spectra.Count.P5134";"Spectra.Count.P5136";"DNSAF.P5134";"DNSAF.P5136";"Unspecific.Spectra.Count";"Go.Cc";"norm.sc"
"807";807;"P50402";"P50402";"EMD_HUMAN";"Emerin";"EMD";3;3;"2.16826596302831E-4";3;0;3;0;"4.35848290230369E-4";"0";0;"endoplasmic reticulum, integral component of membrane, nuclear outer membrane, microtubule, nuclear inner membrane";0,000148148148148148
"808";808;"P50416";"P50416-1,P50416-2";"CPT1A_HUMAN";"Carnitine O-palmitoyltransferase 1, liver isoform";"CPT1A";1;3;"3.56235158220693E-5";1;0;3;0;"0";"0";0;"integral component of mitochondrial outer membrane, mitochondrial inner membrane";0,000148148148148148
"822";822;"P51659";"P51659";"DHB4_HUMAN";"Peroxisomal multifunctional enzyme type 2";"HSD17B4";12;29;"7.23344523716782E-4";10;5;18;11;"9.02490209661797E-4";"0.00114785060372544";0;"peroxisomal membrane, mitochondrion, peroxisomal matrix";0,0014320987654321
"834";834;"P52594";"P52594-1";"AGFG1_HUMAN";"Arf-GAP domain and FG repeat-containing protein 1";"AGFG1";2;4;"1.3066181604014E-4";2;2;2;2;"0";"0";0;"nuclear pore, Golgi apparatus, cytoplasmic membrane-bounded vesicle";0,000197530864197531
"837";837;"P52789";"P52789";"HXK2_HUMAN";"Hexokinase-2";"HK2";2;2;"4.0039226071188E-5";2;0;2;0;"8.04837991410496E-5";"0";0;"cytosol, mitochondrial outer membrane";9,87654320987654e-05
"856";856;"P54886";"P54886-1";"P5CS_HUMAN";"Delta-1-pyrroline-5-carboxylate synthase";"ALDH18A1";5;8;"1.84734441797632E-4";5;0;8;0;"0";"0";0;"mitochondrial inner membrane";0,000395061728395062
"859";859;"P55084";"P55084";"ECHB_HUMAN";"Trifunctional enzyme subunit beta, mitochondrial";"HADHB";7;16;"6.19678823751551E-4";7;0;16;0;"0.00124563111919565";"0";0;"mitochondrial outer membrane, endoplasmic reticulum, mitochondrial inner membrane, mitochondrial nucleoid, mitochondrial fatty acid beta-oxidation multienzyme complex";0,000790123456790123
"871";871;"P56378";"P56378";"68MP_HUMAN";"6.8 kDa mitochondrial proteolipid";"MP68";2;2;"6.33033970815162E-4";2;0;2;0;"0.00127247661745418";"0";0;"integral component of membrane, mitochondrial proton-transporting ATP synthase complex";9,87654320987654e-05
"872";872;"P57088";"P57088";"TMM33_HUMAN";"Transmembrane protein 33";"TMEM33";1;3;"2.22971479598863E-4";1;0;3;0;"4.48200266066857E-4";"0";0;"integral component of membrane, melanosome";0,000148148148148148
"876";876;"P57740";"P57740";"NU107_HUMAN";"Nuclear pore complex protein Nup107";"NUP107";5;5;"9.92323521818363E-5";3;2;3;2;"1.19681584560555E-4";"1.6605760085345E-4";0;"condensed chromosome kinetochore, nuclear periphery, nuclear pore outer ring, nuclear membrane, cytosol";0,000246913580246914
"885";885;"P60468";"P60468";"SC61B_HUMAN";"Protein transport protein Sec61 subunit beta";"SEC61B";1;1;"1.9122901201708E-4";1;0;1;0;"3.84393978189284E-4";"0";0;"endoplasmic reticulum Sec complex, integral component of membrane";4,93827160493827e-05
"903";903;"P61803";"P61803";"DAD1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1";"DAD1";2;2;"3.24920091214862E-4";2;0;2;0;"6.53129591259668E-4";"0";0;"oligosaccharyltransferase complex, integral component of membrane";9,87654320987654e-05
"929";929;"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";7;26;"0.00206022501167274";6;5;15;11;"0.00260116225842372";"0.00317600768549596";4;"polysomal ribosome, membrane, cytosolic large ribosomal subunit";0,00128395061728395
"968";968;"P63241";"P63241-1,P63241-2,Q6IS14";"IF5A1_HUMAN, IF5AL_HUMAN";"Eukaryotic translation initiation factor 5A-1, Eukaryotic translation initiation factor 5A-1-like";"EIF5A, EIF5AL1";2;2;"7.94717972019035E-5";2;0;2;0;"4.79244440339886E-4";"0";0;"annulate lamellae, nuclear pore, endoplasmic reticulum membrane, cytosol";9,87654320987654e-05
"998";998;"P83436";"P83436";"COG7_HUMAN";"Conserved oligomeric Golgi complex subunit 7";"COG7";2;3;"7.15246174817132E-5";2;0;3;0;"1.43773332101966E-4";"0";0;"Golgi transport complex, Golgi membrane";0,000148148148148148
"1012";1012;"P98194";"P98194-3";"AT2C1_HUMAN";"Calcium-transporting ATPase type 2C member 1";"ATP2C1";1;2;"6.65868159363065E-5";1;0;2;0;"0";"0";2;"Golgi apparatus, Golgi membrane, integral component of membrane, trans-Golgi network";9,87654320987654e-05
"1013";1013;"P98194";"P98194-6";"AT2C1_HUMAN";"Calcium-transporting ATPase type 2C member 1";"ATP2C1";1;1;"3.32934079681533E-5";1;0;1;0;"0";"0";2;"Golgi apparatus, Golgi membrane, integral component of membrane, trans-Golgi network";4,93827160493827e-05
"1016";1016;"P99999";"P99999";"CYC_HUMAN";"Cytochrome c";"CYCS";2;2;"3.49675907688376E-4";2;0;2;0;"7.02891845831833E-4";"0";0;"respiratory chain, mitochondrial inner membrane, nucleus, mitochondrial intermembrane space, protein phosphatase type 2A complex, cytosol";9,87654320987654e-05
"1021";1021;"Q00688";"Q00688";"FKBP3_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP3";"FKBP3";6;9;"7.37597617780167E-4";3;3;4;5;"6.58961105467344E-4";"0.0017143223302393";0;"nucleus, membrane";0,000444444444444444
"1041";1041;"Q01970";"Q01970";"PLCB3_HUMAN";"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3";"PLCB3";2;2;"2.97536226152994E-5";0;2;0;2;"0";"1.24475916360973E-4";0;"protein complex, cytosol, membrane";9,87654320987654e-05
"1042";1042;"Q02218";"Q02218-2";"ODO1_HUMAN";"2-oxoglutarate dehydrogenase, mitochondrial";"OGDH";2;3;"1.5612362740632E-4";0;2;0;3;"0";"0";9;"oxoglutarate dehydrogenase complex, mitochondrial matrix, mitochondrial membrane";0,000148148148148148
"1045";1045;"Q02338";"Q02338";"BDH_HUMAN";"D-beta-hydroxybutyrate dehydrogenase, mitochondrial";"BDH1";5;8;"4.28174580842909E-4";5;0;8;0;"8.60683892855306E-4";"0";0;"mitochondrial inner membrane, nucleus, mitochondrial matrix";0,000395061728395062
"1058";1058;"Q04671";"Q04671-1";"P_HUMAN";"P protein";"OCA2";2;2;"4.38138070492595E-5";2;0;2;0;"0";"0";0;"lysosomal membrane, integral component of membrane, endoplasmic reticulum membrane, endosome membrane, melanosome membrane";9,87654320987654e-05
"1080";1080;"Q07666";"Q07666-2";"KHDR1_HUMAN";"KH domain-containing, RNA-binding, signal transduction-associated protein 1";"KHDRBS1";5;11;"4.55841617810467E-4";5;2;9;2;"0";"0";0;"cytoplasm, Grb2-Sos complex, membrane, nucleus";0,00054320987654321
"1084";1084;"Q08209";"Q08209-2,Q08209-3";"PP2BA_HUMAN";"Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform";"PPP3CA";2;3;"5.2854083935623E-5";2;0;3;0;"0";"0";0;"membrane, cytosol, mitochondrion, calcineurin complex, Z disc, nucleoplasm";0,000148148148148148
"1098";1098;"Q10567";"Q10567-2";"AP1B1_HUMAN";"AP-1 complex subunit beta-1";"AP1B1";1;1;"7.09300444994861E-5";1;0;1;0;"0";"0";8;"trans-Golgi network membrane, lysosomal membrane, clathrin-coated vesicle membrane, cytosol, clathrin adaptor complex, Golgi membrane, cytoplasmic vesicle membrane";4,93827160493827e-05
"1099";1099;"Q10567";"Q10567-1";"AP1B1_HUMAN";"AP-1 complex subunit beta-1";"AP1B1";1;1;"7.09300444994861E-5";1;0;1;0;"0";"0";8;"trans-Golgi network membrane, lysosomal membrane, clathrin-coated vesicle membrane, cytosol, clathrin adaptor complex, Golgi membrane, cytoplasmic vesicle membrane";4,93827160493827e-05
"1114";1114;"Q12931";"Q12931";"TRAP1_HUMAN";"Heat shock protein 75 kDa, mitochondrial";"TRAP1";2;2;"5.66604480050608E-5";1;1;1;1;"5.57631496406118E-5";"1.2192773792611E-4";7;"mitochondrial inner membrane, mitochondrial matrix";9,87654320987654e-05
"1140";1140;"Q13423";"Q13423";"NNTM_HUMAN";"NAD(P) transhydrogenase, mitochondrial";"NNT";5;5;"8.45211102837924E-5";5;0;5;0;"1.69897890912391E-4";"0";0;"mitochondrial respiratory chain, integral component of membrane";0,000246913580246914
"1145";1145;"Q13439";"Q13439-3";"GOGA4_HUMAN";"Golgin subfamily A member 4";"GOLGA4";7;7;"5.76259623656852E-5";7;0;7;0;"0";"0";0;"Golgi apparatus, Golgi membrane, trans-Golgi network";0,000345679012345679
"1184";1184;"Q14318";"Q14318-1,Q14318-2";"FKBP8_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP8";"FKBP8";2;3;"6.68373245884941E-5";2;0;3;0;"0";"0";0;"mitochondrial membrane, mitochondrial envelope, integral component of endoplasmic reticulum membrane";0,000148148148148148
"1187";1187;"Q14494";"Q14494-2";"NF2L1_HUMAN";"Nuclear factor erythroid 2-related factor 1";"NFE2L1";1;1;"3.5669660272616E-5";1;0;1;0;"0";"0";1;"nucleus, integral component of membrane, endoplasmic reticulum membrane";4,93827160493827e-05
"1197";1197;"Q14643";"Q14643-3";"ITPR1_HUMAN";"Inositol 1,4,5-trisphosphate receptor type 1";"ITPR1";1;1;"7.48830068812352E-6";0;1;0;1;"0";"0";1;"postsynaptic density, sarcoplasmic reticulum, calcineurin complex, platelet dense granule membrane, platelet dense tubular network membrane, endoplasmic reticulum membrane, nucleolus, nuclear inner membrane, integral component of membrane";4,93827160493827e-05
"1198";1198;"Q14643";"Q14643-4";"ITPR1_HUMAN";"Inositol 1,4,5-trisphosphate receptor type 1";"ITPR1";4;5;"3.74415034406176E-5";4;1;4;1;"0";"0";1;"postsynaptic density, sarcoplasmic reticulum, calcineurin complex, platelet dense granule membrane, platelet dense tubular network membrane, endoplasmic reticulum membrane, nucleolus, nuclear inner membrane, integral component of membrane";0,000246913580246914
"1199";1199;"Q14643";"Q14643-7";"ITPR1_HUMAN";"Inositol 1,4,5-trisphosphate receptor type 1";"ITPR1";1;1;"8.87502303777603E-6";0;1;0;1;"0";"0";1;"postsynaptic density, sarcoplasmic reticulum, calcineurin complex, platelet dense granule membrane, platelet dense tubular network membrane, endoplasmic reticulum membrane, nucleolus, nuclear inner membrane, integral component of membrane";4,93827160493827e-05
"1200";1200;"Q14643";"Q14643-1";"ITPR1_HUMAN";"Inositol 1,4,5-trisphosphate receptor type 1";"ITPR1";1;1;"8.87502303777603E-6";0;1;0;1;"0";"0";1;"postsynaptic density, sarcoplasmic reticulum, calcineurin complex, platelet dense granule membrane, platelet dense tubular network membrane, endoplasmic reticulum membrane, nucleolus, nuclear inner membrane, integral component of membrane";4,93827160493827e-05
"1201";1201;"Q14643";"Q14643-8";"ITPR1_HUMAN";"Inositol 1,4,5-trisphosphate receptor type 1";"ITPR1";1;1;"8.87502303777603E-6";0;1;0;1;"0";"0";1;"postsynaptic density, sarcoplasmic reticulum, calcineurin complex, platelet dense granule membrane, platelet dense tubular network membrane, endoplasmic reticulum membrane, nucleolus, nuclear inner membrane, integral component of membrane";4,93827160493827e-05
"1202";1202;"Q14643";"Q14643-5";"ITPR1_HUMAN";"Inositol 1,4,5-trisphosphate receptor type 1";"ITPR1";2;2;"1.4976601376247E-5";0;2;0;2;"0";"0";1;"postsynaptic density, sarcoplasmic reticulum, calcineurin complex, platelet dense granule membrane, platelet dense tubular network membrane, endoplasmic reticulum membrane, nucleolus, nuclear inner membrane, integral component of membrane";9,87654320987654e-05
"1207";1207;"Q14739";"Q14739";"LBR_HUMAN";"Lamin-B receptor";"LBR";5;7;"2.08952676545493E-4";5;0;7;0;"4.20020737143413E-4";"0";0;"integral component of nuclear inner membrane, mitochondrion";0,000345679012345679
"1214";1214;"Q14980";"Q14980-3";"NUMA1_HUMAN";"Nuclear mitotic apparatus protein 1";"NUMA1";2;2;"3.47195936711862E-5";2;0;2;0;"0";"0";3;"spindle pole, neuronal cell body, chromosome, dendrite, cytosol, Golgi membrane, nuclear matrix, apical part of cell, nucleoplasm, spindle microtubule";9,87654320987654e-05
"1215";1215;"Q14980";"Q14980-4";"NUMA1_HUMAN";"Nuclear mitotic apparatus protein 1";"NUMA1";1;1;"1.73597968355931E-5";1;0;1;0;"0";"0";3;"spindle pole, neuronal cell body, chromosome, dendrite, cytosol, Golgi membrane, nuclear matrix, apical part of cell, nucleoplasm, spindle microtubule";4,93827160493827e-05
"1217";1217;"Q14C86";"Q14C86-6";"GAPD1_HUMAN";"GTPase-activating protein and VPS9 domain-containing protein 1";"GAPVD1";1;1;"1.86312433900268E-5";1;0;1;0;"0";"0";1;"cytosol, endosome, membrane";4,93827160493827e-05
"1218";1218;"Q14C86";"Q14C86-5";"GAPD1_HUMAN";"GTPase-activating protein and VPS9 domain-containing protein 1";"GAPVD1";1;1;"1.86312433900268E-5";1;0;1;0;"0";"0";1;"cytosol, endosome, membrane";4,93827160493827e-05
"1219";1219;"Q15005";"Q15005";"SPCS2_HUMAN";"Signal peptidase complex subunit 2";"SPCS2";3;5;"4.06150114018578E-4";3;0;5;0;"8.16411989074585E-4";"0";0;"signal peptidase complex, endoplasmic reticulum membrane, integral component of membrane";0,000246913580246914
"1222";1222;"Q15020";"Q15020-1";"SART3_HUMAN";"Squamous cell carcinoma antigen recognized by T-cells 3";"SART3";6;9;"1.71569954706913E-4";0;6;0;9;"0";"0";0;"cytoplasm, nuclear speck, intracellular membrane-bounded organelle";0,000444444444444444
"1223";1223;"Q15027";"Q15027";"ACAP1_HUMAN";"Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1";"ACAP1";2;2;"4.96161760909181E-5";0;2;0;2;"0";"2.07572001066812E-4";0;"recycling endosome membrane";9,87654320987654e-05
"1246";1246;"Q15363";"Q15363";"TMED2_HUMAN";"Transmembrane emp24 domain-containing protein 2";"TMED2";2;4;"3.65333037883377E-4";2;0;4;0;"7.34364615048184E-4";"0";0;"COPI-coated vesicle membrane, endoplasmic reticulum-Golgi intermediate compartment, endoplasmic reticulum, integral component of membrane, Golgi cisterna membrane, endoplasmic reticulum membrane, COPI-coated vesicle, zymogen granule membrane, endoplasmic reticulum-Golgi intermediate compartment membrane";0,000197530864197531
"1253";1253;"Q15392";"Q15392";"DHC24_HUMAN";"Delta(24)-sterol reductase";"DHCR24";2;2;"7.11549812156578E-5";2;0;2;0;"1.4303031746578E-4";"0";0;"Golgi membrane, nucleus, cytoskeleton, integral component of membrane, endoplasmic reticulum membrane, cytosol";9,87654320987654e-05
"1255";1255;"Q15413";"Q15413-2";"RYR3_HUMAN";"Ryanodine receptor 3";"RYR3";3;3;"1.13088204231867E-5";3;0;3;0;"0";"0";0;"junctional membrane complex, perinuclear region of cytoplasm, sarcoplasmic reticulum membrane, integral component of membrane";0,000148148148148148
"1256";1256;"Q15413";"Q15413-1";"RYR3_HUMAN";"Ryanodine receptor 3";"RYR3";7;9;"3.392646126956E-5";6;2;6;3;"0";"0";0;"junctional membrane complex, perinuclear region of cytoplasm, sarcoplasmic reticulum membrane, integral component of membrane";0,000444444444444444
"1266";1266;"Q15771";"Q15771";"RAB30_HUMAN";"Ras-related protein Rab-30";"RAB30";1;1;"1.30626057469795E-4";1;0;1;0;"2.72673560883039E-4";"0";4;"trans-Golgi network, Golgi cisterna, membrane, cis-Golgi network";4,93827160493827e-05
"1283";1283;"Q16787";"Q16787-3";"LAMA3_HUMAN";"Laminin subunit alpha-3";"LAMA3";3;3;"3.63524458487915E-5";1;2;1;2;"0";"0";6;"basement membrane, laminin-5 complex, laminin-1 complex";0,000148148148148148
"1284";1284;"Q16799";"Q16799-1";"RTN1_HUMAN";"Reticulon-1";"RTN1";2;2;"7.57030315614009E-5";0;2;0;2;"0";"0";3;"integral component of endoplasmic reticulum membrane";9,87654320987654e-05
"1288";1288;"Q16891";"Q16891-1,Q16891-2";"IMMT_HUMAN";"Mitochondrial inner membrane protein";"IMMT";4;4;"4.84379555505006E-5";4;0;4;0;"0";"0";0;"integral component of membrane, mitochondrial inner membrane";0,000197530864197531
"1320";1320;"Q3ZCQ8";"Q3ZCQ8-2";"TIM50_HUMAN";"Mitochondrial import inner membrane translocase subunit TIM50";"TIMM50";4;6;"3.1203374198821E-4";4;0;6;0;"0";"0";0;"nuclear speck, integral component of membrane, mitochondrial inner membrane presequence translocase complex";0,000296296296296296
"1326";1326;"Q4ADV7";"Q4ADV7-3";"RIC1_HUMAN";"Protein RIC1 homolog";"KIAA1432";2;2;"2.58018062595077E-5";2;0;2;0;"0";"0";0;"integral component of membrane";9,87654320987654e-05
"1333";1333;"Q4ZG55";"Q4ZG55-1";"GREB1_HUMAN";"Protein GREB1";"GREB1";2;2;"1.88383634208719E-5";0;2;0;2;"0";"0";0;"integral component of membrane";9,87654320987654e-05
"1352";1352;"Q5JRA6";"Q5JRA6-1";"MIA3_HUMAN";"Melanoma inhibitory activity protein 3";"MIA3";2;2;"2.31039141944076E-5";0;2;0;2;"0";"0";1;"endoplasmic reticulum membrane, integral component of membrane";9,87654320987654e-05
"1366";1366;"Q5T2E6";"Q5T2E6-2";"CJ076_HUMAN";"UPF0668 protein C10orf76";"C10orf76";2;2;"5.32887812877786E-5";2;0;2;0;"0";"0";0;"integral component of membrane";9,87654320987654e-05
"1367";1367;"Q5T4S7";"Q5T4S7-2";"UBR4_HUMAN";"E3 ubiquitin-protein ligase UBR4";"UBR4";2;4;"2.65647093676052E-5";1;1;1;3;"0";"0";6;"cytoplasm, integral component of membrane, cytoskeleton, nucleus";0,000197530864197531
"1368";1368;"Q5T4S7";"Q5T4S7-1";"UBR4_HUMAN";"E3 ubiquitin-protein ligase UBR4";"UBR4";1;1;"5.7556870296478E-6";1;0;1;0;"0";"0";5;"cytoplasm, integral component of membrane, cytoskeleton, nucleus";4,93827160493827e-05
"1369";1369;"Q5T4S7";"Q5T4S7-3";"UBR4_HUMAN";"E3 ubiquitin-protein ligase UBR4";"UBR4";0;0;"0";0;0;0;0;"0";"0";7;"cytoplasm, integral component of membrane, cytoskeleton, nucleus";0
"1370";1370;"Q5T4S7";"Q5T4S7-4";"UBR4_HUMAN";"E3 ubiquitin-protein ligase UBR4";"UBR4";3;3;"1.72670610889434E-5";3;0;3;0;"0";"0";5;"cytoplasm, integral component of membrane, cytoskeleton, nucleus";0,000148148148148148
"1387";1387;"Q5VIR6";"Q5VIR6-4";"VPS53_HUMAN";"Vacuolar protein sorting-associated protein 53 homolog";"VPS53";2;2;"5.25264239016873E-5";2;0;2;0;"0";"0";0;"endosome membrane, GARP complex";9,87654320987654e-05
"1396";1396;"Q5VYP0";"Q5VYP0";"S31A3_HUMAN";"Spermatogenesis-associated protein 31A3";"SPATA31A3";1;1;"1.36287937295024E-5";1;0;1;0;"2.7395561919949E-5";"0";0;"integral component of membrane";4,93827160493827e-05
"1402";1402;"Q66K14";"Q66K14-2";"TBC9B_HUMAN";"TBC1 domain family member 9B";"TBC1D9B";3;3;"4.40591643687353E-5";3;0;3;0;"0";"0";0;"integral component of membrane";0,000148148148148148
"1410";1410;"Q6DN14";"Q6DN14-2";"MCTP1_HUMAN";"Multiple C2 and transmembrane domain-containing protein 1";"MCTP1";3;4;"7.35054460606195E-5";0;3;0;4;"0";"0";0;"integral component of membrane";0,000197530864197531
"1412";1412;"Q6IQ22";"Q6IQ22";"RAB12_HUMAN";"Ras-related protein Rab-12";"RAB12";1;1;"1.08676596993313E-4";0;1;0;1;"0";"4.40665149805773E-4";4;"recycling endosome membrane, lysosome, lysosomal membrane, Golgi membrane, secretory granule";4,93827160493827e-05
"1417";1417;"Q6NUS6";"Q6NUS6-1";"TECT3_HUMAN";"Tectonic-3";"TCTN3";3;3;"9.07313928515966E-5";3;0;3;0;"0";"0";0;"integral component of membrane";0,000148148148148148
"1418";1418;"Q6P1M3";"Q6P1M3-1";"L2GL2_HUMAN";"Lethal(2) giant larvae protein homolog 2";"LLGL2";3;3;"5.39940739812933E-5";3;0;3;0;"0";"0";0;"cytoplasm, intracellular membrane-bounded organelle";0,000148148148148148
"1422";1422;"Q6P4H8";"Q6P4H8-1";"F173B_HUMAN";"Protein FAM173B";"FAM173B";2;2;"1.57579271705062E-4";2;0;2;0;"0";"0";0;"integral component of membrane";9,87654320987654e-05
"1428";1428;"Q6QHC5";"Q6QHC5";"DEGS2_HUMAN";"Sphingolipid delta(4)-desaturase/C4-hydroxylase DES2";"DEGS2";2;2;"1.1367173469746E-4";2;0;2;0;"2.28494253288986E-4";"0";0;"integral component of membrane, endoplasmic reticulum membrane";9,87654320987654e-05
"1434";1434;"Q6UX72";"Q6UX72";"B3GN9_HUMAN";"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9";"B3GNT9";2;2;"9.13332594708443E-5";0;2;0;2;"0";"3.82097713406569E-4";0;"Golgi membrane, integral component of membrane";9,87654320987654e-05
"1446";1446;"Q6ZNL6";"Q6ZNL6-1";"FGD5_HUMAN";"FYVE, RhoGEF and PH domain-containing protein 5";"FGD5";2;2;"2.51135227819969E-5";2;0;2;0;"0";"0";0;"cytoskeleton, endoplasmic reticulum, ruffle membrane, Golgi apparatus, ruffle, early endosome, lamellipodium";9,87654320987654e-05
"1452";1452;"Q6ZS81";"Q6ZS81-4";"WDFY4_HUMAN";"WD repeat- and FYVE domain-containing protein 4";"WDFY4";3;3;"1.7297096564359E-5";3;0;3;0;"0";"0";0;"integral component of membrane";0,000148148148148148
"1453";1453;"Q6ZS81";"Q6ZS81-5";"WDFY4_HUMAN";"WD repeat- and FYVE domain-containing protein 4";"WDFY4";2;2;"1.15313977095727E-5";2;0;2;0;"0";"0";0;"integral component of membrane";9,87654320987654e-05
"1456";1456;"Q6ZUM4";"Q6ZUM4-2";"RHG27_HUMAN";"Rho GTPase-activating protein 27";"ARHGAP27";2;2;"4.13003040576821E-5";0;2;0;2;"0";"0";0;"intracellular, cytoplasm, membrane";9,87654320987654e-05
"1457";1457;"Q6ZV29";"Q6ZV29-4";"PLPL7_HUMAN";"Patatin-like phospholipase domain-containing protein 7";"PNPLA7";2;2;"2.78784892234468E-5";0;2;0;2;"0";"0";0;"integral component of membrane, mitochondrial membrane, lysosomal membrane, endoplasmic reticulum, nuclear membrane";9,87654320987654e-05
"1466";1466;"Q75T13";"Q75T13-2";"PGAP1_HUMAN";"GPI inositol-deacylase";"PGAP1";1;1;"2.98665702065722E-5";1;0;1;0;"0";"0";1;"integral component of membrane, endoplasmic reticulum membrane";4,93827160493827e-05
"1473";1473;"Q7L5N7";"Q7L5N7-1";"PCAT2_HUMAN";"Lysophosphatidylcholine acyltransferase 2";"LPCAT2";2;2;"6.74925924766166E-5";2;0;2;0;"0";"0";0;"lipid particle, integral component of membrane, Golgi stack, Golgi membrane, endoplasmic reticulum membrane";9,87654320987654e-05
"1474";1474;"Q7LGA3";"Q7LGA3-2";"HS2ST_HUMAN";"Heparan sulfate 2-O-sulfotransferase 1";"HS2ST1";2;2;"1.03134748054156E-4";2;0;2;0;"0";"0";0;"integral component of membrane, Golgi membrane";9,87654320987654e-05
"1500";1500;"Q7Z6L1";"Q7Z6L1-2";"TCPR1_HUMAN";"Tectonin beta-propeller repeat-containing protein 1";"TECPR1";2;3;"4.72737815115186E-5";0;2;0;3;"0";"0";0;"integral component of membrane, lysosomal membrane, autophagic vacuole membrane, cytoplasmic vesicle";0,000148148148148148
"1510";1510;"Q86UQ4";"Q86UQ4-3";"ABCAD_HUMAN";"ATP-binding cassette sub-family A member 13";"ABCA13";2;2;"7.25898978000779E-6";2;0;2;0;"0";"0";0;"integral component of membrane";9,87654320987654e-05
"1511";1511;"Q86UQ4";"Q86UQ4-1";"ABCAD_HUMAN";"ATP-binding cassette sub-family A member 13";"ABCA13";2;4;"1.45179795600156E-5";0;2;0;4;"0";"0";0;"integral component of membrane";0,000197530864197531
"1512";1512;"Q86UW7";"Q86UW7-3";"CAPS2_HUMAN";"Calcium-dependent secretion activator 2";"CADPS2";2;2;"2.83302240025304E-5";2;0;2;0;"0";"0";0;"presynaptic membrane, postsynaptic membrane, cytoplasmic vesicle membrane, cell junction";9,87654320987654e-05
"1525";1525;"Q86VZ4";"Q86VZ4-1";"LRP11_HUMAN";"Low-density lipoprotein receptor-related protein 11";"LRP11";2;2;"7.34319406145589E-5";0;2;0;2;"0";"0";0;"integral component of membrane";9,87654320987654e-05
"1532";1532;"Q86YA3";"Q86YA3-1,Q86YA3-2";"CD021_HUMAN";"Uncharacterized protein C4orf21";"C4orf21";1;1;"1.72862383744253E-5";1;0;1;0;"0";"0";1;"integral component of membrane";4,93827160493827e-05
"1535";1535;"Q8IUA7";"Q8IUA7-1";"ABCA9_HUMAN";"ATP-binding cassette sub-family A member 9";"ABCA9";6;7;"7.91292463518953E-5";6;0;7;0;"0";"0";0;"integral component of membrane, mitochondrion";0,000345679012345679
"1539";1539;"Q8IVF2";"Q8IVF2-1";"AHNK2_HUMAN";"Protein AHNAK2";"AHNAK2";3;3;"9.50370240913186E-6";0;3;0;3;"0";"0";0;"T-tubule, costamere, nucleus, cytoplasmic vesicle membrane, Z disc";0,000148148148148148
"1540";1540;"Q8IVF2";"Q8IVF2-3";"AHNK2_HUMAN";"Protein AHNAK2";"AHNAK2";4;4;"1.26716032121758E-5";4;0;4;0;"0";"0";0;"T-tubule, costamere, nucleus, cytoplasmic vesicle membrane, Z disc";0,000197530864197531
"1542";1542;"Q8IVL0";"Q8IVL0-2";"NAV3_HUMAN";"Neuron navigator 3";"NAV3";3;3;"2.3091805224704E-5";0;3;0;3;"0";"0";0;"nuclear outer membrane";0,000148148148148148
"1549";1549;"Q8IWA4";"Q8IWA4-2";"MFN1_HUMAN";"Mitofusin-1";"MFN1";2;2;"4.95492176886362E-5";0;2;0;2;"0";"0";0;"mitochondrial outer membrane, integral component of membrane";9,87654320987654e-05
"1552";1552;"Q8IWX8";"Q8IWX8";"CHERP_HUMAN";"Calcium homeostasis endoplasmic reticulum protein";"CHERP";2;7;"1.40290279558382E-4";2;0;7;0;"2.82000822427073E-4";"0";0;"perinuclear region of cytoplasm, sarcoplasmic reticulum membrane";0,000345679012345679
"1553";1553;"Q8IWY9";"Q8IWY9-1";"CDAN1_HUMAN";"Codanin-1";"CDAN1";2;2;"2.99233661836018E-5";2;0;2;0;"0";"0";0;"nucleus, integral component of membrane, cytoplasm";9,87654320987654e-05
"1556";1556;"Q8IXK2";"Q8IXK2-1,Q8IXK2-2";"GLT12_HUMAN";"Polypeptide N-acetylgalactosaminyltransferase 12";"GALNT12";2;2;"3.15972205742508E-5";2;0;2;0;"0";"0";0;"integral component of membrane, Golgi membrane";9,87654320987654e-05
"1570";1570;"Q8N201";"Q8N201";"INT1_HUMAN";"Integrator complex subunit 1";"INTS1";6;6;"5.02958497359992E-5";6;0;6;0;"1.01100881934716E-4";"0";0;"nuclear membrane, integrator complex, integral component of membrane";0,000296296296296296
"1576";1576;"Q8N3I7";"Q8N3I7-1,Q8N3I7-2";"BBS5_HUMAN";"Bardet-Biedl syndrome 5 protein";"BBS5";2;3;"8.07536003825794E-5";2;0;3;0;"0";"0";0;"cytoplasm, ciliary basal body, BBSome, ciliary membrane";0,000148148148148148
"1581";1581;"Q8N5K1";"Q8N5K1";"CISD2_HUMAN";"CDGSH iron-sulfur domain-containing protein 2";"CISD2";1;1;"1.35985075212146E-4";1;0;1;0;"2.73346828934602E-4";"0";0;"mitochondrial outer membrane, protein complex, endoplasmic reticulum membrane, integral component of membrane";4,93827160493827e-05
