"";"ID";"AC";"Description";"Gene";"GSC.pos";"GSC.neg";"GSC.pos.norm";"GSC.neg.norm";"ratio";"sqrt.ratio"
"164";"KPYM_HUMAN";"P14618";"Pyruvate kinase isozymes M1/M2";"PKM";106;96;0,335443037974684;0,30379746835443;1,10416666666667;1,05079335107654
"165";"KTN1_HUMAN";"Q86UP2";"Kinectin";"KTN1";4;4;0,0126582278481013;0,0126582278481013;1;1
"166";"LAP2B_HUMAN";"P42167";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";8;30;0,0253164556962025;0,0949367088607595;0,266666666666667;0,516397779494322
"167";"LARP1_HUMAN";"Q6PKG0";"La-related protein 1";"LARP1";4;8;0,0126582278481013;0,0253164556962025;0,5;0,707106781186548
"168";"LAT1_HUMAN";"Q01650";"Large neutral amino acids transporter small subunit 1";"SLC7A5";6;2;0,0189873417721519;0,00632911392405063;3;1,73205080756888
"169";"LC7L2_HUMAN";"Q9Y383";"Putative RNA-binding protein Luc7-like 2";"LUC7L2";7;17;0,0221518987341772;0,0537974683544304;0,411764705882353;0,641688947919748
"170";"LDHA_HUMAN";"P00338";"L-lactate dehydrogenase A chain";"LDHA";30;36;0,0949367088607595;0,113924050632911;0,833333333333333;0,912870929175277
"171";"LDHB_HUMAN";"P07195";"L-lactate dehydrogenase B chain";"LDHB";24;25;0,0759493670886076;0,0791139240506329;0,96;0,979795897113271
"172";"LETM1_HUMAN";"O95202";"LETM1 and EF-hand domain-containing protein 1, mitochondrial";"LETM1";1;1;0,00316455696202532;0,00316455696202532;1;1
"173";"LEUK_HUMAN";"P16150";"Leukosialin";"SPN";28;1;0,0886075949367089;0,00316455696202532;28;5,29150262212918
"174";"LMNB1_HUMAN";"P20700";"Lamin-B1";"LMNB1";12;14;0,0379746835443038;0,0443037974683544;0,857142857142857;0,925820099772552
"175";"LPPRC_HUMAN";"P42704";"Leucine-rich PPR motif-containing protein, mitochondrial";"LRPPRC";4;2;0,0126582278481013;0,00632911392405063;2;1,4142135623731
"176";"LSM2_HUMAN";"Q9Y333";"U6 snRNA-associated Sm-like protein LSm2";"LSM2";2;2;0,00632911392405063;0,00632911392405063;1;1
"177";"LYRIC_HUMAN";"Q86UE4";"Protein LYRIC";"MTDH";15;5;0,0474683544303797;0,0158227848101266;3;1,73205080756888
"178";"MARCS_HUMAN";"P29966";"Myristoylated alanine-rich C-kinase substrate";"MARCKS";9;5;0,0284810126582278;0,0158227848101266;1,8;1,34164078649987
"179";"MCCA_HUMAN";"Q96RQ3";"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial";"MCCC1";197;209;0,623417721518987;0,661392405063291;0,942583732057416;0,970867515193199
"180";"MCCB_HUMAN";"Q9HCC0";"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial";"MCCC2";26;29;0,0822784810126582;0,0917721518987342;0,896551724137931;0,946864152947999
"181";"MCM3_HUMAN";"P25205";"DNA replication licensing factor MCM3";"MCM3";9;5;0,0284810126582278;0,0158227848101266;1,8;1,34164078649987
"182";"MCM4_HUMAN";"P33991";"DNA replication licensing factor MCM4";"MCM4";2;7;0,00632911392405063;0,0221518987341772;0,285714285714286;0,534522483824849
"183";"MCM5_HUMAN";"P33992";"DNA replication licensing factor MCM5";"MCM5";5;4;0,0158227848101266;0,0126582278481013;1,25;1,11803398874989
"184";"MCM6_HUMAN";"Q14566";"DNA replication licensing factor MCM6";"MCM6";7;7;0,0221518987341772;0,0221518987341772;1;1
"185";"MCM7_HUMAN";"P33993";"DNA replication licensing factor MCM7";"MCM7";3;4;0,00949367088607595;0,0126582278481013;0,75;0,866025403784439
"186";"MDHC_HUMAN";"P40925";"Malate dehydrogenase, cytoplasmic";"MDH1";8;10;0,0253164556962025;0,0316455696202532;0,8;0,894427190999916
"187";"MDHM_HUMAN";"P40926";"Malate dehydrogenase, mitochondrial";"MDH2";19;33;0,060126582278481;0,104430379746835;0,575757575757576;0,758786910639328
"188";"MOES_HUMAN";"P26038";"Moesin";"MSN";90;114;0,284810126582278;0,360759493670886;0,789473684210526;0,888523316638639
"189";"MPCP_HUMAN";"Q00325";"Phosphate carrier protein, mitochondrial";"SLC25A3";14;7;0,0443037974683544;0,0221518987341772;2;1,4142135623731
"190";"MT1G_HUMAN, MT1X_HUMAN, MT2_HUMAN";"P02795";"Metallothionein-1G, Metallothionein-1X, Metallothionein-2";"MT1G, MT1X, MT2A";10;4;0,0316455696202532;0,0126582278481013;2,5;1,58113883008419
"191";"MTA2_HUMAN";"O94776";"Metastasis-associated protein MTA2";"MTA2";3;3;0,00949367088607595;0,00949367088607595;1;1
"192";"MTPN_HUMAN";"P58546";"Myotrophin";"MTPN";1;3;0,00316455696202532;0,00949367088607595;0,333333333333333;0,577350269189626
"193";"MYH11_HUMAN";"P35749";"Myosin-11";"MYH11";1;3;0,00316455696202532;0,00949367088607595;0,333333333333333;0,577350269189626
"194";"MYH9_HUMAN";"P35579";"Myosin-9";"MYH9";102;120;0,322784810126582;0,379746835443038;0,85;0,921954445729289
"195";"NACA_HUMAN";"Q13765";"Nascent polypeptide-associated complex subunit alpha";"NACA";6;5;0,0189873417721519;0,0158227848101266;1,2;1,09544511501033
"196";"NASP_HUMAN";"P49321";"Nuclear autoantigenic sperm protein";"NASP";6;2;0,0189873417721519;0,00632911392405063;3;1,73205080756888
"197";"NB5R3_HUMAN";"P00387";"NADH-cytochrome b5 reductase 3";"CYB5R3";12;21;0,0379746835443038;0,0664556962025316;0,571428571428572;0,755928946018455
"198";"NDKA_HUMAN";"P15531";"Nucleoside diphosphate kinase A";"NME1";10;4;0,0316455696202532;0,0126582278481013;2,5;1,58113883008419
"199";"NNTM_HUMAN";"Q13423";"NAD(P) transhydrogenase, mitochondrial";"NNT";6;1;0,0189873417721519;0,00316455696202532;6;2,44948974278318
"200";"NONO_HUMAN";"Q15233";"Non-POU domain-containing octamer-binding protein";"NONO";14;11;0,0443037974683544;0,0348101265822785;1,27272727272727;1,12815214963553
"201";"NPM_HUMAN";"P06748";"Nucleophosmin";"NPM1";7;21;0,0221518987341772;0,0664556962025316;0,333333333333333;0,577350269189626
"202";"NUCL_HUMAN";"P19338";"Nucleolin";"NCL";70;83;0,221518987341772;0,262658227848101;0,843373493975904;0,918353686754675
"203";"NUDC_HUMAN";"Q9Y266";"Nuclear migration protein nudC";"NUDC";6;6;0,0189873417721519;0,0189873417721519;1;1
"204";"ODO2_HUMAN";"P36957";"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial";"DLST";4;2;0,0126582278481013;0,00632911392405063;2;1,4142135623731
"205";"ODPA_HUMAN";"P08559";"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial";"PDHA1";6;6;0,0189873417721519;0,0189873417721519;1;1
"206";"PA2G4_HUMAN";"Q9UQ80";"Proliferation-associated protein 2G4";"PA2G4";15;24;0,0474683544303797;0,0759493670886076;0,625;0,790569415042095
"207";"PABP1_HUMAN";"P11940";"Polyadenylate-binding protein 1";"PABPC1";13;21;0,0411392405063291;0,0664556962025316;0,619047619047619;0,786795792469443
"208";"PAIRB_HUMAN";"Q8NC51";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";27;23;0,0854430379746835;0,0727848101265823;1,17391304347826;1,08347267777192
"209";"PARK7_HUMAN";"Q99497";"Protein DJ-1";"PARK7";7;8;0,0221518987341772;0,0253164556962025;0,875;0,935414346693485
"210";"PARP1_HUMAN";"P09874";"Poly [ADP-ribose] polymerase 1";"PARP1";8;4;0,0253164556962025;0,0126582278481013;2;1,4142135623731
"211";"PCBP1_HUMAN";"Q15365";"Poly(rC)-binding protein 1";"PCBP1";14;16;0,0443037974683544;0,0506329113924051;0,875;0,935414346693485
"212";"PCBP2_HUMAN";"Q15366";"Poly(rC)-binding protein 2";"PCBP2";3;5;0,00949367088607595;0,0158227848101266;0,6;0,774596669241483
"213";"PCCA_HUMAN";"P05165";"Propionyl-CoA carboxylase alpha chain, mitochondrial";"PCCA";219;210;0,693037974683544;0,664556962025316;1,04285714285714;1,02120377146637
"214";"PCCB_HUMAN";"P05166";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";28;31;0,0886075949367089;0,0981012658227848;0,903225806451613;0,950381926622983
"215";"PCNA_HUMAN";"P12004";"Proliferating cell nuclear antigen";"PCNA";2;11;0,00632911392405063;0,0348101265822785;0,181818181818182;0,426401432711221
"216";"PCNP_HUMAN";"Q8WW12";"PEST proteolytic signal-containing nuclear protein";"PCNP";2;7;0,00632911392405063;0,0221518987341772;0,285714285714286;0,534522483824849
"217";"PDIA1_HUMAN";"P07237";"Protein disulfide-isomerase";"P4HB";7;14;0,0221518987341772;0,0443037974683544;0,5;0,707106781186548
"218";"PDIA3_HUMAN";"P30101";"Protein disulfide-isomerase A3";"PDIA3";25;34;0,0791139240506329;0,107594936708861;0,735294117647059;0,857492925712544
"219";"PDIA6_HUMAN";"Q15084";"Protein disulfide-isomerase A6";"PDIA6";9;11;0,0284810126582278;0,0348101265822785;0,818181818181818;0,904534033733291
"220";"PDIP3_HUMAN";"Q9BY77";"Polymerase delta-interacting protein 3";"POLDIP3";7;5;0,0221518987341772;0,0158227848101266;1,4;1,18321595661992
"221";"PEBP1_HUMAN";"P30086";"Phosphatidylethanolamine-binding protein 1";"PEBP1";11;17;0,0348101265822785;0,0537974683544304;0,647058823529412;0,804399666539844
"222";"PGAM1_HUMAN";"P18669";"Phosphoglycerate mutase 1";"PGAM1";4;25;0,0126582278481013;0,0791139240506329;0,16;0,4
"223";"PGK1_HUMAN";"P00558";"Phosphoglycerate kinase 1";"PGK1";122;113;0,386075949367089;0,357594936708861;1,07964601769911;1,03906016076987
"224";"PHB_HUMAN";"P35232";"Prohibitin";"PHB";10;6;0,0316455696202532;0,0189873417721519;1,66666666666667;1,29099444873581
"225";"PHB2_HUMAN";"Q99623";"Prohibitin-2";"PHB2";21;27;0,0664556962025316;0,0854430379746835;0,777777777777778;0,881917103688197
"226";"PIN4_HUMAN";"Q9Y237";"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4";"PIN4";1;2;0,00316455696202532;0,00632911392405063;0,5;0,707106781186548
"227";"PLSL_HUMAN";"P13796";"Plastin-2";"LCP1";36;47;0,113924050632911;0,14873417721519;0,765957446808511;0,875189948987367
"228";"PPIA_HUMAN";"P62937";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";32;51;0,10126582278481;0,161392405063291;0,627450980392157;0,792118034381339
"229";"PPIB_HUMAN";"P23284";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";13;15;0,0411392405063291;0,0474683544303797;0,866666666666667;0,930949336251263
"230";"PRDX1_HUMAN";"Q06830";"Peroxiredoxin-1";"PRDX1";36;36;0,113924050632911;0,113924050632911;1;1
"231";"PRDX2_HUMAN";"P32119";"Peroxiredoxin-2";"PRDX2";11;13;0,0348101265822785;0,0411392405063291;0,846153846153846;0,9198662110078
"232";"PRDX4_HUMAN";"Q13162";"Peroxiredoxin-4";"PRDX4";2;3;0,00632911392405063;0,00949367088607595;0,666666666666667;0,816496580927726
"233";"PRDX6_HUMAN";"P30041";"Peroxiredoxin-6";"PRDX6";10;16;0,0316455696202532;0,0506329113924051;0,625;0,790569415042095
"234";"PRKDC_HUMAN";"P78527";"DNA-dependent protein kinase catalytic subunit";"PRKDC";161;92;0,509493670886076;0,291139240506329;1,75;1,3228756555323
"235";"PROF1_HUMAN";"P07737";"Profilin-1";"PFN1";28;28;0,0886075949367089;0,0886075949367089;1;1
"236";"PSA1_HUMAN";"P25786";"Proteasome subunit alpha type-1";"PSMA1";3;14;0,00949367088607595;0,0443037974683544;0,214285714285714;0,462910049886276
"237";"PSB1_HUMAN";"P20618";"Proteasome subunit beta type-1";"PSMB1";1;4;0,00316455696202532;0,0126582278481013;0,25;0,5
"238";"PSB5_HUMAN";"P28074";"Proteasome subunit beta type-5";"PSMB5";2;2;0,00632911392405063;0,00632911392405063;1;1
"239";"PSMD2_HUMAN";"Q13200";"26S proteasome non-ATPase regulatory subunit 2";"PSMD2";2;2;0,00632911392405063;0,00632911392405063;1;1
"240";"PSMD3_HUMAN";"O43242";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";1;1;0,00316455696202532;0,00316455696202532;1;1
"241";"PSME1_HUMAN";"Q06323";"Proteasome activator complex subunit 1";"PSME1";8;9;0,0253164556962025;0,0284810126582278;0,888888888888889;0,942809041582063
"242";"PTBP1_HUMAN";"P26599";"Polypyrimidine tract-binding protein 1";"PTBP1";3;2;0,00949367088607595;0,00632911392405063;1,5;1,22474487139159
"243";"PTMA_HUMAN";"P06454";"Prothymosin alpha";"PTMA";11;20;0,0348101265822785;0,0632911392405063;0,55;0,741619848709566
"244";"PUR6_HUMAN";"P22234";"Multifunctional protein ADE2";"PAICS";6;5;0,0189873417721519;0,0158227848101266;1,2;1,09544511501033
"245";"PYC_HUMAN";"P11498";"Pyruvate carboxylase, mitochondrial";"PC";102;107;0,322784810126582;0,338607594936709;0,953271028037383;0,97635599452115
"246";"QCR1_HUMAN";"P31930";"Cytochrome b-c1 complex subunit 1, mitochondrial";"UQCRC1";4;5;0,0126582278481013;0,0158227848101266;0,8;0,894427190999916
"247";"QCR2_HUMAN";"P22695";"Cytochrome b-c1 complex subunit 2, mitochondrial";"UQCRC2";6;6;0,0189873417721519;0,0189873417721519;1;1
"248";"RAB1B_HUMAN";"Q9H0U4";"Ras-related protein Rab-1B";"RAB1B";2;4;0,00632911392405063;0,0126582278481013;0,5;0,707106781186548
"249";"RAB8A_HUMAN";"P61006";"Ras-related protein Rab-8A";"RAB8A";6;3;0,0189873417721519;0,00949367088607595;2;1,4142135623731
"250";"RAB8B_HUMAN";"Q92930";"Ras-related protein Rab-8B";"RAB8B";2;1;0,00632911392405063;0,00316455696202532;2;1,4142135623731
"251";"RAN_HUMAN";"P62826";"GTP-binding nuclear protein Ran";"RAN";9;12;0,0284810126582278;0,0379746835443038;0,75;0,866025403784439
"252";"RASL3_HUMAN";"Q86YV0";"RAS protein activator like-3";"RASAL3";6;17;0,0189873417721519;0,0537974683544304;0,352941176470588;0,594088525786005
"253";"RAVR1_HUMAN";"Q8IY67";"Ribonucleoprotein PTB-binding 1";"RAVER1";2;1;0,00632911392405063;0,00316455696202532;2;1,4142135623731
"254";"RBM14_HUMAN";"Q96PK6";"RNA-binding protein 14";"RBM14";8;10;0,0253164556962025;0,0316455696202532;0,8;0,894427190999916
"255";"RBM39_HUMAN";"Q14498";"RNA-binding protein 39";"RBM39";1;6;0,00316455696202532;0,0189873417721519;0,166666666666667;0,408248290463863
"256";"RCC2_HUMAN";"Q9P258";"Protein RCC2";"RCC2";12;13;0,0379746835443038;0,0411392405063291;0,923076923076923;0,960768922830523
"257";"RHOA_HUMAN";"P61586";"Transforming protein RhoA";"RHOA";14;18;0,0443037974683544;0,0569620253164557;0,777777777777778;0,881917103688197
"258";"RINI_HUMAN";"P13489";"Ribonuclease inhibitor";"RNH1";2;2;0,00632911392405063;0,00632911392405063;1;1
"259";"RL10_HUMAN";"P27635";"60S ribosomal protein L10";"RPL10";18;21;0,0569620253164557;0,0664556962025316;0,857142857142857;0,925820099772552
"260";"RL10A_HUMAN";"P62906";"60S ribosomal protein L10a";"RPL10A";11;13;0,0348101265822785;0,0411392405063291;0,846153846153846;0,9198662110078
"261";"RL11_HUMAN";"P62913";"60S ribosomal protein L11";"RPL11";9;9;0,0284810126582278;0,0284810126582278;1;1
"262";"RL12_HUMAN";"P30050";"60S ribosomal protein L12";"RPL12";13;7;0,0411392405063291;0,0221518987341772;1,85714285714286;1,36277028773849
"263";"RL13_HUMAN";"P26373";"60S ribosomal protein L13";"RPL13";23;26;0,0727848101265823;0,0822784810126582;0,884615384615385;0,94053994312596
"264";"RL14_HUMAN";"P50914";"60S ribosomal protein L14";"RPL14";16;29;0,0506329113924051;0,0917721518987342;0,551724137931034;0,742781352708207
"265";"RL15_HUMAN";"P61313";"60S ribosomal protein L15";"RPL15";15;24;0,0474683544303797;0,0759493670886076;0,625;0,790569415042095
"266";"RL17_HUMAN";"P18621";"60S ribosomal protein L17";"RPL17";9;11;0,0284810126582278;0,0348101265822785;0,818181818181818;0,904534033733291
"267";"RL18_HUMAN";"Q07020";"60S ribosomal protein L18";"RPL18";16;21;0,0506329113924051;0,0664556962025316;0,761904761904762;0,87287156094397
"268";"RL18A_HUMAN";"Q02543";"60S ribosomal protein L18a";"RPL18A";11;22;0,0348101265822785;0,069620253164557;0,5;0,707106781186548
"269";"RL19_HUMAN";"P84098";"60S ribosomal protein L19";"RPL19";7;15;0,0221518987341772;0,0474683544303797;0,466666666666667;0,683130051063973
"270";"RL23_HUMAN";"P62829";"60S ribosomal protein L23";"RPL23";21;24;0,0664556962025316;0,0759493670886076;0,875;0,935414346693485
"271";"RL23A_HUMAN";"P62750";"60S ribosomal protein L23a";"RPL23A";8;13;0,0253164556962025;0,0411392405063291;0,615384615384615;0,784464540552736
"272";"RL24_HUMAN";"P83731";"60S ribosomal protein L24";"RPL24";20;20;0,0632911392405063;0,0632911392405063;1;1
"273";"RL26_HUMAN";"P61254";"60S ribosomal protein L26";"RPL26";6;17;0,0189873417721519;0,0537974683544304;0,352941176470588;0,594088525786005
"274";"RL27_HUMAN";"P61353";"60S ribosomal protein L27";"RPL27";7;17;0,0221518987341772;0,0537974683544304;0,411764705882353;0,641688947919748
"275";"RL27A_HUMAN";"P46776";"60S ribosomal protein L27a";"RPL27A";8;10;0,0253164556962025;0,0316455696202532;0,8;0,894427190999916
"276";"RL28_HUMAN";"P46779";"60S ribosomal protein L28";"RPL28";19;22;0,060126582278481;0,069620253164557;0,863636363636364;0,929320377284585
"277";"RL29_HUMAN";"P47914";"60S ribosomal protein L29";"RPL29";9;2;0,0284810126582278;0,00632911392405063;4,5;2,12132034355964
"278";"RL3_HUMAN";"P39023";"60S ribosomal protein L3";"RPL3";27;42;0,0854430379746835;0,132911392405063;0,642857142857143;0,801783725737273
"279";"RL31_HUMAN";"P62899";"60S ribosomal protein L31";"RPL31";11;13;0,0348101265822785;0,0411392405063291;0,846153846153846;0,9198662110078
"280";"RL32_HUMAN";"P62910";"60S ribosomal protein L32";"RPL32";2;3;0,00632911392405063;0,00949367088607595;0,666666666666667;0,816496580927726
"281";"RL34_HUMAN";"P49207";"60S ribosomal protein L34";"RPL34";13;7;0,0411392405063291;0,0221518987341772;1,85714285714286;1,36277028773849
"282";"RL35_HUMAN";"P42766";"60S ribosomal protein L35";"RPL35";5;3;0,0158227848101266;0,00949367088607595;1,66666666666667;1,29099444873581
"283";"RL35A_HUMAN";"P18077";"60S ribosomal protein L35a";"RPL35A";8;9;0,0253164556962025;0,0284810126582278;0,888888888888889;0,942809041582063
"284";"RL36_HUMAN";"Q9Y3U8";"60S ribosomal protein L36";"RPL36";9;6;0,0284810126582278;0,0189873417721519;1,5;1,22474487139159
"285";"RL38_HUMAN";"P63173";"60S ribosomal protein L38";"RPL38";11;8;0,0348101265822785;0,0253164556962025;1,375;1,17260393995586
"286";"RL4_HUMAN";"P36578";"60S ribosomal protein L4";"RPL4";23;35;0,0727848101265823;0,110759493670886;0,657142857142857;0,810643483377778
"287";"RL40_HUMAN";"P62987";"Ubiquitin-60S ribosomal protein L40";"UBA52";23;5;0,0727848101265823;0,0158227848101266;4,6;2,14476105895272
"288";"RL5_HUMAN";"P46777";"60S ribosomal protein L5";"RPL5";8;22;0,0253164556962025;0,069620253164557;0,363636363636364;0,603022689155527
"289";"RL6_HUMAN";"Q02878";"60S ribosomal protein L6";"RPL6";26;30;0,0822784810126582;0,0949367088607595;0,866666666666667;0,930949336251263
"290";"RL7_HUMAN";"P18124";"60S ribosomal protein L7";"RPL7";12;23;0,0379746835443038;0,0727848101265823;0,521739130434783;0,722315118514615
"291";"RL7A_HUMAN";"P62424";"60S ribosomal protein L7a";"RPL7A";23;25;0,0727848101265823;0,0791139240506329;0,92;0,959166304662544
"292";"RL8_HUMAN";"P62917";"60S ribosomal protein L8";"RPL8";17;23;0,0537974683544304;0,0727848101265823;0,739130434782609;0,859726953621095
"293";"RL9_HUMAN";"P32969";"60S ribosomal protein L9";"RPL9,RPL9P8,RPL9P7,RPL9P9";2;4;0,00632911392405063;0,0126582278481013;0,5;0,707106781186548
"294";"RLA0_HUMAN, RLA0L_HUMAN";"P05388";"60S acidic ribosomal protein P0, 60S acidic ribosomal protein P0-like";"RPLP0, RPLP0P6";10;11;0,0316455696202532;0,0348101265822785;0,909090909090909;0,953462589245592
"295";"RLA2_HUMAN";"P05387";"60S acidic ribosomal protein P2";"RPLP2";3;4;0,00949367088607595;0,0126582278481013;0,75;0,866025403784439
"296";"RM14_HUMAN";"Q6P1L8";"39S ribosomal protein L14, mitochondrial";"MRPL14";6;6;0,0189873417721519;0,0189873417721519;1;1
"297";"ROA1_HUMAN";"P09651";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";15;27;0,0474683544303797;0,0854430379746835;0,555555555555556;0,74535599249993
"298";"ROA2_HUMAN";"P22626";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";6;20;0,0189873417721519;0,0632911392405063;0,3;0,547722557505166
"299";"ROA3_HUMAN";"P51991";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";2;9;0,00632911392405063;0,0284810126582278;0,222222222222222;0,471404520791032
"300";"ROAA_HUMAN";"Q99729";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";5;3;0,0158227848101266;0,00949367088607595;1,66666666666667;1,29099444873581
"301";"RPN1_HUMAN";"P04843";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";9;22;0,0284810126582278;0,069620253164557;0,409090909090909;0,639602149066831
"302";"RPN2_HUMAN";"P04844";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";1;5;0,00316455696202532;0,0158227848101266;0,2;0,447213595499958
"303";"RRBP1_HUMAN";"Q9P2E9";"Ribosome-binding protein 1";"RRBP1";9;3;0,0284810126582278;0,00949367088607595;3;1,73205080756888
"304";"RS10_HUMAN";"P46783";"40S ribosomal protein S10";"RPS10";7;10;0,0221518987341772;0,0316455696202532;0,7;0,836660026534076
"305";"RS11_HUMAN";"P62280";"40S ribosomal protein S11";"RPS11";13;20;0,0411392405063291;0,0632911392405063;0,65;0,806225774829855
"306";"RS14_HUMAN";"P62263";"40S ribosomal protein S14";"RPS14";16;14;0,0506329113924051;0,0443037974683544;1,14285714285714;1,0690449676497
"307";"RS15_HUMAN";"P62841";"40S ribosomal protein S15";"RPS15";4;5;0,0126582278481013;0,0158227848101266;0,8;0,894427190999916
"308";"RS15A_HUMAN";"P62244";"40S ribosomal protein S15a";"RPS15A";8;12;0,0253164556962025;0,0379746835443038;0,666666666666667;0,816496580927726
"309";"RS16_HUMAN";"P62249";"40S ribosomal protein S16";"RPS16";18;15;0,0569620253164557;0,0474683544303797;1,2;1,09544511501033
"310";"RS17_HUMAN, RS17L_HUMAN";"P08708";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";7;13;0,0221518987341772;0,0411392405063291;0,538461538461539;0,733799385705343
"311";"RS18_HUMAN";"P62269";"40S ribosomal protein S18";"RPS18";22;24;0,069620253164557;0,0759493670886076;0,916666666666667;0,957427107756338
"312";"RS19_HUMAN";"P39019";"40S ribosomal protein S19";"RPS19";8;9;0,0253164556962025;0,0284810126582278;0,888888888888889;0,942809041582063
"313";"RS2_HUMAN";"P15880";"40S ribosomal protein S2";"RPS2";19;31;0,060126582278481;0,0981012658227848;0,612903225806452;0,782881361258813
"314";"RS20_HUMAN";"P60866";"40S ribosomal protein S20";"RPS20";8;14;0,0253164556962025;0,0443037974683544;0,571428571428571;0,755928946018454
"315";"RS23_HUMAN";"P62266";"40S ribosomal protein S23";"RPS23";5;7;0,0158227848101266;0,0221518987341772;0,714285714285714;0,845154254728517
"316";"RS24_HUMAN";"P62847";"40S ribosomal protein S24";"RPS24";4;10;0,0126582278481013;0,0316455696202532;0,4;0,632455532033676
"317";"RS25_HUMAN";"P62851";"40S ribosomal protein S25";"RPS25";7;8;0,0221518987341772;0,0253164556962025;0,875;0,935414346693485
"318";"RS26_HUMAN";"P62854";"40S ribosomal protein S26";"RPS26";12;12;0,0379746835443038;0,0379746835443038;1;1
"319";"RS27_HUMAN";"P42677";"40S ribosomal protein S27";"RPS27";5;4;0,0158227848101266;0,0126582278481013;1,25;1,11803398874989
"320";"RS28_HUMAN";"P62857";"40S ribosomal protein S28";"RPS28";2;8;0,00632911392405063;0,0253164556962025;0,25;0,5
"321";"RS29_HUMAN";"P62273";"40S ribosomal protein S29";"RPS29";5;4;0,0158227848101266;0,0126582278481013;1,25;1,11803398874989
"322";"RS3_HUMAN";"P23396";"40S ribosomal protein S3";"RPS3";20;22;0,0632911392405063;0,069620253164557;0,909090909090909;0,953462589245592
"323";"RS3A_HUMAN";"P61247";"40S ribosomal protein S3a";"RPS3A";23;27;0,0727848101265823;0,0854430379746835;0,851851851851852;0,922958206990897
"324";"RS4X_HUMAN";"P62701";"40S ribosomal protein S4, X isoform";"RPS4X";35;48;0,110759493670886;0,151898734177215;0,729166666666667;0,853912563829966
"325";"RS5_HUMAN";"P46782";"40S ribosomal protein S5";"RPS5";9;16;0,0284810126582278;0,0506329113924051;0,5625;0,75
"326";"RS6_HUMAN";"P62753";"40S ribosomal protein S6";"RPS6";23;21;0,0727848101265823;0,0664556962025316;1,0952380952381;1,04653623694457
"327";"RS7_HUMAN";"P62081";"40S ribosomal protein S7";"RPS7";9;3;0,0284810126582278;0,00949367088607595;3;1,73205080756888
"328";"RS8_HUMAN";"P62241";"40S ribosomal protein S8";"RPS8";18;17;0,0569620253164557;0,0537974683544304;1,05882352941176;1,02899151085505
"329";"RS9_HUMAN";"P46781";"40S ribosomal protein S9";"RPS9";19;20;0,060126582278481;0,0632911392405063;0,95;0,974679434480896
"330";"RSSA_HUMAN";"P08865";"40S ribosomal protein SA";"RPSA";4;4;0,0126582278481013;0,0126582278481013;1;1
"331";"RUXF_HUMAN";"P62306";"Small nuclear ribonucleoprotein F";"SNRPF";3;4;0,00949367088607595;0,0126582278481013;0,75;0,866025403784439
"332";"SEPT7_HUMAN";"Q16181";"Septin-7";"SEPT7";8;11;0,0253164556962025;0,0348101265822785;0,727272727272727;0,852802865422442
"333";"SERA_HUMAN";"O43175";"D-3-phosphoglycerate dehydrogenase";"PHGDH";12;12;0,0379746835443038;0,0379746835443038;1;1
"334";"SF3B1_HUMAN";"O75533";"Splicing factor 3B subunit 1";"SF3B1";2;3;0,00632911392405063;0,00949367088607595;0,666666666666667;0,816496580927726
"335";"SF3B2_HUMAN";"Q13435";"Splicing factor 3B subunit 2";"SF3B2";5;3;0,0158227848101266;0,00949367088607595;1,66666666666667;1,29099444873581
"336";"SFPQ_HUMAN";"P23246";"Splicing factor, proline- and glutamine-rich";"SFPQ";12;15;0,0379746835443038;0,0474683544303797;0,8;0,894427190999916
"337";"SH3L3_HUMAN";"Q9H299";"SH3 domain-binding glutamic acid-rich-like protein 3";"SH3BGRL3";1;1;0,00316455696202532;0,00316455696202532;1;1
"338";"SMC4_HUMAN";"Q9NTJ3";"Structural maintenance of chromosomes protein 4";"SMC4";4;2;0,0126582278481013;0,00632911392405063;2;1,4142135623731
"339";"SND1_HUMAN";"Q7KZF4";"Staphylococcal nuclease domain-containing protein 1";"SND1";14;13;0,0443037974683544;0,0411392405063291;1,07692307692308;1,03774904332554
"340";"SRP72_HUMAN";"O76094";"Signal recognition particle 72 kDa protein";"SRP72";3;9;0,00949367088607595;0,0284810126582278;0,333333333333333;0,577350269189626
