"";"ID";"AC";"Description";"Gene";"GSC.pos";"GSC.neg";"GSC.pos.norm";"GSC.neg.norm";"ratio";"sqrt.ratio"
"169";"IF2G_HUMAN";"P41091";"Eukaryotic translation initiation factor 2 subunit 3";"EIF2S3";6;3;0,0258620689655172;0,0129310344827586;2;1,4142135623731
"170";"IF2P_HUMAN";"O60841";"Eukaryotic translation initiation factor 5B";"EIF5B";4;2;0,0172413793103448;0,00862068965517241;2;1,4142135623731
"171";"IF4A1_HUMAN";"P60842";"Eukaryotic initiation factor 4A-I";"EIF4A1";10;8;0,0431034482758621;0,0344827586206897;1,25;1,11803398874989
"172";"IF4A3_HUMAN";"P38919";"Eukaryotic initiation factor 4A-III";"EIF4A3";7;7;0,0301724137931034;0,0301724137931034;1;1
"173";"IF4B_HUMAN";"P23588";"Eukaryotic translation initiation factor 4B";"EIF4B";14;9;0,0603448275862069;0,0387931034482759;1,55555555555556;1,24721912892465
"174";"IF4G1_HUMAN";"Q04637";"Eukaryotic translation initiation factor 4 gamma 1";"EIF4G1";14;20;0,0603448275862069;0,0862068965517241;0,7;0,836660026534076
"175";"IF4G2_HUMAN";"P78344";"Eukaryotic translation initiation factor 4 gamma 2";"EIF4G2";1;2;0,00431034482758621;0,00862068965517241;0,5;0,707106781186548
"176";"IF4H_HUMAN";"Q15056";"Eukaryotic translation initiation factor 4H";"EIF4H";1;2;0,00431034482758621;0,00862068965517241;0,5;0,707106781186548
"177";"IFM1_HUMAN, IFM2_HUMAN, IFM3_HUMAN";"P13164";"Interferon-induced transmembrane protein 1, Interferon-induced transmembrane protein 2, Interferon-induced transmembrane protein 3";"IFITM1, IFITM2, IFITM3";4;3;0,0172413793103448;0,0129310344827586;1,33333333333333;1,15470053837925
"178";"ILF2_HUMAN";"Q12905";"Interleukin enhancer-binding factor 2";"ILF2";18;13;0,0775862068965517;0,0560344827586207;1,38461538461538;1,1766968108291
"179";"ILF3_HUMAN";"Q12906";"Interleukin enhancer-binding factor 3";"ILF3";29;22;0,125;0,0948275862068965;1,31818181818182;1,1481209945741
"180";"ILVBL_HUMAN";"A1L0T0";"Acetolactate synthase-like protein";"ILVBL";2;1;0,00862068965517241;0,00431034482758621;2;1,4142135623731
"181";"IMB1_HUMAN";"Q14974";"Importin subunit beta-1";"KPNB1";40;11;0,172413793103448;0,0474137931034483;3,63636363636364;1,90692517849118
"182";"IMDH2_HUMAN";"P12268";"Inosine-5'-monophosphate dehydrogenase 2";"IMPDH2";5;4;0,021551724137931;0,0172413793103448;1,25;1,11803398874989
"183";"IQGA1_HUMAN";"P46940";"Ras GTPase-activating-like protein IQGAP1";"IQGAP1";18;9;0,0775862068965517;0,0387931034482759;2;1,4142135623731
"184";"IQGA2_HUMAN";"Q13576";"Ras GTPase-activating-like protein IQGAP2";"IQGAP2";2;2;0,00862068965517241;0,00862068965517241;1;1
"185";"K1967_HUMAN";"Q8N163";"DBIRD complex subunit KIAA1967";"KIAA1967";15;21;0,0646551724137931;0,0905172413793103;0,714285714285714;0,845154254728517
"186";"K1C10_HUMAN";"P13645";"Keratin, type I cytoskeletal 10";"KRT10";54;71;0,232758620689655;0,306034482758621;0,76056338028169;0,872102849600717
"188";"K1C15_HUMAN";"P19012";"Keratin, type I cytoskeletal 15";"KRT15";2;2;0,00862068965517241;0,00862068965517241;1;1
"189";"K1C9_HUMAN";"P35527";"Keratin, type I cytoskeletal 9";"KRT9";53;61;0,228448275862069;0,262931034482759;0,868852459016394;0,932122555792098
"190";"K22E_HUMAN";"P35908";"Keratin, type II cytoskeletal 2 epidermal";"KRT2";23;44;0,0991379310344828;0,189655172413793;0,522727272727273;0,722998805481221
"192";"K2C1_HUMAN";"P04264";"Keratin, type II cytoskeletal 1";"KRT1";38;70;0,163793103448276;0,301724137931034;0,542857142857143;0,736788397613007
"193";"K2C5_HUMAN";"P13647";"Keratin, type II cytoskeletal 5";"KRT5";3;23;0,0129310344827586;0,0991379310344828;0,130434782608696;0,361157559257308
"194";"K2C6B_HUMAN";"P04259";"Keratin, type II cytoskeletal 6B";"KRT6B";0;5;0;0,021551724137931;0;0
"196";"K6PL_HUMAN";"P17858";"6-phosphofructokinase, liver type";"PFKL";6;5;0,0258620689655172;0,021551724137931;1,2;1,09544511501033
"197";"K6PP_HUMAN";"Q01813";"6-phosphofructokinase type C";"PFKP";27;17;0,116379310344828;0,0732758620689655;1,58823529411765;1,26025207562521
"198";"KHDR1_HUMAN";"Q07666";"KH domain-containing, RNA-binding, signal transduction-associated protein 1";"KHDRBS1";11;7;0,0474137931034483;0,0301724137931034;1,57142857142857;1,25356634105602
"199";"KIF11_HUMAN";"P52732";"Kinesin-like protein KIF11";"KIF11";1;1;0,00431034482758621;0,00431034482758621;1;1
"200";"KPYM_HUMAN";"P14618";"Pyruvate kinase isozymes M1/M2";"PKM";81;47;0,349137931034483;0,202586206896552;1,72340425531915;1,31278492348105
"201";"LAP2B_HUMAN";"P42167";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";4;8;0,0172413793103448;0,0344827586206897;0,5;0,707106781186548
"202";"LAP2B_HUMAN";"P42167";"Lamina-associated polypeptide 2, isoforms beta/gamma";"TMPO";2;8;0,00862068965517241;0,0344827586206897;0,25;0,5
"203";"LARP1_HUMAN";"Q6PKG0";"La-related protein 1";"LARP1";10;6;0,0431034482758621;0,0258620689655172;1,66666666666667;1,29099444873581
"204";"LAT1_HUMAN";"Q01650";"Large neutral amino acids transporter small subunit 1";"SLC7A5";10;2;0,0431034482758621;0,00862068965517241;5;2,23606797749979
"205";"LDHA_HUMAN";"P00338";"L-lactate dehydrogenase A chain";"LDHA";21;10;0,0905172413793103;0,0431034482758621;2,1;1,44913767461894
"206";"LDHB_HUMAN";"P07195";"L-lactate dehydrogenase B chain";"LDHB";14;8;0,0603448275862069;0,0344827586206897;1,75;1,3228756555323
"207";"LMNB1_HUMAN";"P20700";"Lamin-B1";"LMNB1";40;8;0,172413793103448;0,0344827586206897;5;2,23606797749979
"208";"LRC47_HUMAN";"Q8N1G4";"Leucine-rich repeat-containing protein 47";"LRRC47";6;1;0,0258620689655172;0,00431034482758621;6;2,44948974278318
"209";"LRC59_HUMAN";"Q96AG4";"Leucine-rich repeat-containing protein 59";"LRRC59";2;1;0,00862068965517241;0,00431034482758621;2;1,4142135623731
"210";"LRRF1_HUMAN";"Q32MZ4";"Leucine-rich repeat flightless-interacting protein 1";"LRRFIP1";2;4;0,00862068965517241;0,0172413793103448;0,5;0,707106781186548
"211";"LSM2_HUMAN";"Q9Y333";"U6 snRNA-associated Sm-like protein LSm2";"LSM2";2;2;0,00862068965517241;0,00862068965517241;1;1
"212";"LYAR_HUMAN";"Q9NX58";"Cell growth-regulating nucleolar protein";"LYAR";8;6;0,0344827586206897;0,0258620689655172;1,33333333333333;1,15470053837925
"213";"LYRIC_HUMAN";"Q86UE4";"Protein LYRIC";"MTDH";19;11;0,0818965517241379;0,0474137931034483;1,72727272727273;1,31425748134554
"214";"MAP4_HUMAN";"P27816";"Microtubule-associated protein 4";"MAP4";6;8;0,0258620689655172;0,0344827586206897;0,75;0,866025403784439
"215";"MARCS_HUMAN";"P29966";"Myristoylated alanine-rich C-kinase substrate";"MARCKS";4;2;0,0172413793103448;0,00862068965517241;2;1,4142135623731
"216";"MATR3_HUMAN";"P43243";"Matrin-3";"MATR3";34;36;0,146551724137931;0,155172413793103;0,944444444444444;0,97182531580755
"217";"MBB1A_HUMAN";"Q9BQG0";"Myb-binding protein 1A";"MYBBP1A";2;2;0,00862068965517241;0,00862068965517241;1;1
"218";"MCCA_HUMAN";"Q96RQ3";"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial";"MCCC1";28;30;0,120689655172414;0,129310344827586;0,933333333333333;0,966091783079296
"219";"MCCB_HUMAN";"Q9HCC0";"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial";"MCCC2";43;58;0,185344827586207;0,25;0,741379310344828;0,861033861323019
"220";"MCM2_HUMAN";"P49736";"DNA replication licensing factor MCM2";"MCM2";5;4;0,021551724137931;0,0172413793103448;1,25;1,11803398874989
"221";"MCM3_HUMAN";"P25205";"DNA replication licensing factor MCM3";"MCM3";7;4;0,0301724137931034;0,0172413793103448;1,75;1,3228756555323
"222";"MCM6_HUMAN";"Q14566";"DNA replication licensing factor MCM6";"MCM6";2;2;0,00862068965517241;0,00862068965517241;1;1
"223";"MCM7_HUMAN";"P33993";"DNA replication licensing factor MCM7";"MCM7";6;3;0,0258620689655172;0,0129310344827586;2;1,4142135623731
"224";"MDHM_HUMAN";"P40926";"Malate dehydrogenase, mitochondrial";"MDH2";58;35;0,25;0,150862068965517;1,65714285714286;1,28730060869358
"225";"MOES_HUMAN";"P26038";"Moesin";"MSN";59;52;0,254310344827586;0,224137931034483;1,13461538461538;1,06518326339433
"226";"MOT4_HUMAN";"O15427";"Monocarboxylate transporter 4";"SLC16A3";12;1;0,0517241379310345;0,00431034482758621;12;3,46410161513775
"227";"MPCP_HUMAN";"Q00325";"Phosphate carrier protein, mitochondrial";"SLC25A3";17;4;0,0732758620689655;0,0172413793103448;4,25;2,06155281280883
"228";"MYH9_HUMAN";"P35579";"Myosin-9";"MYH9";62;46;0,267241379310345;0,198275862068966;1,34782608695652;1,16095912372336
"229";"NACA_HUMAN";"Q13765";"Nascent polypeptide-associated complex subunit alpha";"NACA";4;2;0,0172413793103448;0,00862068965517241;2;1,4142135623731
"230";"NDUA4_HUMAN";"O00483";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4";"NDUFA4";7;4;0,0301724137931034;0,0172413793103448;1,75;1,3228756555323
"231";"NDUS3_HUMAN";"O75489";"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial";"NDUFS3";7;5;0,0301724137931034;0,021551724137931;1,4;1,18321595661992
"232";"NH2L1_HUMAN";"P55769";"NHP2-like protein 1";"NHP2L1";2;2;0,00862068965517241;0,00862068965517241;1;1
"233";"NONO_HUMAN";"Q15233";"Non-POU domain-containing octamer-binding protein";"NONO";27;25;0,116379310344828;0,107758620689655;1,08;1,03923048454133
"234";"NOP2_HUMAN";"P46087";"Putative ribosomal RNA methyltransferase NOP2";"NOP2";4;6;0,0172413793103448;0,0258620689655172;0,666666666666667;0,816496580927726
"235";"NOP56_HUMAN";"O00567";"Nucleolar protein 56";"NOP56";10;5;0,0431034482758621;0,021551724137931;2;1,4142135623731
"236";"NOP58_HUMAN";"Q9Y2X3";"Nucleolar protein 58";"NOP58";7;2;0,0301724137931034;0,00862068965517241;3,5;1,87082869338697
"237";"NPM_HUMAN";"P06748";"Nucleophosmin";"NPM1";40;30;0,172413793103448;0,129310344827586;1,33333333333333;1,15470053837925
"238";"NU214_HUMAN";"P35658";"Nuclear pore complex protein Nup214";"NUP214";3;1;0,0129310344827586;0,00431034482758621;3;1,73205080756888
"239";"NUCL_HUMAN";"P19338";"Nucleolin";"NCL";47;35;0,202586206896552;0,150862068965517;1,34285714285714;1,15881713089561
"240";"ODO1_HUMAN";"Q02218";"2-oxoglutarate dehydrogenase, mitochondrial";"OGDH";3;4;0,0129310344827586;0,0172413793103448;0,75;0,866025403784439
"241";"ODO2_HUMAN";"P36957";"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial";"DLST";6;8;0,0258620689655172;0,0344827586206897;0,75;0,866025403784439
"242";"ODPB_HUMAN";"P11177";"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial";"PDHB";4;5;0,0172413793103448;0,021551724137931;0,8;0,894427190999916
"243";"OST48_HUMAN";"P39656";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit";"DDOST";4;4;0,0172413793103448;0,0172413793103448;1;1
"244";"OSTC_HUMAN";"Q9NRP0";"Oligosaccharyltransferase complex subunit OSTC";"OSTC";2;1;0,00862068965517241;0,00431034482758621;2;1,4142135623731
"245";"PA2G4_HUMAN";"Q9UQ80";"Proliferation-associated protein 2G4";"PA2G4";29;31;0,125;0,133620689655172;0,935483870967742;0,967204151649352
"246";"PABP1_HUMAN";"P11940";"Polyadenylate-binding protein 1";"PABPC1";28;10;0,120689655172414;0,0431034482758621;2,8;1,67332005306815
"247";"PAIRB_HUMAN";"Q8NC51";"Plasminogen activator inhibitor 1 RNA-binding protein";"SERBP1";36;36;0,155172413793103;0,155172413793103;1;1
"248";"PARP1_HUMAN";"P09874";"Poly [ADP-ribose] polymerase 1";"PARP1";37;7;0,15948275862069;0,0301724137931034;5,28571428571429;2,29906813420444
"249";"PCBP1_HUMAN";"Q15365";"Poly(rC)-binding protein 1";"PCBP1";8;11;0,0344827586206897;0,0474137931034483;0,727272727272727;0,852802865422442
"250";"PCCA_HUMAN";"P05165";"Propionyl-CoA carboxylase alpha chain, mitochondrial";"PCCA";1;2;0,00431034482758621;0,00862068965517241;0,5;0,707106781186548
"251";"PCCB_HUMAN";"P05166";"Propionyl-CoA carboxylase beta chain, mitochondrial";"PCCB";44;58;0,189655172413793;0,25;0,758620689655172;0,870988340711385
"252";"PCNA_HUMAN";"P12004";"Proliferating cell nuclear antigen";"PCNA";8;3;0,0344827586206897;0,0129310344827586;2,66666666666667;1,63299316185545
"253";"PCNP_HUMAN";"Q8WW12";"PEST proteolytic signal-containing nuclear protein";"PCNP";2;5;0,00862068965517241;0,021551724137931;0,4;0,632455532033676
"254";"PGK1_HUMAN";"P00558";"Phosphoglycerate kinase 1";"PGK1";29;57;0,125;0,245689655172414;0,508771929824561;0,713282503517759
"255";"PHB_HUMAN";"P35232";"Prohibitin";"PHB";8;4;0,0344827586206897;0,0172413793103448;2;1,4142135623731
"256";"PHB2_HUMAN";"Q99623";"Prohibitin-2";"PHB2";8;4;0,0344827586206897;0,0172413793103448;2;1,4142135623731
"257";"PHF6_HUMAN";"Q8IWS0";"PHD finger protein 6";"PHF6";7;2;0,0301724137931034;0,00862068965517241;3,5;1,87082869338697
"258";"PIMT_HUMAN";"P22061";"Protein-L-isoaspartate(D-aspartate) O-methyltransferase";"PCMT1";14;20;0,0603448275862069;0,0862068965517241;0,7;0,836660026534076
"259";"PLSL_HUMAN";"P13796";"Plastin-2";"LCP1";6;4;0,0258620689655172;0,0172413793103448;1,5;1,22474487139159
"260";"PPIA_HUMAN";"P62937";"Peptidyl-prolyl cis-trans isomerase A";"PPIA";11;9;0,0474137931034483;0,0387931034482759;1,22222222222222;1,10554159678513
"261";"PPIB_HUMAN";"P23284";"Peptidyl-prolyl cis-trans isomerase B";"PPIB";39;29;0,168103448275862;0,125;1,3448275862069;1,1596670152276
"262";"PRAF3_HUMAN";"O75915";"PRA1 family protein 3";"ARL6IP5";5;4;0,021551724137931;0,0172413793103448;1,25;1,11803398874989
"263";"PRDX1_HUMAN";"Q06830";"Peroxiredoxin-1";"PRDX1";24;29;0,103448275862069;0,125;0,827586206896552;0,909717652294684
"264";"PRDX2_HUMAN";"P32119";"Peroxiredoxin-2";"PRDX2";9;8;0,0387931034482759;0,0344827586206897;1,125;1,06066017177982
"265";"PRDX6_HUMAN";"P30041";"Peroxiredoxin-6";"PRDX6";6;2;0,0258620689655172;0,00862068965517241;3;1,73205080756888
"266";"PRKDC_HUMAN";"P78527";"DNA-dependent protein kinase catalytic subunit";"PRKDC";142;47;0,612068965517241;0,202586206896552;3,02127659574468;1,73818198004256
"267";"PROF1_HUMAN";"P07737";"Profilin-1";"PFN1";6;8;0,0258620689655172;0,0344827586206897;0,75;0,866025403784439
"268";"PRP19_HUMAN";"Q9UMS4";"Pre-mRNA-processing factor 19";"PRPF19";12;12;0,0517241379310345;0,0517241379310345;1;1
"269";"PRP8_HUMAN";"Q6P2Q9";"Pre-mRNA-processing-splicing factor 8";"PRPF8";15;17;0,0646551724137931;0,0732758620689655;0,882352941176471;0,939336436627724
"270";"PRPS1_HUMAN";"P60891";"Ribose-phosphate pyrophosphokinase 1";"PRPS1";7;8;0,0301724137931034;0,0344827586206897;0,875;0,935414346693485
"271";"PRS4_HUMAN";"P62191";"26S protease regulatory subunit 4";"PSMC1";6;7;0,0258620689655172;0,0301724137931034;0,857142857142857;0,925820099772551
"272";"PRS6A_HUMAN";"P17980";"26S protease regulatory subunit 6A";"PSMC3";1;6;0,00431034482758621;0,0258620689655172;0,166666666666667;0,408248290463863
"273";"PRS7_HUMAN";"P35998";"26S protease regulatory subunit 7";"PSMC2";6;7;0,0258620689655172;0,0301724137931034;0,857142857142857;0,925820099772551
"274";"PRS8_HUMAN";"P62195";"26S protease regulatory subunit 8";"PSMC5";3;3;0,0129310344827586;0,0129310344827586;1;1
"275";"PSA1_HUMAN";"P25786";"Proteasome subunit alpha type-1";"PSMA1";5;7;0,021551724137931;0,0301724137931034;0,714285714285714;0,845154254728517
"276";"PSA2_HUMAN";"P25787";"Proteasome subunit alpha type-2";"PSMA2";2;4;0,00862068965517241;0,0172413793103448;0,5;0,707106781186548
"277";"PSA3_HUMAN";"P25788";"Proteasome subunit alpha type-3";"PSMA3";6;9;0,0258620689655172;0,0387931034482759;0,666666666666667;0,816496580927726
"278";"PSA4_HUMAN";"P25789";"Proteasome subunit alpha type-4";"PSMA4";10;6;0,0431034482758621;0,0258620689655172;1,66666666666667;1,29099444873581
"279";"PSA5_HUMAN";"P28066";"Proteasome subunit alpha type-5";"PSMA5";7;6;0,0301724137931034;0,0258620689655172;1,16666666666667;1,08012344973464
"280";"PSA7_HUMAN";"O14818";"Proteasome subunit alpha type-7";"PSMA7";5;7;0,021551724137931;0,0301724137931034;0,714285714285714;0,845154254728517
"281";"PSB2_HUMAN";"P49721";"Proteasome subunit beta type-2";"PSMB2";4;2;0,0172413793103448;0,00862068965517241;2;1,4142135623731
"282";"PSB4_HUMAN";"P28070";"Proteasome subunit beta type-4";"PSMB4";6;5;0,0258620689655172;0,021551724137931;1,2;1,09544511501033
"283";"PSB7_HUMAN";"Q99436";"Proteasome subunit beta type-7";"PSMB7";4;6;0,0172413793103448;0,0258620689655172;0,666666666666667;0,816496580927726
"284";"PSD11_HUMAN";"O00231";"26S proteasome non-ATPase regulatory subunit 11";"PSMD11";4;8;0,0172413793103448;0,0344827586206897;0,5;0,707106781186548
"285";"PSD12_HUMAN";"O00232";"26S proteasome non-ATPase regulatory subunit 12";"PSMD12";1;2;0,00431034482758621;0,00862068965517241;0,5;0,707106781186548
"286";"PSD13_HUMAN";"Q9UNM6";"26S proteasome non-ATPase regulatory subunit 13";"PSMD13";5;9;0,021551724137931;0,0387931034482759;0,555555555555556;0,74535599249993
"287";"PSD7_HUMAN";"P51665";"26S proteasome non-ATPase regulatory subunit 7";"PSMD7";1;3;0,00431034482758621;0,0129310344827586;0,333333333333333;0,577350269189626
"288";"PSDE_HUMAN";"O00487";"26S proteasome non-ATPase regulatory subunit 14";"PSMD14";4;2;0,0172413793103448;0,00862068965517241;2;1,4142135623731
"289";"PSMD1_HUMAN";"Q99460";"26S proteasome non-ATPase regulatory subunit 1";"PSMD1";5;4;0,021551724137931;0,0172413793103448;1,25;1,11803398874989
"290";"PSMD2_HUMAN";"Q13200";"26S proteasome non-ATPase regulatory subunit 2";"PSMD2";5;13;0,021551724137931;0,0560344827586207;0,384615384615385;0,620173672946042
"291";"PSMD3_HUMAN";"O43242";"26S proteasome non-ATPase regulatory subunit 3";"PSMD3";3;7;0,0129310344827586;0,0301724137931034;0,428571428571429;0,654653670707977
"292";"PSME1_HUMAN";"Q06323";"Proteasome activator complex subunit 1";"PSME1";19;11;0,0818965517241379;0,0474137931034483;1,72727272727273;1,31425748134554
"293";"PSME2_HUMAN";"Q9UL46";"Proteasome activator complex subunit 2";"PSME2";9;7;0,0387931034482759;0,0301724137931034;1,28571428571429;1,13389341902768
"294";"PSME3_HUMAN";"P61289";"Proteasome activator complex subunit 3";"PSME3";2;2;0,00862068965517241;0,00862068965517241;1;1
"295";"PTBP1_HUMAN";"P26599";"Polypyrimidine tract-binding protein 1";"PTBP1";10;9;0,0431034482758621;0,0387931034482759;1,11111111111111;1,05409255338946
"296";"PUF60_HUMAN";"Q9UHX1";"Poly(U)-binding-splicing factor PUF60";"PUF60";6;3;0,0258620689655172;0,0129310344827586;2;1,4142135623731
"297";"PUR2_HUMAN";"P22102";"Trifunctional purine biosynthetic protein adenosine-3";"GART";6;2;0,0258620689655172;0,00862068965517241;3;1,73205080756888
"298";"PUR6_HUMAN";"P22234";"Multifunctional protein ADE2";"PAICS";18;3;0,0775862068965517;0,0129310344827586;6;2,44948974278318
"299";"PYR1_HUMAN";"P27708";"CAD protein";"CAD";12;9;0,0517241379310345;0,0387931034482759;1,33333333333333;1,15470053837925
"300";"RAGP1_HUMAN";"P46060";"Ran GTPase-activating protein 1";"RANGAP1";5;1;0,021551724137931;0,00431034482758621;5;2,23606797749979
"301";"RALA_HUMAN";"P11233";"Ras-related protein Ral-A";"RALA";5;6;0,021551724137931;0,0258620689655172;0,833333333333333;0,912870929175277
"302";"RALY_HUMAN";"Q9UKM9";"RNA-binding protein Raly";"RALY";5;3;0,021551724137931;0,0129310344827586;1,66666666666667;1,29099444873581
"303";"RAN_HUMAN";"P62826";"GTP-binding nuclear protein Ran";"RAN";7;7;0,0301724137931034;0,0301724137931034;1;1
"304";"RBBP4_HUMAN";"Q09028";"Histone-binding protein RBBP4";"RBBP4";5;2;0,021551724137931;0,00862068965517241;2,5;1,58113883008419
"305";"RBBP7_HUMAN";"Q16576";"Histone-binding protein RBBP7";"RBBP7";7;3;0,0301724137931034;0,0129310344827586;2,33333333333333;1,52752523165195
"306";"RBM39_HUMAN";"Q14498";"RNA-binding protein 39";"RBM39";5;7;0,021551724137931;0,0301724137931034;0,714285714285714;0,845154254728517
"307";"RBMX_HUMAN";"P38159";"RNA-binding motif protein, X chromosome";"RBMX";22;11;0,0948275862068965;0,0474137931034483;2;1,4142135623731
"308";"RBP2_HUMAN";"P49792";"E3 SUMO-protein ligase RanBP2";"RANBP2";8;3;0,0344827586206897;0,0129310344827586;2,66666666666667;1,63299316185545
"309";"RBP56_HUMAN";"Q92804";"TATA-binding protein-associated factor 2N";"TAF15";2;1;0,00862068965517241;0,00431034482758621;2;1,4142135623731
"310";"RCC2_HUMAN";"Q9P258";"Protein RCC2";"RCC2";30;4;0,129310344827586;0,0172413793103448;7,5;2,73861278752583
"311";"RFA1_HUMAN";"P27694";"Replication protein A 70 kDa DNA-binding subunit";"RPA1";20;4;0,0862068965517241;0,0172413793103448;5;2,23606797749979
"312";"RL10_HUMAN";"P27635";"60S ribosomal protein L10";"RPL10";18;16;0,0775862068965517;0,0689655172413793;1,125;1,06066017177982
"313";"RL10A_HUMAN";"P62906";"60S ribosomal protein L10a";"RPL10A";19;14;0,0818965517241379;0,0603448275862069;1,35714285714286;1,16496474502143
"314";"RL11_HUMAN";"P62913";"60S ribosomal protein L11";"RPL11";7;11;0,0301724137931034;0,0474137931034483;0,636363636363636;0,797724035217466
"315";"RL12_HUMAN";"P30050";"60S ribosomal protein L12";"RPL12";20;23;0,0862068965517241;0,0991379310344828;0,869565217391304;0,932504808240314
"316";"RL13_HUMAN";"P26373";"60S ribosomal protein L13";"RPL13";16;14;0,0689655172413793;0,0603448275862069;1,14285714285714;1,0690449676497
"317";"RL14_HUMAN";"P50914";"60S ribosomal protein L14";"RPL14";16;8;0,0689655172413793;0,0344827586206897;2;1,4142135623731
"318";"RL15_HUMAN";"P61313";"60S ribosomal protein L15";"RPL15";10;13;0,0431034482758621;0,0560344827586207;0,769230769230769;0,877058019307029
"319";"RL17_HUMAN";"P18621";"60S ribosomal protein L17";"RPL17";13;9;0,0560344827586207;0,0387931034482759;1,44444444444444;1,20185042515466
"320";"RL18_HUMAN";"Q07020";"60S ribosomal protein L18";"RPL18";7;12;0,0301724137931034;0,0517241379310345;0,583333333333333;0,763762615825973
"321";"RL18A_HUMAN";"Q02543";"60S ribosomal protein L18a";"RPL18A";8;10;0,0344827586206897;0,0431034482758621;0,8;0,894427190999916
"322";"RL19_HUMAN";"P84098";"60S ribosomal protein L19";"RPL19";10;8;0,0431034482758621;0,0344827586206897;1,25;1,11803398874989
"323";"RL21_HUMAN";"P46778";"60S ribosomal protein L21";"RPL21";5;1;0,021551724137931;0,00431034482758621;5;2,23606797749979
"324";"RL22_HUMAN";"P35268";"60S ribosomal protein L22";"RPL22";6;6;0,0258620689655172;0,0258620689655172;1;1
"325";"RL23_HUMAN";"P62829";"60S ribosomal protein L23";"RPL23";9;12;0,0387931034482759;0,0517241379310345;0,75;0,866025403784439
"326";"RL23A_HUMAN";"P62750";"60S ribosomal protein L23a";"RPL23A";9;10;0,0387931034482759;0,0431034482758621;0,9;0,948683298050514
"327";"RL24_HUMAN";"P83731";"60S ribosomal protein L24";"RPL24";15;4;0,0646551724137931;0,0172413793103448;3,75;1,93649167310371
"328";"RL26_HUMAN";"P61254";"60S ribosomal protein L26";"RPL26";11;10;0,0474137931034483;0,0431034482758621;1,1;1,04880884817015
"329";"RL27_HUMAN";"P61353";"60S ribosomal protein L27";"RPL27";21;13;0,0905172413793103;0,0560344827586207;1,61538461538462;1,27097781860449
"330";"RL27A_HUMAN";"P46776";"60S ribosomal protein L27a";"RPL27A";9;6;0,0387931034482759;0,0258620689655172;1,5;1,22474487139159
"331";"RL28_HUMAN";"P46779";"60S ribosomal protein L28";"RPL28";10;7;0,0431034482758621;0,0301724137931034;1,42857142857143;1,19522860933439
"332";"RL29_HUMAN";"P47914";"60S ribosomal protein L29";"RPL29";2;2;0,00862068965517241;0,00862068965517241;1;1
"333";"RL3_HUMAN";"P39023";"60S ribosomal protein L3";"RPL3";36;31;0,155172413793103;0,133620689655172;1,16129032258065;1,07763181216065
"334";"RL30_HUMAN";"P62888";"60S ribosomal protein L30";"RPL30";11;10;0,0474137931034483;0,0431034482758621;1,1;1,04880884817015
"335";"RL31_HUMAN";"P62899";"60S ribosomal protein L31";"RPL31";6;3;0,0258620689655172;0,0129310344827586;2;1,4142135623731
"336";"RL32_HUMAN";"P62910";"60S ribosomal protein L32";"RPL32";4;2;0,0172413793103448;0,00862068965517241;2;1,4142135623731
"337";"RL35_HUMAN";"P42766";"60S ribosomal protein L35";"RPL35";2;1;0,00862068965517241;0,00431034482758621;2;1,4142135623731
"338";"RL35A_HUMAN";"P18077";"60S ribosomal protein L35a";"RPL35A";8;10;0,0344827586206897;0,0431034482758621;0,8;0,894427190999916
"339";"RL36_HUMAN";"Q9Y3U8";"60S ribosomal protein L36";"RPL36";5;8;0,021551724137931;0,0344827586206897;0,625;0,790569415042095
"340";"RL36A_HUMAN, RL36L_HUMAN";"P83881";"60S ribosomal protein L36a, 60S ribosomal protein L36a-like";"RPL36A, RPL36AL";1;6;0,00431034482758621;0,0258620689655172;0,166666666666667;0,408248290463863
"341";"RL37A_HUMAN";"P61513";"60S ribosomal protein L37a";"RPL37A";2;5;0,00862068965517241;0,021551724137931;0,4;0,632455532033676
"342";"RL38_HUMAN";"P63173";"60S ribosomal protein L38";"RPL38";6;5;0,0258620689655172;0,021551724137931;1,2;1,09544511501033
"343";"RL4_HUMAN";"P36578";"60S ribosomal protein L4";"RPL4";23;21;0,0991379310344828;0,0905172413793103;1,0952380952381;1,04653623694457
"344";"RL40_HUMAN";"P62987";"Ubiquitin-60S ribosomal protein L40";"UBA52";3;3;0,0129310344827586;0,0129310344827586;1;1
"345";"RL5_HUMAN";"P46777";"60S ribosomal protein L5";"RPL5";19;24;0,0818965517241379;0,103448275862069;0,791666666666667;0,889756521002609
"346";"RL6_HUMAN";"Q02878";"60S ribosomal protein L6";"RPL6";18;17;0,0775862068965517;0,0732758620689655;1,05882352941176;1,02899151085505
"347";"RL7_HUMAN";"P18124";"60S ribosomal protein L7";"RPL7";14;22;0,0603448275862069;0,0948275862068965;0,636363636363636;0,797724035217466
