Accession	Gene name	GO ID (C)	GO name (C)	Entry name
Q53HI1	UNC50	GO:0005637	nuclear inner membrane	UNC50_HUMAN
Q53HI1	UNC50	GO:0000139	Golgi membrane	UNC50_HUMAN
Q53HI1	UNC50	GO:0016021	integral to membrane	UNC50_HUMAN
Q5H9J7	BEX5	GO:0005737	cytoplasm	BEX5_HUMAN
Q9NP64	ZCCHC17	GO:0005730	nucleolus	NO40_HUMAN
Q9NP64	ZCCHC17	GO:0022625	cytosolic large ribosomal subunit	NO40_HUMAN
Q6UW68	TMEM205	GO:0016021	integral to membrane	TM205_HUMAN
Q96DR8	MUCL1	GO:0005796	Golgi lumen	MUCL1_HUMAN
Q96DR8	MUCL1	GO:0005576	extracellular region	MUCL1_HUMAN
Q96DR8	MUCL1	GO:0016020	membrane	MUCL1_HUMAN
Q8IV08	PLD3	GO:0005789	endoplasmic reticulum membrane	PLD3_HUMAN
Q8IV08	PLD3	GO:0016021	integral to membrane	PLD3_HUMAN
Q3SXZ3	ZNF718	GO:0005634	nucleus	ZN718_HUMAN
Q3KNT9	TMEM95	GO:0016021	integral to membrane	TMM95_HUMAN
Q3KQZ1	SLC25A35	GO:0016021	integral to membrane	S2535_HUMAN
Q3KQZ1	SLC25A35	GO:0005743	mitochondrial inner membrane	S2535_HUMAN
P22694	PRKACB	GO:0005886	plasma membrane	KAPCB_HUMAN
P22694	PRKACB	GO:0005952	cAMP-dependent protein kinase complex	KAPCB_HUMAN
P22694	PRKACB	GO:0005829	cytosol	KAPCB_HUMAN
P22694	PRKACB	GO:0005813	centrosome	KAPCB_HUMAN
P22694	PRKACB	GO:0005654	nucleoplasm	KAPCB_HUMAN
P22694	PRKACB	GO:0048471	perinuclear region of cytoplasm	KAPCB_HUMAN
O75179	ANKRD17	GO:0005737	cytoplasm	ANR17_HUMAN
O75179	ANKRD17	GO:0005634	nucleus	ANR17_HUMAN
Q5TGS1	HES3	GO:0005634	nucleus	HES3_HUMAN
Q9NZP8	C1RL	GO:0005615	extracellular space	C1RL_HUMAN
Q5VZY2	PPAPDC1A	GO:0005886	plasma membrane	PPC1A_HUMAN
Q5VZY2	PPAPDC1A	GO:0016021	integral to membrane	PPC1A_HUMAN
Q8TCG1	KIAA1524	GO:0005737	cytoplasm	CIP2A_HUMAN
Q8TCG1	KIAA1524	GO:0016021	integral to membrane	CIP2A_HUMAN
Q8TCG1	KIAA1524	GO:0005886	plasma membrane	CIP2A_HUMAN
Q6NUT3	MFSD12	GO:0016021	integral to membrane	MFS12_HUMAN
Q6NUT3	MFSD12	GO:0005765	lysosomal membrane	MFS12_HUMAN
Q9BSK1	ZNF577	GO:0005634	nucleus	ZN577_HUMAN
Q96NU1	SAMD11	GO:0005634	nucleus	SAM11_HUMAN
Q9P109	GCNT4	GO:0016021	integral to membrane	GCNT4_HUMAN
Q9P109	GCNT4	GO:0000139	Golgi membrane	GCNT4_HUMAN
Q8IXS6	PALM2	GO:0005886	plasma membrane	PALM2_HUMAN
Q9UPQ7	PDZRN3	GO:0031594	neuromuscular junction	PZRN3_HUMAN
P04229	HLA-DRB1	GO:0000139	Golgi membrane	2B11_HUMAN
P04229	HLA-DRB1	GO:0005765	lysosomal membrane	2B11_HUMAN
P04229	HLA-DRB1	GO:0009897	external side of plasma membrane	2B11_HUMAN
P04229	HLA-DRB1	GO:0012507	ER to Golgi transport vesicle membrane	2B11_HUMAN
P04229	HLA-DRB1	GO:0042613	MHC class II protein complex	2B11_HUMAN
P04229	HLA-DRB1	GO:0030669	clathrin-coated endocytic vesicle membrane	2B11_HUMAN
P04229	HLA-DRB1	GO:0071556	integral to lumenal side of endoplasmic reticulum membrane	2B11_HUMAN
P04229	HLA-DRB1	GO:0031902	late endosome membrane	2B11_HUMAN
P04229	HLA-DRB1	GO:0032588	trans-Golgi network membrane	2B11_HUMAN
Q9UQD0	SCN8A	GO:0030425	dendrite	SCN8A_HUMAN
Q9UQD0	SCN8A	GO:0001518	voltage-gated sodium channel complex	SCN8A_HUMAN
Q9UQD0	SCN8A	GO:0016023	cytoplasmic membrane-bounded vesicle	SCN8A_HUMAN
Q9UQD0	SCN8A	GO:0030018	Z disc	SCN8A_HUMAN
Q9UQD0	SCN8A	GO:0033268	node of Ranvier	SCN8A_HUMAN
Q9UQD0	SCN8A	GO:0043025	neuronal cell body	SCN8A_HUMAN
Q9UQD0	SCN8A	GO:0043194	axon initial segment	SCN8A_HUMAN
P22676	CALB2	GO:0005737	cytoplasm	CALB2_HUMAN
P22676	CALB2	GO:0005921	gap junction	CALB2_HUMAN
Q8WX39	LCN9	GO:0005576	extracellular region	LCN9_HUMAN
Q09028	RBBP4	GO:0016589	NURF complex	RBBP4_HUMAN
Q09028	RBBP4	GO:0035098	ESC/E(Z) complex	RBBP4_HUMAN
Q09028	RBBP4	GO:0016581	NuRD complex	RBBP4_HUMAN
Q09028	RBBP4	GO:0016580	Sin3 complex	RBBP4_HUMAN
Q09028	RBBP4	GO:0033186	CAF-1 complex	RBBP4_HUMAN
P52736	ZNF133	GO:0005634	nucleus	ZN133_HUMAN
Q9P2F9	ZNF319	GO:0005634	nucleus	ZN319_HUMAN
Q14258	TRIM25	GO:0005829	cytosol	TRI25_HUMAN
Q14258	TRIM25	GO:0030054	cell junction	TRI25_HUMAN
Q14258	TRIM25	GO:0005634	nucleus	TRI25_HUMAN
P30495	HLA-B	GO:0071556	integral to lumenal side of endoplasmic reticulum membrane	1B56_HUMAN
P30495	HLA-B	GO:0000139	Golgi membrane	1B56_HUMAN
P30495	HLA-B	GO:0005886	plasma membrane	1B56_HUMAN
P30495	HLA-B	GO:0031901	early endosome membrane	1B56_HUMAN
P30495	HLA-B	GO:0012507	ER to Golgi transport vesicle membrane	1B56_HUMAN
P30495	HLA-B	GO:0030670	phagocytic vesicle membrane	1B56_HUMAN
P30495	HLA-B	GO:0042612	MHC class I protein complex	1B56_HUMAN
Q9NT22	EMILIN3	GO:0005578	proteinaceous extracellular matrix	EMIL3_HUMAN
Q9NT22	EMILIN3	GO:0005737	cytoplasm	EMIL3_HUMAN
Q9BRK4	LZTS2	GO:0005874	microtubule	LZTS2_HUMAN
Q9BRK4	LZTS2	GO:0005815	microtubule organizing center	LZTS2_HUMAN
Q9BRK4	LZTS2	GO:0005737	cytoplasm	LZTS2_HUMAN
O75676	RPS6KA4	GO:0005737	cytoplasm	KS6A4_HUMAN
O75676	RPS6KA4	GO:0005634	nucleus	KS6A4_HUMAN
Q9Y230	RUVBL2	GO:0030529	ribonucleoprotein complex	RUVB2_HUMAN
Q9Y230	RUVBL2	GO:0031011	Ino80 complex	RUVB2_HUMAN
Q9Y230	RUVBL2	GO:0005737	cytoplasm	RUVB2_HUMAN
Q9Y230	RUVBL2	GO:0035267	NuA4 histone acetyltransferase complex	RUVB2_HUMAN
Q9Y230	RUVBL2	GO:0016020	membrane	RUVB2_HUMAN
Q9Y230	RUVBL2	GO:0016363	nuclear matrix	RUVB2_HUMAN
Q9Y230	RUVBL2	GO:0071339	MLL1 complex	RUVB2_HUMAN
Q9Y573	IPP	GO:0015629	actin cytoskeleton	IPP_HUMAN
Q9Y573	IPP	GO:0005737	cytoplasm	IPP_HUMAN
Q96PE5	OPALIN	GO:0005794	Golgi apparatus	OPALI_HUMAN
Q96PE5	OPALIN	GO:0005886	plasma membrane	OPALI_HUMAN
Q96PE5	OPALIN	GO:0016021	integral to membrane	OPALI_HUMAN
P26038	MSN	GO:0045177	apical part of cell	MOES_HUMAN
P26038	MSN	GO:0070062	extracellular vesicular exosome	MOES_HUMAN
P26038	MSN	GO:0005737	cytoplasm	MOES_HUMAN
P26038	MSN	GO:0030175	filopodium	MOES_HUMAN
P26038	MSN	GO:0005902	microvillus	MOES_HUMAN
P26038	MSN	GO:0016323	basolateral plasma membrane	MOES_HUMAN
P26038	MSN	GO:0031528	microvillus membrane	MOES_HUMAN
P26038	MSN	GO:0005730	nucleolus	MOES_HUMAN
P26038	MSN	GO:0019898	extrinsic to membrane	MOES_HUMAN
P26038	MSN	GO:0005886	plasma membrane	MOES_HUMAN
P26038	MSN	GO:0005856	cytoskeleton	MOES_HUMAN
P26038	MSN	GO:0016324	apical plasma membrane	MOES_HUMAN
P26038	MSN	GO:0001931	uropod	MOES_HUMAN
Q99884	SLC6A7	GO:0005887	integral to plasma membrane	SC6A7_HUMAN
Q9UH03	SEPT3	GO:0045202	synapse	SEPT3_HUMAN
Q9UH03	SEPT3	GO:0030054	cell junction	SEPT3_HUMAN
Q9UH03	SEPT3	GO:0031105	septin complex	SEPT3_HUMAN
Q9NNW7	TXNRD2	GO:0005739	mitochondrion	TRXR2_HUMAN
P26368	U2AF2	GO:0005654	nucleoplasm	U2AF2_HUMAN
P26368	U2AF2	GO:0005681	spliceosomal complex	U2AF2_HUMAN
P35125	USP6	GO:0005886	plasma membrane	UBP6_HUMAN
P35125	USP6	GO:0005764	lysosome	UBP6_HUMAN
P35125	USP6	GO:0055037	recycling endosome	UBP6_HUMAN
O71037		GO:0016021	integral to membrane	ENK3_HUMAN
O71037		GO:0019031	viral envelope	ENK3_HUMAN
O71037		GO:0005886	plasma membrane	ENK3_HUMAN
P50613	CDK7	GO:0005739	mitochondrion	CDK7_HUMAN
P50613	CDK7	GO:0005675	holo TFIIH complex	CDK7_HUMAN
P50613	CDK7	GO:0048471	perinuclear region of cytoplasm	CDK7_HUMAN
Q9UJV9	DDX41	GO:0071013	catalytic step 2 spliceosome	DDX41_HUMAN
Q9UJV9	DDX41	GO:0005829	cytosol	DDX41_HUMAN
Q9UJV9	DDX41	GO:0005783	endoplasmic reticulum	DDX41_HUMAN
Q14134	TRIM29	GO:0005737	cytoplasm	TRI29_HUMAN
Q96I82	KAZALD1	GO:0005614	interstitial matrix	KAZD1_HUMAN
P05177	CYP1A2	GO:0005789	endoplasmic reticulum membrane	CP1A2_HUMAN
P52907	CAPZA1	GO:0071203	WASH complex	CAZA1_HUMAN
P52907	CAPZA1	GO:0008290	F-actin capping protein complex	CAZA1_HUMAN
P52907	CAPZA1	GO:0005576	extracellular region	CAZA1_HUMAN
P52907	CAPZA1	GO:0005829	cytosol	CAZA1_HUMAN
Q96KX2	CAPZA3	GO:0008290	F-actin capping protein complex	CAZA3_HUMAN
Q96KX2	CAPZA3	GO:0030863	cortical cytoskeleton	CAZA3_HUMAN
Q96KX2	CAPZA3	GO:0071203	WASH complex	CAZA3_HUMAN
Q96KX2	CAPZA3	GO:0001669	acrosomal vesicle	CAZA3_HUMAN
Q96KX2	CAPZA3	GO:0016020	membrane	CAZA3_HUMAN
Q96NI6	LRFN5	GO:0016021	integral to membrane	LRFN5_HUMAN
Q92879	CELF1	GO:0005737	cytoplasm	CELF1_HUMAN
Q92879	CELF1	GO:0005634	nucleus	CELF1_HUMAN
Q92879	CELF1	GO:0030529	ribonucleoprotein complex	CELF1_HUMAN
Q9ULD6	INTU	GO:0005737	cytoplasm	INTU_HUMAN
Q9ULD6	INTU	GO:0009986	cell surface	INTU_HUMAN
P19419	ELK1	GO:0005634	nucleus	ELK1_HUMAN
P25090	FPR2	GO:0016021	integral to membrane	FPR2_HUMAN
P25090	FPR2	GO:0005886	plasma membrane	FPR2_HUMAN
P50148	GNAQ	GO:0005765	lysosomal membrane	GNAQ_HUMAN
P50148	GNAQ	GO:0031965	nuclear membrane	GNAQ_HUMAN
P50148	GNAQ	GO:0005834	heterotrimeric G-protein complex	GNAQ_HUMAN
Q96P69	GPR78	GO:0016021	integral to membrane	GPR78_HUMAN
Q96P69	GPR78	GO:0005886	plasma membrane	GPR78_HUMAN
P60410	KRTAP10-8	GO:0045095	keratin filament	KR108_HUMAN
Q96P48	ARAP1	GO:0005794	Golgi apparatus	ARAP1_HUMAN
Q96P48	ARAP1	GO:0005829	cytosol	ARAP1_HUMAN
Q96P48	ARAP1	GO:0005886	plasma membrane	ARAP1_HUMAN
Q96P48	ARAP1	GO:0032580	Golgi cisterna membrane	ARAP1_HUMAN
P05014	IFNA4	GO:0005615	extracellular space	IFNA4_HUMAN
P05014	IFNA4	GO:0005576	extracellular region	IFNA4_HUMAN
Q13113	PDZK1IP1	GO:0016021	integral to membrane	PDZ1I_HUMAN
P55083	MFAP4	GO:0001527	microfibril	MFAP4_HUMAN
P20393	NR1D1	GO:0005654	nucleoplasm	NR1D1_HUMAN
P20393	NR1D1	GO:0000790	nuclear chromatin	NR1D1_HUMAN
Q99489	DDO	GO:0005777	peroxisome	OXDD_HUMAN
Q9UNF0	PACSIN2	GO:0030659	cytoplasmic vesicle membrane	PACN2_HUMAN
Q9UNF0	PACSIN2	GO:0005901	caveola	PACN2_HUMAN
Q9UNF0	PACSIN2	GO:0032587	ruffle membrane	PACN2_HUMAN
Q9UNF0	PACSIN2	GO:0055038	recycling endosome membrane	PACN2_HUMAN
Q9UNF0	PACSIN2	GO:0005856	cytoskeleton	PACN2_HUMAN
Q9UNF0	PACSIN2	GO:0005769	early endosome	PACN2_HUMAN
Q9UNF0	PACSIN2	GO:0005829	cytosol	PACN2_HUMAN
Q9UNF0	PACSIN2	GO:0019898	extrinsic to membrane	PACN2_HUMAN
Q8TAB3	PCDH19	GO:0005886	plasma membrane	PCD19_HUMAN
Q8TAB3	PCDH19	GO:0016021	integral to membrane	PCD19_HUMAN
Q9UEW8	STK39	GO:0005634	nucleus	STK39_HUMAN
Q9UEW8	STK39	GO:0016323	basolateral plasma membrane	STK39_HUMAN
Q9UEW8	STK39	GO:0005737	cytoplasm	STK39_HUMAN
Q9UEW8	STK39	GO:0016324	apical plasma membrane	STK39_HUMAN
Q9UEW8	STK39	GO:0005856	cytoskeleton	STK39_HUMAN
Q12913	PTPRJ	GO:0005887	integral to plasma membrane	PTPRJ_HUMAN
Q12913	PTPRJ	GO:0009986	cell surface	PTPRJ_HUMAN
Q12913	PTPRJ	GO:0001772	immunological synapse	PTPRJ_HUMAN
Q12913	PTPRJ	GO:0005911	cell-cell junction	PTPRJ_HUMAN
Q12913	PTPRJ	GO:0032587	ruffle membrane	PTPRJ_HUMAN
Q16849	PTPRN	GO:0005887	integral to plasma membrane	PTPRN_HUMAN
Q92932	PTPRN2	GO:0005887	integral to plasma membrane	PTPR2_HUMAN
Q92932	PTPRN2	GO:0043195	terminal bouton	PTPR2_HUMAN
Q92932	PTPRN2	GO:0030141	secretory granule	PTPR2_HUMAN
Q92932	PTPRN2	GO:0030658	transport vesicle membrane	PTPR2_HUMAN
Q92932	PTPRN2	GO:0005788	endoplasmic reticulum lumen	PTPR2_HUMAN
O43313	ATMIN	GO:0005634	nucleus	ATMIN_HUMAN
Q2KHT4	GSG1	GO:0016021	integral to membrane	GSG1_HUMAN
Q2KHT4	GSG1	GO:0005789	endoplasmic reticulum membrane	GSG1_HUMAN
Q8N9S7	CHDC2	GO:0016021	integral to membrane	CHDC2_HUMAN
O95741	CPNE6	GO:0030424	axon	CPNE6_HUMAN
O95741	CPNE6	GO:0030425	dendrite	CPNE6_HUMAN
O95741	CPNE6	GO:0016020	membrane	CPNE6_HUMAN
Q9H425	C1orf198	GO:0005737	cytoplasm	CA198_HUMAN
Q1MSJ5	CSPP1	GO:0000922	spindle pole	CSPP1_HUMAN
Q1MSJ5	CSPP1	GO:0005737	cytoplasm	CSPP1_HUMAN
Q1MSJ5	CSPP1	GO:0005874	microtubule	CSPP1_HUMAN
Q1MSJ5	CSPP1	GO:0005813	centrosome	CSPP1_HUMAN
A5PKW4	PSD	GO:0001726	ruffle	PSD1_HUMAN
A5PKW4	PSD	GO:0016021	integral to membrane	PSD1_HUMAN
A5PKW4	PSD	GO:0005886	plasma membrane	PSD1_HUMAN
A5PKW4	PSD	GO:0030054	cell junction	PSD1_HUMAN
A6NM76	OR6C76	GO:0016021	integral to membrane	O6C76_HUMAN
A6NM76	OR6C76	GO:0005886	plasma membrane	O6C76_HUMAN
A6NJS3	IGHV1OR21-1	GO:0005576	extracellular region	IV1U1_HUMAN
A6NKW6	FAM159B	GO:0016021	integral to membrane	F159B_HUMAN
P0C604	OR4A8P	GO:0005886	plasma membrane	OR4A8_HUMAN
P0C604	OR4A8P	GO:0016021	integral to membrane	OR4A8_HUMAN
Q8N5M9	JAGN1	GO:0016021	integral to membrane	JAGN1_HUMAN
Q8N5M9	JAGN1	GO:0005789	endoplasmic reticulum membrane	JAGN1_HUMAN
Q8WUS8	SDR42E1	GO:0016021	integral to membrane	D42E1_HUMAN
Q9BRL7	SEC22C	GO:0005789	endoplasmic reticulum membrane	SC22C_HUMAN
Q9BRL7	SEC22C	GO:0005783	endoplasmic reticulum	SC22C_HUMAN
Q9BRL7	SEC22C	GO:0016021	integral to membrane	SC22C_HUMAN
Q8TB92	HMGCLL1	GO:0005829	cytosol	HMGC2_HUMAN
Q8TB92	HMGCLL1	GO:0016020	membrane	HMGC2_HUMAN
Q8TB92	HMGCLL1	GO:0005789	endoplasmic reticulum membrane	HMGC2_HUMAN
Q8TB92	HMGCLL1	GO:0048471	perinuclear region of cytoplasm	HMGC2_HUMAN
Q8TB92	HMGCLL1	GO:0005783	endoplasmic reticulum	HMGC2_HUMAN
A8MTJ6	FOXI3	GO:0005634	nucleus	FOXI3_HUMAN
C9JR72	KBTBD13	GO:0005737	cytoplasm	KBTBD_HUMAN
A8MU46	SMTNL1	GO:0031674	I band	SMTL1_HUMAN
A8MU46	SMTNL1	GO:0005634	nucleus	SMTL1_HUMAN
A8MU46	SMTNL1	GO:0043292	contractile fiber	SMTL1_HUMAN
A8MU46	SMTNL1	GO:0031430	M band	SMTL1_HUMAN
A8MXV4	NUDT19	GO:0005777	peroxisome	NUD19_HUMAN
A8MXV4	NUDT19	GO:0005739	mitochondrion	NUD19_HUMAN
P0C7Q2	ARMS2	GO:0001917	photoreceptor inner segment	ARMS2_HUMAN
P0C7Q2	ARMS2	GO:0005739	mitochondrion	ARMS2_HUMAN
C9JDP6	CLDN25	GO:0005886	plasma membrane	CLD25_HUMAN
C9JDP6	CLDN25	GO:0005923	tight junction	CLD25_HUMAN
C9JDP6	CLDN25	GO:0016021	integral to membrane	CLD25_HUMAN
D6R901	USP17L21	GO:0005783	endoplasmic reticulum	U17LL_HUMAN
D6R901	USP17L21	GO:0005634	nucleus	U17LL_HUMAN
O43283	MAP3K13	GO:0016020	membrane	M3K13_HUMAN
O43283	MAP3K13	GO:0005737	cytoplasm	M3K13_HUMAN
Q8NER5	ACVR1C	GO:0048179	activin receptor complex	ACV1C_HUMAN
Q8TEF2	C10orf105	GO:0016021	integral to membrane	CJ105_HUMAN
Q9Y2E6	DTX4	GO:0005829	cytosol	DTX4_HUMAN
Q96GW9	MARS2	GO:0005759	mitochondrial matrix	SYMM_HUMAN
Q96II8	LRCH3	GO:0005576	extracellular region	LRCH3_HUMAN
Q9BU64	CENPO	GO:0005829	cytosol	CENPO_HUMAN
Q9BU64	CENPO	GO:0000777	condensed chromosome kinetochore	CENPO_HUMAN
Q9BU64	CENPO	GO:0005654	nucleoplasm	CENPO_HUMAN
Q8NFI4	ST13P5	GO:0005737	cytoplasm	F10A5_HUMAN
Q8N5H3	FAM89B	GO:0009986	cell surface	FA89B_HUMAN
Q8N5H3	FAM89B	GO:0005737	cytoplasm	FA89B_HUMAN
Q8NB42	ZNF527	GO:0005634	nucleus	ZN527_HUMAN
O60391	GRIN3B	GO:0045211	postsynaptic membrane	NMD3B_HUMAN
O60391	GRIN3B	GO:0017146	N-methyl-D-aspartate selective glutamate receptor complex	NMD3B_HUMAN
O60391	GRIN3B	GO:0043025	neuronal cell body	NMD3B_HUMAN
O60391	GRIN3B	GO:0030054	cell junction	NMD3B_HUMAN
Q96N20	ZNF75A	GO:0005634	nucleus	ZN75A_HUMAN
Q9NQ03	SCRT2	GO:0000790	nuclear chromatin	SCRT2_HUMAN
Q9Y6S9	RPS6KL1	GO:0005840	ribosome	RPKL1_HUMAN
Q15038	DAZAP2	GO:0005634	nucleus	DAZP2_HUMAN
Q15038	DAZAP2	GO:0005737	cytoplasm	DAZP2_HUMAN
Q9H788	SH2D4A	GO:0005634	nucleus	SH24A_HUMAN
Q9H788	SH2D4A	GO:0005737	cytoplasm	SH24A_HUMAN
O43889	CREB3	GO:0000139	Golgi membrane	CREB3_HUMAN
O43889	CREB3	GO:0030176	integral to endoplasmic reticulum membrane	CREB3_HUMAN
O43889	CREB3	GO:0016021	integral to membrane	CREB3_HUMAN
O43889	CREB3	GO:0005789	endoplasmic reticulum membrane	CREB3_HUMAN
O43889	CREB3	GO:0005634	nucleus	CREB3_HUMAN
O43889	CREB3	GO:0016604	nuclear body	CREB3_HUMAN
O43889	CREB3	GO:0005829	cytosol	CREB3_HUMAN
O43889	CREB3	GO:0043025	neuronal cell body	CREB3_HUMAN
Q8WV99	ZFAND2B	GO:0005783	endoplasmic reticulum	ZFN2B_HUMAN
Q96LR9	APOLD1	GO:0005886	plasma membrane	APLD1_HUMAN
Q96LR9	APOLD1	GO:0016021	integral to membrane	APLD1_HUMAN
Q96LR9	APOLD1	GO:0005576	extracellular region	APLD1_HUMAN
Q9BWH6	RPAP1	GO:0005634	nucleus	RPAP1_HUMAN
Q86U02	LINC00596	GO:0016021	integral to membrane	CN165_HUMAN
Q86TM6	SYVN1	GO:0016021	integral to membrane	SYVN1_HUMAN
Q86TM6	SYVN1	GO:0005634	nucleus	SYVN1_HUMAN
Q86TM6	SYVN1	GO:0005789	endoplasmic reticulum membrane	SYVN1_HUMAN
Q9UIU6	SIX4	GO:0005634	nucleus	SIX4_HUMAN
P41134	ID1	GO:0005634	nucleus	ID1_HUMAN
P41134	ID1	GO:0005737	cytoplasm	ID1_HUMAN
P41235	HNF4A	GO:0005654	nucleoplasm	HNF4A_HUMAN
P41235	HNF4A	GO:0005737	cytoplasm	HNF4A_HUMAN
O15260	SURF4	GO:0016021	integral to membrane	SURF4_HUMAN
O15260	SURF4	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	SURF4_HUMAN
O15260	SURF4	GO:0005789	endoplasmic reticulum membrane	SURF4_HUMAN
O15260	SURF4	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	SURF4_HUMAN
O15260	SURF4	GO:0000139	Golgi membrane	SURF4_HUMAN
P30457	HLA-A	GO:0031901	early endosome membrane	1A66_HUMAN
P30457	HLA-A	GO:0000139	Golgi membrane	1A66_HUMAN
P30457	HLA-A	GO:0005886	plasma membrane	1A66_HUMAN
P30457	HLA-A	GO:0071556	integral to lumenal side of endoplasmic reticulum membrane	1A66_HUMAN
P30457	HLA-A	GO:0042612	MHC class I protein complex	1A66_HUMAN
P30457	HLA-A	GO:0012507	ER to Golgi transport vesicle membrane	1A66_HUMAN
P30457	HLA-A	GO:0030670	phagocytic vesicle membrane	1A66_HUMAN
P03989	HLA-B	GO:0031901	early endosome membrane	1B27_HUMAN
P03989	HLA-B	GO:0071556	integral to lumenal side of endoplasmic reticulum membrane	1B27_HUMAN
P03989	HLA-B	GO:0012507	ER to Golgi transport vesicle membrane	1B27_HUMAN
P03989	HLA-B	GO:0005886	plasma membrane	1B27_HUMAN
P03989	HLA-B	GO:0042612	MHC class I protein complex	1B27_HUMAN
P03989	HLA-B	GO:0000139	Golgi membrane	1B27_HUMAN
P03989	HLA-B	GO:0030670	phagocytic vesicle membrane	1B27_HUMAN
P03950	ANG	GO:0043025	neuronal cell body	ANGI_HUMAN
P03950	ANG	GO:0005615	extracellular space	ANGI_HUMAN
P03950	ANG	GO:0032311	angiogenin-PRI complex	ANGI_HUMAN
P03950	ANG	GO:0005605	basal lamina	ANGI_HUMAN
P03950	ANG	GO:0030426	growth cone	ANGI_HUMAN
P03950	ANG	GO:0005730	nucleolus	ANGI_HUMAN
P51693	APLP1	GO:0005886	plasma membrane	APLP1_HUMAN
P51693	APLP1	GO:0005794	Golgi apparatus	APLP1_HUMAN
P51693	APLP1	GO:0016021	integral to membrane	APLP1_HUMAN
P51693	APLP1	GO:0005604	basement membrane	APLP1_HUMAN
P51693	APLP1	GO:0048471	perinuclear region of cytoplasm	APLP1_HUMAN
P41181	AQP2	GO:0005764	lysosome	AQP2_HUMAN
P41181	AQP2	GO:0016021	integral to membrane	AQP2_HUMAN
P41181	AQP2	GO:0016324	apical plasma membrane	AQP2_HUMAN
P41181	AQP2	GO:0005794	Golgi apparatus	AQP2_HUMAN
P41181	AQP2	GO:0005769	early endosome	AQP2_HUMAN
P41181	AQP2	GO:0070382	exocytic vesicle	AQP2_HUMAN
P41181	AQP2	GO:0005791	rough endoplasmic reticulum	AQP2_HUMAN
P41181	AQP2	GO:0030136	clathrin-coated vesicle	AQP2_HUMAN
P41181	AQP2	GO:0055037	recycling endosome	AQP2_HUMAN
P41181	AQP2	GO:0016323	basolateral plasma membrane	AQP2_HUMAN
P41181	AQP2	GO:0030658	transport vesicle membrane	AQP2_HUMAN
P41181	AQP2	GO:0005802	trans-Golgi network	AQP2_HUMAN
P41181	AQP2	GO:0043234	protein complex	AQP2_HUMAN
P03973	SLPI	GO:0005576	extracellular region	SLPI_HUMAN
Q8N6T3	ARFGAP1	GO:0005783	endoplasmic reticulum	ARFG1_HUMAN
Q8N6T3	ARFGAP1	GO:0030660	Golgi-associated vesicle membrane	ARFG1_HUMAN
Q8N6T3	ARFGAP1	GO:0031965	nuclear membrane	ARFG1_HUMAN
Q8N6T3	ARFGAP1	GO:0005886	plasma membrane	ARFG1_HUMAN
Q8N6T3	ARFGAP1	GO:0045202	synapse	ARFG1_HUMAN
Q8N6T3	ARFGAP1	GO:0005829	cytosol	ARFG1_HUMAN
Q9Y6J0	CABIN1	GO:0016235	aggresome	CABIN_HUMAN
Q9Y6J0	CABIN1	GO:0005737	cytoplasm	CABIN_HUMAN
Q9Y6J0	CABIN1	GO:0005634	nucleus	CABIN_HUMAN
P07550	ADRB2	GO:0016324	apical plasma membrane	ADRB2_HUMAN
P07550	ADRB2	GO:0005768	endosome	ADRB2_HUMAN
P07550	ADRB2	GO:0005764	lysosome	ADRB2_HUMAN
P07550	ADRB2	GO:0005634	nucleus	ADRB2_HUMAN
P07550	ADRB2	GO:0005887	integral to plasma membrane	ADRB2_HUMAN
P07550	ADRB2	GO:0043235	receptor complex	ADRB2_HUMAN
Q96G01	BICD1	GO:0031410	cytoplasmic vesicle	BICD1_HUMAN
Q96G01	BICD1	GO:0048471	perinuclear region of cytoplasm	BICD1_HUMAN
Q96G01	BICD1	GO:0016020	membrane	BICD1_HUMAN
Q96G01	BICD1	GO:0005829	cytosol	BICD1_HUMAN
Q96G01	BICD1	GO:0072517	host cell viral assembly compartment	BICD1_HUMAN
Q96G01	BICD1	GO:0005794	Golgi apparatus	BICD1_HUMAN
Q96G01	BICD1	GO:0005856	cytoskeleton	BICD1_HUMAN
Q96G01	BICD1	GO:0005802	trans-Golgi network	BICD1_HUMAN
Q13021	MALL	GO:0000139	Golgi membrane	MALL_HUMAN
Q13021	MALL	GO:0030136	clathrin-coated vesicle	MALL_HUMAN
Q13021	MALL	GO:0045121	membrane raft	MALL_HUMAN
Q13021	MALL	GO:0005886	plasma membrane	MALL_HUMAN
Q13021	MALL	GO:0016021	integral to membrane	MALL_HUMAN
Q93088	BHMT	GO:0043234	protein complex	BHMT1_HUMAN
Q93088	BHMT	GO:0005829	cytosol	BHMT1_HUMAN
Q9H324	ADAMTS10	GO:0001527	microfibril	ATS10_HUMAN
Q9NYG8	KCNK4	GO:0005886	plasma membrane	KCNK4_HUMAN
Q9NYG8	KCNK4	GO:0016021	integral to membrane	KCNK4_HUMAN
Q02833	RASSF7	GO:0005815	microtubule organizing center	RASF7_HUMAN
Q02833	RASSF7	GO:0005737	cytoplasm	RASF7_HUMAN
Q02833	RASSF7	GO:0005634	nucleus	RASF7_HUMAN
P11049	CD37	GO:0016021	integral to membrane	CD37_HUMAN
